Question,Answer,Comment,Instruction,Render As
お歳暮,"おせいぼ","end of the year; year end; year-end gift","Guess the reading (4k:歳)",Image
お疲れ様,"おつかれさま","good work; goodbye; goodnight; see you; thank you (for your hard work)","Guess the reading (4k:疲)",Image
ご連絡,"ごれんらく","call; communication; contacting; getting in touch; message","Guess the reading (4k:絡)",Image
で御座います,"でございます","be; is","Guess the reading (4k:御)",Image
一握り,"ひとにぎり","handful; small amount; small number","Guess the reading (4k:握)",Image
一滴,"いってき,ひとしずく","one drop (of fluid),one drop (of fluid)","Guess the reading (4k:滴)",Image
一瞬,"いっしゅん","for an instant; instant; moment","Guess the reading (4k:瞬)",Image
三脚,"さんきゃく","three legs; tripod","Guess the reading (4k:脚)",Image
上旬,"じょうじゅん","first 10 days of month","Guess the reading (4k:旬)",Image
下旬,"げじゅん","21st to the last day of a month; last third of a month","Guess the reading (4k:旬)",Image
与党,"よとう","government; government party; party in power; ruling party","Guess the reading (4k:与)",Image
不朽,"ふきゅう","enduring; eternal; everlasting; immortal; imperishable; undying","Guess the reading (4k:朽)",Image
不眠,"ふみん","insomnia; sleeplessness; wakefulness","Guess the reading (4k:眠)",Image
不詳,"ふしょう","unidentified; unknown; unspecified","Guess the reading (4k:詳)",Image
世俗,"せいぞく,せぞく","common customs; ordinary life; popular taste; secularity; the (common) people; the masses; the world; worldly things,common customs; ordinary life; popular taste; secularity; the (common) people; the masses; the world; worldly things","Guess the reading (4k:俗)",Image
並び替える,"ならびかえる","to put (things) in order; to rearrange; to reorganize","Guess the reading (4k:替)",Image
中執,"ちゅうしつ","Central Executive Committee","Guess the reading (4k:執)",Image
中堅,"ちゅうけん","athlete competing in the middle-number match in a team competition, i.e. second in 3-on-3, third in 5-on-5 (kendo, judo, etc.); backbone; center field; center fielder; centre field; centre fielder; crack troops; key figure; main body (of troops); mainstay; nucleus; select troops; medium-level; middle-ranking; mid-level; midsize","Guess the reading (4k:堅)",Image
中旬,"ちゅうじゅん","11th to 20th day of a month; middle of a month; second third of a month","Guess the reading (4k:旬)",Image
丹誠,"たんせい","diligence; effort; pains; sincerity; working earnestly","Guess the reading (4k:丹)",Image
主峰,"しゅほう","the highest peak","Guess the reading (4k:峰)",Image
乱獲,"らんかく","excessive fishing; excessive taking; overfishing; overhunting","Guess the reading (4k:獲)",Image
乱舞,"らっぷ,らんぶ","boisterous dance,boisterous dance","Guess the reading (4k:舞)",Image
乱闘,"らんとう","brawling; fighting; fray; scuffle","Guess the reading (4k:闘)",Image
乾杯,"かんぱい","drink (in honor or celebration of someone or something); drinking one's glass dry; toast; bottoms-up; cheers; prosit","Guess the reading (4k:乾,杯)",Image
乾燥,"かんそう","insipidity; aridity; dehydration; desiccation; drying (e.g. clothes); dryness","Guess the reading (4k:乾,燥)",Image
事柄,"ことがら","affair; circumstance; matter; thing","Guess the reading (4k:柄)",Image
事項,"じこう","facts; item; matter","Guess the reading (4k:項)",Image
互い違い,"たがいちがい","alternate; alternation","Guess the reading (4k:互,違)",Image
亜鉛,"あえん","zinc (Zn)","Guess the reading (4k:鉛)",Image
人柄,"ひとがら","character; gentility; personal appearance; personality","Guess the reading (4k:柄)",Image
今更,"いまさら","afresh; again; anew; at this stage; now (when it is already much too late)","Guess the reading (4k:更)",Image
介添え,"かいぞえ","assistant; helper; second","Guess the reading (4k:介,添)",Image
仏塔,"ぶっとう","pagoda; stupa","Guess the reading (4k:塔)",Image
内需,"ないじゅ","domestic demand","Guess the reading (4k:需)",Image
仮眠,"かみん","doze; nap","Guess the reading (4k:眠)",Image
仰向け,"あおむけ","facing upward","Guess the reading (4k:仰)",Image
仰天,"ぎょうてん","being amazed; being horrified; being taken aback","Guess the reading (4k:仰)",Image
休眠,"きゅうみん","dormancy; quiescence","Guess the reading (4k:眠)",Image
会釈,"えしゃく","consideration; nod; salutation; slight bow (as a greeting or sign of gratitude); thoughtfulness","Guess the reading (4k:釈)",Image
伸び悩む,"のびなやむ","to be sluggish; to fail to improve; to level off; to make little progress; to not grow as much as expected; to show little growth","Guess the reading (4k:悩)",Image
低俗,"ていぞく","coarse; lowbrow; vulgar","Guess the reading (4k:俗)",Image
作柄,"さくがら","crop conditions; quality (of art)","Guess the reading (4k:柄)",Image
供与,"きょうよ","furnishing; giving; provision","Guess the reading (4k:与)",Image
依存,"いそん,いぞん","dependence; reliance,dependence; reliance","Guess the reading (4k:依)",Image
依拠,"いきょ","dependence","Guess the reading (4k:依,拠)",Image
依頼,"いらい","dependence; reliance; commission; entrusting (with a matter); request","Guess the reading (4k:依,頼)",Image
侵攻,"しんこう","invasion","Guess the reading (4k:侵,攻)",Image
俗語,"ぞくご","colloquial language; colloquialism; slang","Guess the reading (4k:俗)",Image
俗説,"ぞくせつ","common saying; folklore; popular version; tradition","Guess the reading (4k:俗)",Image
保釈,"ほしゃく","bail; releasing on bail","Guess the reading (4k:釈)",Image
信仰,"しんこう","(religious) faith; belief; creed","Guess the reading (4k:仰)",Image
信販,"しんぱん","sales on credit","Guess the reading (4k:販)",Image
倒壊,"とうかい","collapse; crumbling; destruction","Guess the reading (4k:倒,壊)",Image
倒閣,"とうかく","overthrow of government","Guess the reading (4k:倒)",Image
値幅,"ねはば","price range or fluctuation","Guess the reading (4k:幅)",Image
偉人,"いじん","eminent figure; great person","Guess the reading (4k:偉)",Image
偉大,"いだい","grand; great; magnificent; mighty; outstanding","Guess the reading (4k:偉)",Image
偉業,"いぎょう","great achievement; great feat; great undertaking; great work","Guess the reading (4k:偉)",Image
偏狭,"へんきょう","illiberality; intolerance; narrow-mindedness; narrowness","Guess the reading (4k:狭)",Image
健脚,"けんきゃく","good walker","Guess the reading (4k:脚)",Image
傍受,"ぼうじゅ","interception; monitoring; tapping","Guess the reading (4k:傍)",Image
傍聴,"ぼうちょう","attending (without participating); listening (to a lecture, hearing, parliament session, etc.); observing; sitting in (e.g. on a meeting)","Guess the reading (4k:傍)",Image
傍観,"ぼうかん","looking on; remaining a spectator; sitting back and watching; standing by and watching","Guess the reading (4k:傍)",Image
催涙,"さいるい","tear-inducing","Guess the reading (4k:涙)",Image
催眠,"さいみん","hypnosis","Guess the reading (4k:眠)",Image
傷跡,"しょうこん,きずあと","scar,scar","Guess the reading (4k:跡)",Image
傾倒,"けいとう","being an ardent admirer of; concentrating on; devoting oneself to; having great esteem for; tipping over and collapsing","Guess the reading (4k:傾,倒)",Image
傾斜,"けいしゃ","bevel; dip; inclination; lean; list; slant; slope; tilt","Guess the reading (4k:傾,斜)",Image
僧侶,"そうりょ","bonze; monk; priest","Guess the reading (4k:僧)",Image
僧堂,"そうどう","temple meditation hall or certain other temple structures","Guess the reading (4k:僧)",Image
