Question,Answer,Comment,Instruction,Render as
丈,"だけ,たけ","only;just;merely;simply;no more than;nothing but;alone;as much as;to the extent of;enough to,height;stature;length (esp. of clothing);all (one has);everything;magnificence (of a waka poem, etc.)",Guess the Kunyomi,Image
丘,"おか","hill;height;knoll;rising ground;bonus points awarded to the winner at the end of a game",Guess the Kunyomi,Image
並,"なみ","average;medium;common;ordinary;regular grade;same level as;mid-grade (item);equal to;equivalent to;on par with;each (e.g. month);every;row of (teeth, houses, etc.);line of",Guess the Kunyomi,Image
串,"くし","spit;skewer;proxy (computer server)",Guess the Kunyomi,Image
丸,"まる","circle;entirety;whole;full;complete;money;dough;moola;enclosure inside a castle's walls;soft-shelled turtle;suffix for ship names;suffix for names of people (esp. infants);suffix for names of swords, armour, musical instruments, etc.;suffix for names of dogs, horses, etc.",Guess the Kunyomi,Image
丼,"どんぶり","porcelain bowl;donburi;bowl of meat, fish, etc. served over rice",Guess the Kunyomi,Image
乳,"ちち","milk;breast;loop;decorative bump (on a hanging bell)",Guess the Kunyomi,Image
井,"い","well",Guess the Kunyomi,Image
仏,"ほとけ","Buddha;Shakyamuni;Buddhist image;figure of Buddha;the dead;dead person;departed soul;merciful person",Guess the Kunyomi,Image
仮,"かり","temporary;provisional;interim;fictitious;assumed (name);alias;hypothetical;theoretical",Guess the Kunyomi,Image
仲,"なか","relation;relationship",Guess the Kunyomi,Image
侍,"さむらい","warrior (esp. of military retainers of daimyos in the Edo period);samurai;man in attendance (on a person of high standing);retainer",Guess the Kunyomi,Image
俵,"たわら","straw bag;sack;bale;counter for sacks (of rice, potatoes, coal, etc.)",Guess the Kunyomi,Image
俺,"おれ","I;me",Guess the Kunyomi,Image
偽,"にせ","imitation;fake;phony;counterfeit;forged;bogus;sham;pseudo-",Guess the Kunyomi,Image
傘,"かさ","umbrella;parasol;something shaped like an umbrella or a conical hat;shade (of a lamp);mushroom cap;pileus",Guess the Kunyomi,Image
傷,"きず","wound;injury;cut;gash;bruise;scratch;scrape;scar;chip;crack;nick;flaw;defect;weakness;weak point;stain (on one's reputation);disgrace;dishonor;dishonour;(emotional) hurt;hurt feelings",Guess the Kunyomi,Image
公,"おおやけ","official;governmental;formal;public (use, matter, forum, etc.);common;being public knowledge;being out in the open;exposure to public view",Guess the Kunyomi,Image
冠,"かんむり","traditional cap worn by Shinto clergy and courtiers;crown;diadem;coronet;top kanji radical;first verse of a haikai, etc.;best;peerless;first;name;title;named sponsorship of a program, event, team, etc.",Guess the Kunyomi,Image
