Question,Answer,Comment,Instruction,Render as
"vanguard","急先鋒,先鋒","急先鋒 vanguard
先鋒 vanguard",Guess Vocab related to Keyword,Text
"few","過少,先年","過少 too few
先年 few years ago",Guess Vocab related to Keyword,Text
"revolt","謀反,蜂起","謀反 revolt
蜂起 revolt",Guess Vocab related to Keyword,Text
"pair","片足,二通り","片足 pair(shoes socks)
二通り pair",Guess Vocab related to Keyword,Text
"seven","七不思議,七福神","七不思議 seven wonders(particular area)
七福神 Seven Deities Good Luck;Seven Lucky Gods;Seven",Guess Vocab related to Keyword,Text
"week","次週,翌週","次週 next week
翌週 following week;next week",Guess Vocab related to Keyword,Text
"puff","吹かす,膨らみ","吹かす puff(smoke);puff
膨らみ puff",Guess Vocab related to Keyword,Text
"dose","用量,致死量","用量 dose
致死量 lethal dose",Guess Vocab related to Keyword,Text
"rebuke","叱咤,小言","叱咤 rebuke
小言 rebuke",Guess Vocab related to Keyword,Text
"daylight","白日,真昼","白日 broad daylight
真昼 broad daylight",Guess Vocab related to Keyword,Text
"gray","黎明,白む","黎明 gray morning(grey)
白む turn grey(gray)",Guess Vocab related to Keyword,Text
"grey","黎明,白む","黎明 gray morning(grey)
白む turn grey(gray)",Guess Vocab related to Keyword,Text
"roe","白子,子持ち","白子 soft roe
子持ち (fish)containing roe(eggs)",Guess Vocab related to Keyword,Text
"scientific","学名,学理","学名 scientific
学理 scientific principle",Guess Vocab related to Keyword,Text
"textbook","教本,読本","教本 textbook
読本 textbook(pre-war elementary language textbook)",Guess Vocab related to Keyword,Text
"turbine","風車,水車","風車 wind turbine
水車 hydraulic turbine;water turbine",Guess Vocab related to Keyword,Text
"woodwork","木地,白木","木地 unlacquered woodwork
白木 unfinished woodwork",Guess Vocab related to Keyword,Text
"afternoon","西日,先勝","西日 afternoon sun
先勝 lucky morning,afternoon(traditional calendar)",Guess Vocab related to Keyword,Text
"assertive","出過ぎる,出すぎる","出過ぎる too assertive
出すぎる too assertive",Guess Vocab related to Keyword,Text
"cannibalism","人食い,共食い","人食い cannibalism
共食い cannibalism(animals)",Guess Vocab related to Keyword,Text
"dire","四苦八苦,火の車","四苦八苦 dire distress
火の車 dire straits",Guess Vocab related to Keyword,Text
"eight","観月,四苦八苦","観月 moon viewing(during eight month lunar calendar)
四苦八苦 four eight kinds suffering(birth,old age,dise",Guess Vocab related to Keyword,Text
"forestall","先んじる,機先","先んじる forestall
機先 forestall",Guess Vocab related to Keyword,Text
"guilty","同罪,後ろめたい","同罪 equally guilty
後ろめたい guilty(feeling,conscience,look,)",Guess Vocab related to Keyword,Text
"houseboy","下働き,書生","下働き houseboy
書生 houseboy(attending university)",Guess Vocab related to Keyword,Text
"inherent","内在,先天","内在 inherent
先天 inherent",Guess Vocab related to Keyword,Text
"jug","水差し,水がめ","水差し water jug
水がめ water jug",Guess Vocab related to Keyword,Text
"modulation","上げ下げ,変調","上げ下げ modulation
変調 modulation",Guess Vocab related to Keyword,Text
"obtrusive","出すぎる,出過ぎる","出すぎる obtrusive
出過ぎる obtrusive",Guess Vocab related to Keyword,Text
"offshoot","分かれ,立正佼成会","分かれ offshoot
立正佼成会 Rissho Kosei-kai(offshoot Nichiren-Buddhism ",Guess Vocab related to Keyword,Text
"precious","箱入り,名木","箱入り precious
名木 precious woods",Guess Vocab related to Keyword,Text
"protein","発現,蛋白","発現 protein expression gene expression)
蛋白 protein",Guess Vocab related to Keyword,Text
"pushy","出過ぎる,出すぎる","出過ぎる pushy
出すぎる pushy",Guess Vocab related to Keyword,Text
"sent","差し入れ,国書","差し入れ thing sent prisoner
国書 diplomatic message sent head state",Guess Vocab related to Keyword,Text
"specific","書き下ろす,御用達","書き下ろす write(original work specific purpose)
御用達 company(restaurant,place,)caters popular speci",Guess Vocab related to Keyword,Text
"timid","気弱,気後れ","気弱 timid
気後れ feeling timid",Guess Vocab related to Keyword,Text
"vitality","馬力,生気","馬力 vitality
生気 vitality",Guess Vocab related to Keyword,Text
"vow","大願,語らい","大願 Buddha's great vow(save)
語らい lovers' vow",Guess Vocab related to Keyword,Text
"albumen","卵白,蛋白","卵白 albumen
蛋白 albumen",Guess Vocab related to Keyword,Text
"ascent","上り下り,上り坂","上り下り ascent descent
上り坂 ascent",Guess Vocab related to Keyword,Text
"athlete","副将,先鋒","副将 fourth athlete compete 5-on-5 team competition(
先鋒 athlete competes first match team competition(k",Guess Vocab related to Keyword,Text
"boyish","童顔,男っぽい","童顔 boyish face
男っぽい boyish",Guess Vocab related to Keyword,Text
"corporal","伍長,上等兵","伍長 corporal
上等兵 lance corporal(US Marines",Guess Vocab related to Keyword,Text
"gluttony","暴食,大食","暴食 gluttony
大食 gluttony",Guess Vocab related to Keyword,Text
"guidebook","案内書,読本","案内書 guidebook
読本 guidebook",Guess Vocab related to Keyword,Text
"hydraulic","水圧,水車","水圧 water(hydraulic)pressure
水車 hydraulic turbine",Guess Vocab related to Keyword,Text
"meridian","子午線,南中","子午線 meridian;meridian line
南中 crossing meridian",Guess Vocab related to Keyword,Text
"mythical","月の兎,河童","月の兎 mythical figure lives moon
河童 mythical water-dwelling creature",Guess Vocab related to Keyword,Text
"plumage","羽衣,白鷺","羽衣 plumage birds
白鷺 heron all-white plumage(incl. egrets)",Guess Vocab related to Keyword,Text
"ryokan","仲居,女中","仲居 waitress(ryokan traditional restaurant)
女中 hostess(ryokan)",Guess Vocab related to Keyword,Text
"self","小生,内省","小生 my humble self
内省 reflection self",Guess Vocab related to Keyword,Text
"semicircle","半円,半周","半円 semicircle
半周 semicircle",Guess Vocab related to Keyword,Text
