question,answer,comment,instruction
"村
sample words:
木村蜘蛛
きゃんぷ村
村絵図",むら,"村:village, hamlet
木村蜘蛛(きむらぐも):Heptathela kimurai (species of burrowing spider)
きゃんぷ村(きゃんぷむら):campsite
村絵図(むらえず):map of villages (Edo period)",Jouyou. JLPT : N3
"林
sample words:
大林道路
杉林
雑木林",はやし,"林:forest
大林道路(おおばやしどうろ):Obayashi Road Corporation
杉林(すぎばやし):cryptomeria forest
雑木林(ぞうきばやし):thicket; copse; coppice; grove of miscellaneous t.",Jouyou. JLPT : N3
"森
sample words:
青森
青森大学
大森",もり,"森:woods, grove
青森(あおもり):Aomori (city, prefecture)
青森大学(あおもりだいがく):Aomori University
大森(おおもり):large forest",Jouyou. JLPT : N3
"石
sample words:
石木
圧し石
矢石",いし,"石:stone, pebble, rock; jewel; the go playing stones
石木(いしき):stone tree
圧し石(おしいし):stone weight
矢石(やいし):belemnite",Jouyou. JLPT : N3
"草
sample words:
いのころ草
埋め草
埋め草文字",くさ,"草:grass; grass hand (writing); weeds; herbs, plants.
いのころ草(いのころぐさ):spike-eared grass
埋め草(うめくさ):(page) filler
埋め草文字(うめくさもじ):padding character",Jouyou. JLPT : N3
"内
sample words:
内気
内着
内ぽけっと",うち,"内:inside, interior; house, home; within; between, a.
内気(うちき):reserved; timid; shy; bashful
内着(うちぎ):everyday clothes; underwear
内ぽけっと(うちぽけっと):inside pocket",Jouyou. JLPT : N3
"光
sample words:
光いおん化
光えこ
光化",ひかり,"光:shine, glitter, sparkle, twinkle, flash. light, b..
光いおん化(ひかりいおんか):photoionization
光えこ(ひかりえこ):light echo
光化(ひかりか):conversion to fiber optics",Jouyou. JLPT : N3
"原
sample words:
葦原
島原の乱
野原",はら,"原:field, plain, prairie, tundra, moor, wilderness
葦原(あしはら):reed bed
島原の乱(しまばらのらん):Shimabara Rebellion (1637-1638)
野原(のはら):plain; moor; prairie; field",Jouyou. JLPT : N3
"園
sample words:
えでんの園
園生
竹の園",その,"園:garden, park
えでんの園(えでんのその):Garden of Eden
園生(そのう):park; garden (esp. with trees)
竹の園(たけのその):bamboo garden; Imperial family",Jouyou. JLPT : N3
"声
sample words:
小声
こもった声
地声",こえ,"声:voice; tone; alarm, cry; (bird) song, chirp
小声(こごえ):whisper; low voice
こもった声(こもったこえ):thick voice
地声(じごえ):one's natural voice",Jouyou. JLPT : N3
"市
sample words:
市が立つ日
市日
夜市",いち,"市:market; fair
市が立つ日(いちがたつひ):market day
市日(いちび):market day
夜市(よいち):night market",Jouyou. JLPT : N3
"形
sample words:
顔形
形から入る
形だけ",かたち,"形:shape, form, make, size, format, mark; pattern, d.
顔形(かおかたち):looks; features
形から入る(かたちからはいる):to get the trappings right as the first step; to ..
形だけ(かたちだけ):merely for form's sake",Jouyou. JLPT : N3
