Question,Answer,Comment,Instruction,Render as
"close","仕舞う,事,乱立,すぐ側,くっ付く,側近,低い,丁寧,密集,危ない,密林,仲良し,丸刈り,収める,差す,側,手元,塞ぐ,幕,厳密,打ち切る,密着,微妙,吟味,終了,差し控える,打ち上げる,密接,末,接戦,深い,寄る,終結,打ち切り,控える,引っ付く,耳元,擦れ擦れ,眠る,幕切れ,結ぶ,接近,暮れ,惜しい,被る,畳む,脇,接する,締まる,精密,目前,打ち上げ,見送る,終局,親友,潰す,閉まる,系","仕舞う close(business,);bring close;close
事 inflectable word,creates noun phrase indicating 
乱立 standing close together disorderly way(building
すぐ側 close
くっ付く keep close
側近 close aide;close associate
低い close ground
丁寧 close
密集 close formation
危ない close(call)
密林 close thicket
仲良し close friendship;close friend
丸刈り close crop
収める bring close
差す close
側 close
手元 close hand
塞ぐ close;close(eyes,mouth)
幕 close
厳密 close
打ち切る close
密着 close adhesion
微妙 close(decision)
吟味 close examination;close inspection
終了 close
差し控える close
打ち上げる close
密接 close proximit",Guess Vocab related to Keyword,Text
"change","変更,交代,お釣り,乗り換える,動かす,１８０度,お返し,両替,思いとどまる,変わる,人事異動,乗換え,化ける,崩す,乗り換え,乗換,改定,変換,化成,入れ替え,塗り替える,持ち合い,動き,交替,異状,変移,崩れる,変,変革,振替,動く,代わる,眼,変質,急変,改訂,換算,改まる,変わり,変化,釣り,変遷,移り変わり,更迭,政変,改める,変動,変更届,着替える,寝返る,翻す,替わる,移す,激変","変更 change
交代 change
お釣り change(purchase)
乗り換える change(another ideology,party,company,);chan
動かす change;change position
１８０度 radical(change)
お返し change(cash transaction)
両替 change
思いとどまる change mind
変わる change
人事異動 personnel change
乗換え change
化ける change radically
崩す change
乗り換え change
乗換 change
改定 change
変換 change
化成 change
入れ替え change
塗り替える change completely
持ち合い change
動き change
交替 change
異状 change
変移 change
崩れる change worse;break money small change
変 change
変革 change
振替 change
動く change
代わる change(places)
眼 point(change)
変質 change quality
急変 ",Guess Vocab related to Keyword,Text
"service","取り扱い,儀式,勤務,取扱,公共,仕出し,サービス業,件,古参,労務,慰霊祭,口コミ,勤める,便,事業,供養,品質,務め,用途,召集,奉公,奉仕,休憩所,功績,執行,務める,兵役,宅配便,定期便,専任,勤め,勤労,寄与,勤続,取り扱,寿命,役,流し,就航,口先,折り返し,取扱い,年功序列,服役,従軍,礼拝,福祉,基本料金,直通,法要,運航,退役,手柄,社会事業,風俗,定年,葬儀,請求,水道,運","取り扱い service
儀式 service
勤務 service
取扱 service
公共 public(facilities,service,)
仕出し food delivery service
サービス業 service industry;service sector
件 counter accounts(website,email service,)
古参 long service
労務 service
慰霊祭 memorial service
口コミ comments written online(product,service,)
勤める conduct religious service
便 service
事業 service
供養 memorial service dead;holding service
品質 quality(product service)
務め service
用途 service
召集 call-up(military service)
奉公 live-in domestic service;public service
奉仕 service;providing service free
休憩所 service area(next hi",Guess Vocab related to Keyword,Text
"plan","押す,企画,原案,図る,企てる,仕組み,実行,地図,狙う,工夫,壊れる,引く,企む,寸法,掲げる,思い付き,穴,志す,提示,得策,作成,思いつき,方針,成案,素案,温める,方策,思いとどまる,暖める,抱負,流す,机上,試案,立つ,潰れる,思う,立案,施行,略,案,趣向,立て直す,狂う,青写真,策定,構える,画する,棚上げ,設計,策,移す,骨抜き,講ずる,構想,立ち消え,沿う,練る,要綱,考え,","押す advance(plan)
企画 plan
原案 original plan
図る plan
企てる plan
仕組み plan
実行 execution(plan)
地図 plan
狙う plan own
工夫 plan
壊れる fall through(plan,deal,)
引く draw(line,plan,)
企む plan
寸法 plan
掲げる tout(principle,plan,)
思い付き plan
穴 hole(theory,plan,)
志す plan
提示 presentation(plan,response,)
得策 best plan
作成 making(report,plan,contract,)
思いつき plan
方針 plan(action)
成案 definite plan
素案 rough plan
温める sit(idea,plan,)
方策 plan
思いとどまる give(idea plan)
暖める sit(idea,plan,)
抱負 plan
流す cancel(plan,meeting,)
机上 armchair(plan)
試案 draft plan;tentative plan
立つ established(poli",Guess Vocab related to Keyword,Text
"city","大都市,同市,丁目,埼玉,市中,中心部,下町,出身,市内,貫く,京都,市民,市外,区,倉敷,北九州,市役所,都市計画,仙台,町外れ,市立,山手,市,大阪,沖縄,静岡,古都,都会,市議会,市街,日光,山形,都,鳴門,名古屋,都市ガス,浜松,広島,札幌,川崎,神戸,市営,奈良,市議,鎌倉,敷く,福岡,新潟,岐阜,渋谷,都市,用水,市道,目黒,横浜,落ちる,郊外,近郊,都心,陥落,長崎,首都","大都市 large city
同市 same city
丁目 city block(irregular size)
埼玉 Saitama(city,prefecture)
市中 city
中心部 heart(city,)
下町 low-lying part city(usu. containing shops,facto
出身 origin(city,country,parentage,)
市内 city;within city
貫く run through(river through city)
京都 Kyoto(city,prefecture)
市民 city inhabitant
市外 outside city
区 city(Tokyo)
倉敷 Kurashiki(city)
北九州 Kitakyushu(city)
市役所 city hall
都市計画 city planning
仙台 Sendai(city Miyagi)
町外れ just outside city limits
市立 city
山手 hilly section city(Yamate area Kōbe)
市 city
大阪 Osaka(city,prefecture)
沖縄 Okinawa(city,p",Guess Vocab related to Keyword,Text
"post","事後,便,兼任,書留,公募,兼務,几帳面,私書箱,収まる,張り出す,勇退,立札,役職,就任,宿駅,立つ,局,書き込む,固定,貼り付ける,持ち回り,投稿,席,現職,張る,柱,地位,進退,突っ張る,掲示,役,行き違い,空席,立て札,留任,追伸,郵便,野,椅子,逓信,要職,長者,管理職,開局,駅伝,駅,納まる,速達便,襲う,職場,貼る,解任,転出,部署,郵便局,重役,飛ばす","事後 post;ex post
便 post
兼任 holding additional post
書留 registered post
公募 public advertisement(post)
兼務 additional post;holding additional post
几帳面 wooden post has been carved rounded corner gro
私書箱 post office box
収まる take(post)
張り出す post
勇退 resigning post(way others)
立札 sign post(usu. wooden small roof,containing inf
役職 post
就任 taking(post)
宿駅 post station
立つ take(position,post,)
局 office(post,telephone)
書き込む post message(bulletin-board)
固定 user(online forum like 2ch where majority users
貼り付ける post
持ち回り rotation(post,role,)
投稿 post(blog,social ",Guess Vocab related to Keyword,Text
"force","勢力,兵力,勢揃い,押す,勢ぞろい,主力,割り込む,力点,合力,押し付ける,売る,本隊,大手,勢い,力,原動力,引きずる,機動,強要,突き上げる,奪う,実力,力作,命,武力,求心力,生命,部隊,強いて,引き裂く,労働力,実力行使,自衛隊,無理やり,空軍,寄せる,航空自衛隊,押し入る,徹す,強いる,通す,落とす,施行,総当たり,陸上自衛隊,押し切る,暴行,迫力,風力,詰める,潰す,追い込む,駆動","勢力 force
兵力 force arms;military force
勢揃い assembling(full force)
押す force
勢ぞろい assembling(full force)
主力 main force
割り込む force(crowd)
力点 point lever where force applied
合力 resultant force
押し付ける force against
売る force
本隊 main force
大手 force attacking front castle
勢い force
力 force
原動力 driving force
引きずる forcealong
機動 maneuver(usu. military force)
強要 force
突き上げる force
奪う take(force)
実力 force
力作 tour de force
命 life force
武力 force
求心力 unifying force;centripetal force
生命 life force
部隊 force
強いて force
引き裂く force apart
労働力 working force
実力行使 use force",Guess Vocab related to Keyword,Text
"rice","刺し,ご飯,具,お握り,丼,俵,御飯,日本酒,新田,上田,散らし,炊出し,早乙女,握り,握る,水稲,玄米,新米,炊く,稲作,焼酎,枚,焼きもち,煎餅,赤飯,炊飯器,牛丼,米価,焼もち,研ぐ,田畑,稲田,稲,田,米倉,精米,米飯,米穀,結び,食糧,膳,田植え,配給,締め,苗,茶碗,餅,茶わん,飯,米,雑煮,青田買い","刺し sharpened tube testing rice bags
ご飯 cooked rice
具 ingredients(added soup,rice,)
お握り rice ball(often triangular,sometimes filling w
丼 bowl meat,fish,served rice
俵 counter sacks(rice,potatoes,coal,)
御飯 cooked rice
日本酒 sake(rice wine)
新田 newly developed rice field;new rice field;waste
上田 rice field;very fertile rice field
散らし sushi rice box bowl variety ingredients sprink
炊出し food distribution(cooked rice)
早乙女 young female rice planter
握り rice ball
握る (nigirizushi,rice ball,)
水稲 wet-land rice
玄米 unmilled rice;unpolished rice;brown rice
新米 new r",Guess Vocab related to Keyword,Text
"spread","伸び,伸ばす,回る,広まり,広がる,広げる,乗り,伝わる,張る,拡大,掛ける,散らす,広める,広まる,乗る,伸びる,蔓延る,点差,散る,移る,波及,延ばす,広がり,塗る,行渡る,転移,敷く,立つ,飛び火,延びる,流す,徹す,通じる,飛ばす,普及,触れる,行き渡る,流れる,浸透,施す,通る,流行る,貼る,通す,開ける,走る,開く","伸び (ability)spread(paint,cream,)
伸ばす spread evenly(dough,cream,)
回る spread
広まり spread
広がる spread
広げる spread;spread around
乗り spread(paints)
伝わる spread(rumour,news,)
張る spread
拡大 spread
掛ける spread
散らす spread
広める spread
広まる spread
乗る spread
伸びる spread(paint,cream,)
蔓延る spread
点差 point spread
散る spread
移る spread(fire)
波及 spread
延ばす spread evenly(dough,cream,)
広がり spread
塗る spread
行渡る spread throughout
転移 spread
敷く spread
立つ spread(rumour,reputation,)
飛び火 spread fire(due leaping flames)
延びる spread(paint,cream,)
流す spread
徹す spread throughout
通じる sp",Guess Vocab related to Keyword,Text
"figure","位,中堅,図版,中枢,中軸,図,仏,人物,大物,体つき,形態,人影,体型,柄,体,体形,大家,兄さん,数字,偉人,容姿,概算,体付き,大丈夫,第一人者,形,新人,像,長身,模様,切れる,影,痩身,紋,図形,数,美容,有名人,図表,規定,姿,格好,後ろ姿,象,思い描く,格","位 position figure(tens,thousands)
中堅 key figure
図版 figure
中枢 central figure
中軸 central figure
図 figure
仏 figure Buddha
人物 figure
大物 influential figure
体つき figure
形態 figure
人影 figure
体型 figure
柄 figure
体 figure
体形 figure
大家 leading figure
兄さん brother(older-brother figure friendly work rel
数字 figure
偉人 eminent figure
容姿 face figure
概算 ballpark figure
体付き figure
大丈夫 fine figure man
第一人者 foremost figure
形 figure
新人 new figure
像 figure
長身 tall figure
模様 figure
切れる drop under(certain figure)
影 figure
痩身 slim figure
紋 figure
図形 figure
数 figure
美容 good",Guess Vocab related to Keyword,Text
