Question,Answer,Comment,Instruction,Render as
丑,"うし","the Ox (second sign of the Chinese zodiac);hour of the Ox (around 2am, 1-3am, or 2-4am);north-northeast;twelfth month of the lunar calendar",Guess the Kunyomi,Image
亥,"い","the Boar (twelfth sign of the Chinese zodiac);the Pig;hour of the Boar (around 10pm, 9-11pm, or 10pm to 12 midnight);north-northwest;tenth month of the lunar calendar",Guess the Kunyomi,Image
仇,"あだ","foe;enemy;rival;resentment;enmity;grudge;harm;injury",Guess the Kunyomi,Image
佃,"つくだ","cultivated rice field",Guess the Kunyomi,Image
俄,"にわか","sudden;abrupt;unexpected;improvised;hasty;offhand;impromptu skit;bandwagon fan;fair-weather fan",Guess the Kunyomi,Image
儲,"もうけ","profit;earnings",Guess the Kunyomi,Image
兎,"うさぎ","rabbit;hare;coney;cony;lagomorph (esp. leporids)",Guess the Kunyomi,Image
兜,"かぶと","helmet (of a warrior);headpiece",Guess the Kunyomi,Image
凧,"たこ","kite",Guess the Kunyomi,Image
匙,"さじ","spoon",Guess the Kunyomi,Image
卯,"う","the Rabbit (fourth sign of the Chinese zodiac);the Hare;hour of the Rabbit (around 6am, 5-7am, or 6-8am);east;second month in the lunar calendar",Guess the Kunyomi,Image
只,"ただ","ordinary;common;usual;free of charge;unaffected;as is;safe;only;merely;just;simply;but;however;nevertheless",Guess the Kunyomi,Image
咳,"せき","cough;coughing;tussis",Guess the Kunyomi,Image
嘘,"うそ","lie;fib;falsehood;untruth;mistake;error;unwise move;bad decision;no way!;unbelievable!;really?!",Guess the Kunyomi,Image
嘴,"くちばし","beak;bill",Guess the Kunyomi,Image
噂,"うわさ","rumour;rumor;report;hearsay;gossip;common talk",Guess the Kunyomi,Image
垢,"あか","dirt;filth;grime",Guess the Kunyomi,Image
埃,"ほこり","dust",Guess the Kunyomi,Image
堰,"せき","dam;weir;barrier;sluice",Guess the Kunyomi,Image
塵,"ちり","dust;trash;garbage;rubbish;dirt;negligible amount;tiny bit;hustle and bustle (of life);worldly cares;impurities of the world;ritual gestures indicating that a fight will be clean",Guess the Kunyomi,Image
壷,"つぼ","pot;jar;vase;dice cup;depression;basin (e.g. of a waterfall);aim;what one wants;the mark;key point (of a conversation, etc.);essence;acupuncture point;moxibustion point;pressure point;position on the fingerboard (of a shamisen, koto, etc.);target (when aiming an arrow)",Guess the Kunyomi,Image
壺,"つぼ","pot;jar;vase;dice cup;depression;basin (e.g. of a waterfall);aim;what one wants;the mark;key point (of a conversation, etc.);essence;acupuncture point;moxibustion point;pressure point;position on the fingerboard (of a shamisen, koto, etc.);target (when aiming an arrow)",Guess the Kunyomi,Image
夷,"えびす","peoples formerly of northern Japan with distinct language and culture (i.e. the Ainu);provincial (i.e. a person who lives far from the city);brutish, unsophisticated warrior (esp. used by Kyoto samurai to refer to samurai from eastern Japan);foreigner;barbarian",Guess the Kunyomi,Image
妾,"めかけ","mistress;kept woman;concubine",Guess the Kunyomi,Image
姑,"しゅうとめ","mother-in-law",Guess the Kunyomi,Image
姪,"めい","niece",Guess the Kunyomi,Image
寅,"とら","the Tiger (third sign of the Chinese zodiac);hour of the Tiger (around 4am, 3-5am, or 4-6am);east-northeast;first month of the lunar calendar",Guess the Kunyomi,Image
屍,"しかばね","corpse;kanji 'corpse' radical",Guess the Kunyomi,Image
屑,"くず","waste;scrap;garbage;dregs;scum;piece of trash;loser",Guess the Kunyomi,Image
嵩,"かさ","bulk;volume;quantity",Guess the Kunyomi,Image
巳,"み","the Snake (sixth sign of the Chinese zodiac);the Serpent;hour of the Snake (around 10am, 9-11am, or 10am-12 noon);south-southeast;fourth month of the lunar calendar",Guess the Kunyomi,Image
巴,"ともえ","tomoe;heraldic design composed of two or more interlocked comma-shaped figures",Guess the Kunyomi,Image
巷,"ちまた","the public;the street (e.g. 'word on the street');street;district;quarters;location (e.g. of a battle);scene (e.g. of carnage);divide (e.g. between life and death);fork (in a road);crossroads",Guess the Kunyomi,Image
幟,"のぼり","nobori;long, narrow banner attached to a pole on one side and a horizontal rod along the top;Boys' Day nobori;carp streamer",Guess the Kunyomi,Image
庚,"かのえ","7th in rank;seventh sign of the Chinese calendar",Guess the Kunyomi,Image
庵,"いおり","hermitage;retreat",Guess the Kunyomi,Image
戌,"いぬ","the Dog (eleventh sign of the Chinese zodiac);hour of the Dog (around 8pm, 7-9pm, or 8-10pm);west-northwest;ninth month of the lunar calendar",Guess the Kunyomi,Image
或,"ある","a certain ...;some ...",Guess the Kunyomi,Image
掟,"おきて","law;regulation;rule;code;agreement;arrangement;compact",Guess the Kunyomi,Image
斧,"おの","axe;ax;hatchet",Guess the Kunyomi,Image
旁,"つくり","right-hand radical of a character",Guess the Kunyomi,Image
昴,"すばる","Chinese 'Hairy Head' constellation (one of the 28 mansions);Pleiades;Seven Sisters",Guess the Kunyomi,Image
曙,"あけぼの","dawn;daybreak;beginning",Guess the Kunyomi,Image
杏,"あんず","apricot (Prunus armeniaca)",Guess the Kunyomi,Image
杖,"つえ","cane;walking stick;staff;wand",Guess the Kunyomi,Image
杭,"くい","stake;post;pile;picket;stump",Guess the Kunyomi,Image
杵,"きね","mallet;pestle;pounder",Guess the Kunyomi,Image
柊,"ひいらぎ","holly olive (Osmanthus heterophyllus);false holly;holly;spotnape ponyfish (Leiognathus nuchalis)",Guess the Kunyomi,Image
柏,"かしわ","daimyo oak (Quercus dentata);Japanese emperor oak",Guess the Kunyomi,Image
柚,"ゆず","yuzu (Citrus ichangensis x C. reticulata)",Guess the Kunyomi,Image
