Question,Answer,Comment,Instruction,Render As
"規律に厳格に従って裁定することを意味する語。主に「||厳||＊に対処する」などのような表現で用いられる。","厳正,げんせい","規律に厳格に従って裁定することを意味する語。主に「厳正に対処する」などのような表現で用いられる。",Guess the Word or Reading,Text
"中国を訪れること、特に外交の一環として政治家が中国に赴くこと、などを意味する表現。","訪中,ほうちゅう","中国を訪れること、特に外交の一環として政治家が中国に赴くこと、などを意味する表現。",Guess the Word or Reading,Text
"（1）建物などの裏手に位置する山、という意味で用いられる語。（2）「||う||＊＊＊しい」（羨ましい）という意味でスラング的に用いられる表記。「しい」部分の表記を変えて「||う||＊＊＊C」のように表記される場合もままある。","裏山,うらやま","（1）建物などの裏手に位置する山、という意味で用いられる語。（2）「うらやましい」（羨ましい）という意味でスラング的に用いられる表記。「しい」部分の表記を変えて「うらやまC」のように表記される場合もままある。",Guess the Word or Reading,Text
"||年||＊とは、所得税や住民税などの税金、社会保険料や雇用保険料などの保険料を差し引く前の1年間の総支給額のことである。額面||年||＊、税込||年||＊と表現することもある。||年||＊は、給与所得の源泉徴収票の支払金額の欄に記載される。なお、ボーナスは||年||＊に含まれる。||年||＊を12で割ったものが月収である。例えば、||年||＊が600万円の場合、月収は50万円となる。国税庁によると、2018年の給与所得者の平均給与（||年||＊）は441万円だった。男女別で見ると、男性は545万円、女性は293万円という結果だった。関連サイト：平成30年分 民間給与実態統計調査（国税庁）","年収,ねんしゅう","年収とは、所得税や住民税などの税金、社会保険料や雇用保険料などの保険料を差し引く前の1年間の総支給額のことである。額面年収、税込年収と表現することもある。年収は、給与所得の源泉徴収票の支払金額の欄に記載される。なお、ボーナスは年収に含まれる。年収を12で割ったものが月収である。例えば、年収が600万円の場合、月収は50万円となる。国税庁によると、2018年の給与所得者の平均給与（年収）は441万円だった。男女別で見ると、男性は545万円、女性は293万円という結果だった。関連サイト：平成30年分 民間給与実態統計調査（国税庁）",Guess the Word or Reading,Text
"物事の程度が他と比較して大きくも小さくもないさま、中ほどの規模である様子を意味する表現。「大規模」と「小規模」の中間程度の規模。","中規模,ちゅうきぼ","物事の程度が他と比較して大きくも小さくもないさま、中ほどの規模である様子を意味する表現。「大規模」と「小規模」の中間程度の規模。",Guess the Word or Reading,Text
"飯などが山のように盛られているさまを意味する表現。てんこ盛り、メガ盛りなどと言う場合もある。","山盛り,やまもり","飯などが山のように盛られているさまを意味する表現。てんこ盛り、メガ盛りなどと言う場合もある。",Guess the Word or Reading,Text
"辺鄙なところに位置する田舎。都会からは遠く隔たったところにあり、田舎のうちでも特に田舎の地域。","片田舎,かたいなか","辺鄙なところに位置する田舎。都会からは遠く隔たったところにあり、田舎のうちでも特に田舎の地域。",Guess the Word or Reading,Text
"本職や主たる業務の合間を意味する語。本業の合間にする仕事という意味から、簡単な仕事という意味でも用いられることがある。","片手間,かたてま","本職や主たる業務の合間を意味する語。本業の合間にする仕事という意味から、簡単な仕事という意味でも用いられることがある。",Guess the Word or Reading,Text
"日光に当てて乾かす（干す）ことを意味する表現。","日干し,ひぼし","日光に当てて乾かす（干す）ことを意味する表現。",Guess the Word or Reading,Text
"主に官職などにおいて、現在の役職を退くか、または現在の地位にとどまるか、ということ。あるいは、政治家がその地位を退くこと。","出処進退,しゅっしょしんたい","主に官職などにおいて、現在の役職を退くか、または現在の地位にとどまるか、ということ。あるいは、政治家がその地位を退くこと。",Guess the Word or Reading,Text
"何かを成そうという気持ちで活気づいているさま。積極的な心持ちになっているさま。血気盛ん。","意気盛ん,いきさかん","何かを成そうという気持ちで活気づいているさま。積極的な心持ちになっているさま。血気盛ん。",Guess the Word or Reading,Text
"気候や作物などが、突出して高くも低くもない普通の年と同程度であること。毎年の平均的な値であること。例年並み。","平年並み,へいねんなみ","気候や作物などが、突出して高くも低くもない普通の年と同程度であること。毎年の平均的な値であること。例年並み。",Guess the Word or Reading,Text
"必ず従わなければならない指示や言い渡し、あるいは最優先で進めるべき課題などを意味する表現。","至上命令,しじょうめいれい","必ず従わなければならない指示や言い渡し、あるいは最優先で進めるべき課題などを意味する表現。",Guess the Word or Reading,Text
"||二||＊＊＊は、哲学の用語で、ふたつの矛盾する（併存し得ない）命題がどちらも成立し得る状況のことである。論理的根拠に基づき、ある命題と、その否定命題が、同等の妥当性を持って証明できる状況。現代の一般的な文脈では、「どちらも正当であり、かつ、互いに対立する主張」を指すような意味で用いられることが多い。どちらも捨てがたいが両取りはできない選択肢、たとえば「商品の品質向上」と「商品の低価格化」、あるいは「環境の保護」と「産業の発展」のような対立。単に「矛盾」や「逆説（パラドックス）」と言い換えても差し支えない意味合いで用いられることも多い。","二律背反,にりつはいはん","二律背反は、哲学の用語で、ふたつの矛盾する（併存し得ない）命題がどちらも成立し得る状況のことである。論理的根拠に基づき、ある命題と、その否定命題が、同等の妥当性を持って証明できる状況。現代の一般的な文脈では、「どちらも正当であり、かつ、互いに対立する主張」を指すような意味で用いられることが多い。どちらも捨てがたいが両取りはできない選択肢、たとえば「商品の品質向上」と「商品の低価格化」、あるいは「環境の保護」と「産業の発展」のような対立。単に「矛盾」や「逆説（パラドックス）」と言い換えても差し支えない意味合いで用いられることも多い。",Guess the Word or Reading,Text
"何事かを行うために心を奮うこと。発奮すること。「||奮||＊＊＊」「奮い立たせる」などとも言う。","奮い立つ,ふるいたつ","何事かを行うために心を奮うこと。発奮すること。「奮い立つ」「奮い立たせる」などとも言う。",Guess the Word or Reading,Text
"米国に赴くこと。外交などに関して言うことが多い。","訪米,ほうべい","米国に赴くこと。外交などに関して言うことが多い。",Guess the Word or Reading,Text
"親が未成年の子に対して有する権利および義務の総称。","親権,しんけん","親が未成年の子に対して有する権利および義務の総称。",Guess the Word or Reading,Text
"||貴||＊（||き||＊＊）とは、相手が会社である場合に使われる尊敬表現です。基本的には文章表現において用いられます。会議や電話などにおける会話表現では、「||貴||＊」を避けて「御社」が代わりに用いられます。「||貴||＊」の「貴」の字は、相手の位の高さを表現し（相対的に自分を貶めて）尊敬表現の意味を持たせた表現といえます。会社の一人称は「弊社」といいますが、これは自分を貶める意味合いのある「弊」を使っているというわけです。「||貴||＊」の「社」の字は相手を指し示す語です。いわゆる「会社」に対しては「||貴||＊」が適切ですが、「会社」とは区別される組織等に対しては適切な呼称・略称を用いる配慮が求められます。たとえば学校に対しては「貴校」、銀行に対しては「貴行」、病院に対しては「貴院」、新聞は「貴紙」で雑誌は「貴誌」、図書館・博物館・美術館などは「貴館」。神社は「||貴||＊」..","貴社,きしゃ","貴社（きしゃ）とは、相手が会社である場合に使われる尊敬表現です。基本的には文章表現において用いられます。会議や電話などにおける会話表現では、「貴社」を避けて「御社」が代わりに用いられます。「貴社」の「貴」の字は、相手の位の高さを表現し（相対的に自分を貶めて）尊敬表現の意味を持たせた表現といえます。会社の一人称は「弊社」といいますが、これは自分を貶める意味合いのある「弊」を使っているというわけです。「貴社」の「社」の字は相手を指し示す語です。いわゆる「会社」に対しては「貴社」が適切ですが、「会社」とは区別される組織等に対しては適切な呼称・略称を用いる配慮が求められます。たとえば学校に対しては「貴校」、銀行に対しては「貴行」、病院に対しては「貴院」、新聞は「貴紙」で雑誌は「貴誌」、図書館・博物館・美術館などは「貴館」。神社は「貴社」。寺院は「貴院」。他国に対しては「貴国」（ただし相手国の言語に訳されると your country のように敬語ニュアンスが消える場合も多々あり）。",Guess the Word or Reading,Text
