Question,Answer,Comment,Instruction,Render As
"お洒落","おしゃれ","to be fashionable; to dress up; fashion-conscious; smartly dressed; stylish; someone smartly dressed","Guess the Missing Word (1k:洒)",Text
"一揆","いっき","insurrection; putsch; revolt; riot; uprising (esp. in Japan since middle ages, e.g. peasant uprising)","Guess the Missing Word (1k:揆)",Text
"一攫千金","いっかくせんきん","getting rich quick; making a fortune at a single stroke; making a killing","Guess the Missing Word (1k:攫)",Text
"乖離","かいり","alienation; detachment; deviation; divergence; estrangement; separation","Guess the Missing Word (1k:乖)",Text
"亢進","こうしん","accelerated; aggravated; exacerbated; exasperated; rising","Guess the Missing Word (1k:亢)",Text
"其の儘","そのまんま,そのまま","as is; without change; immediately; just after; without a pause; extremely similar; just like,as is; without change; immediately; just after; without a pause; extremely similar; just like","Guess the Missing Word (1k:儘)",Text
"冤罪","えんざい","false accusation; false charge; misrepresentation","Guess the Missing Word (1k:冤)",Text
"几帳面","きちょうめん","methodical; meticulous; precise; punctual; regular; scrupulous; wooden post that has been carved to have a rounded corner with grooves running along either side of it","Guess the Missing Word (1k:几)",Text
"切磋琢磨","せっさたくま","cultivating one's character by studying hard; diligent application (to work or study); friendly rivalry; mutual encouragement (to improve); working hard together","Guess the Missing Word (1k:磋)",Text
"収斂","しゅうれん","astringency; collecting (e.g. opinions); constriction; contraction; convergence; convergence; convergence (of light); extraction (of taxes); putting together; summarizing","Guess the Missing Word (1k:斂)",Text
"叱咤","しった","exhorting; fierce encouragement; rebuke; reprimand; scolding","Guess the Missing Word (1k:咤)",Text
"合祀","ごうし","enshrining together","Guess the Missing Word (1k:祀)",Text
"咀嚼","そしゃく","appreciation; assimilation; chewing; comprehension; digestion (e.g. of words); mastication","Guess the Missing Word (1k:咀,嚼)",Text
"咄嗟に","とっさに","at once; immediately; in an instant; instantly; on the spur of the moment; quickly; suddenly","Guess the Missing Word (1k:咄,嗟)",Text
"啓蟄","けいちつ","'awakening of insects' solar term (approx. March 6, the day on which hibernating insects are said to come out of the ground)","Guess the Missing Word (1k:蟄)",Text
"喘息","ぜんそく","asthma","Guess the Missing Word (1k:喘)",Text
"嗚呼嗚呼","あーあー,あーーー,ああああ","aaah!; oh boy!; oh no!; oooh!,aaah!; oh boy!; oh no!; oooh!,aaah!; oh boy!; oh no!; oooh!","Guess the Missing Word (1k:嗚)",Text
"嗜好","しこう","liking; preference; taste","Guess the Missing Word (1k:嗜)",Text
"嘔吐","へど,おうと,おうと","vomit; vomiting,Nausea (novel by Sartre),emesis; vomiting","Guess the Missing Word (1k:嘔)",Text
"囃子","はやし","accompaniment for traditional performances (noh, kabuki, etc.); band; orchestra","Guess the Missing Word (1k:囃)",Text
"執拗","しつおう,しつよう","importunate; insistent; obstinate; persevering; persistent; relentless; stubborn; tenacious,importunate; insistent; obstinate; persevering; persistent; relentless; stubborn; tenacious","Guess the Missing Word (1k:拗)",Text
"夭折","ようせつ","premature death","Guess the Missing Word (1k:夭)",Text
"婉曲","えんきょく","circumlocutory; euphemistic; indirect; roundabout","Guess the Missing Word (1k:婉)",Text
"対峙","たいじ","confrontation; holding one's own with; squaring off against (adversaries, armies, forces); standing facing each other (e.g. mountains, buildings); standing off against; standing opposite each other","Guess the Missing Word (1k:峙)",Text
"屏風","びょうぶ","folding screen","Guess the Missing Word (1k:屏)",Text
"巫女","のろ,ふじょ,みこ","member of a hereditary caste of female mediums in Okinawa; noro,medium; miko; shamaness; shrine maiden; sorceress; young girl or woman (trad. an unmarried virgin) who assists priests at shrines,medium; miko; shamaness; shrine maiden; sorceress; young girl or woman (trad. an unmarried virgin) who assists priests at shrines","Guess the Missing Word (1k:巫)",Text
"帯状疱疹","おびじょうほうしん,たいじょうほうしん","herpes zoster; shingles,herpes zoster; shingles","Guess the Missing Word (1k:疱)",Text
