Question,Answer,Comment,Instruction,Render as
丁,"ちょう","counter for long and narrow things such as guns, scissors, spades, hoes, inksticks, palanquins, candles, jinrikishas, shamisen, oars",Guess the Onyomi,Image
丙,"へい","third rank;third class;third person (in a contract, etc.);third sign of the Chinese calendar",Guess the Onyomi,Image
乙,"おつ","good job;see you;goodbye;goodnight;(the) second (party, rank, etc.);B (grade);the latter;stylish;chic;smart;witty;tasty;strange;quaint;queer;thank you",Guess the Onyomi,Image
了,"りょう","finish;completion;the end",Guess the Onyomi,Image
仁,"じん","benevolence (esp. as a virtue of Confucianism);consideration;compassion;humanity;charity;human;kernel;nucleolus",Guess the Onyomi,Image
令,"れい","command;order;dictation;nth year in the Reiwa era (May 1, 2019-)",Guess the Onyomi,Image
伯,"はく","count;earl;chief official of the Department of Worship (under the ritsuryō system);Brazil",Guess the Onyomi,Image
侯,"こう","marquis;second highest rank of the five ranks of nobility;daimyo",Guess the Onyomi,Image
俗,"ぞく","layman (esp. as opposed to a Buddhist monk);laity;man of the world;the world;local manners;modern customs;common;popular;vulgar;low",Guess the Onyomi,Image
個,"こ","counter for articles;counter for military units;individual",Guess the Onyomi,Image
倍,"ばい","double;twice (as much);times (as much);-fold;1-nth;1 to n;1 in n",Guess the Onyomi,Image
債,"さい","debt;loan",Guess the Onyomi,Image
僧,"そう","monk;priest;sangha (the Buddhist community)",Guess the Onyomi,Image
像,"ぞう","image;statue;picture;portrait;figure;form;shape;appearance",Guess the Onyomi,Image
僕,"ぼく","I;me;you;manservant",Guess the Onyomi,Image
儀,"ぎ","ceremony;matter;affair;case;with regard to;as for;as concerns",Guess the Onyomi,Image
億,"おく","hundred million;100,000,000;10^8",Guess the Onyomi,Image
兆,"ちょう","10^12;1,000,000,000,000;trillion;sign;omen;indication;portent",Guess the Onyomi,Image
免,"めん","dismissal;discharge",Guess the Onyomi,Image
党,"とう","party (political);person who is fond of;fan of",Guess the Onyomi,Image
兵,"へい","(common) soldier;rank and file;army;troops;warfare;strategy",Guess the Onyomi,Image
兼,"けん","cum (e.g. bedroom-cum-study);and (concurrently;e.g. chauffeur and secretary);in addition to;at the same time",Guess the Onyomi,Image
冊,"さつ","counter for books;volume",Guess the Onyomi,Image
再,"さい","re-;again;repeated;deutero-;deuto-;deuter-",Guess the Onyomi,Image
准,"じゅん","semi-;quasi-;associate",Guess the Onyomi,Image
凡,"ぼん","ordinary;common;mediocre",Guess the Onyomi,Image
凶,"きょう","bad luck;bad fortune;evil;wickedness",Guess the Onyomi,Image
刑,"けい","penalty;sentence;punishment",Guess the Onyomi,Image
券,"けん","ticket;coupon;bond;certificate",Guess the Onyomi,Image
剣,"けん","sword (esp. a large, double-edged one);blade;bayonet;swordsmanship;stinger;ovipositor;dart",Guess the Onyomi,Image
副,"ふく","assistant;associate;vice-;sub-;deputy;substitute;auxiliary;supplementary;additional;collateral;duplicate;copy;adverb",Guess the Onyomi,Image
劇,"げき","drama;play;powerful drug",Guess the Onyomi,Image
効,"こう","efficacy;benefit;efficiency;effect;result;success",Guess the Onyomi,Image
勅,"ちょく","imperial decree;imperial edict",Guess the Onyomi,Image
勇,"ゆう","bravery;courage;heroism",Guess the Onyomi,Image
勘,"かん","perception;intuition;the sixth sense",Guess the Onyomi,Image
卓,"たく","table;desk;counter for tables, desks, etc.;offering table before an altar (sometimes used in tea ceremony);tabletop incense burner",Guess the Onyomi,Image
博,"はく","doctor;PhD;exposition;fair;exhibition",Guess the Onyomi,Image
厄,"やく","misfortune;bad luck;evil;disaster;unlucky year;critical year;year (esp. age 25 and 42 for men, 19 and 33 for women) that is considered unlucky",Guess the Onyomi,Image
厘,"りん","one-hundredth;0.3 mm (one-hundredth of a sun);0.1 percent (one-hundredth of a wari);0.0375 grams (one-hundredth of a monme);rin (monetary unit;0.001 yen)",Guess the Onyomi,Image
双,"そう","pair",Guess the Onyomi,Image
句,"く","section (i.e. of text);sentence;passage;paragraph;phrase;verse (of 5 or 7 mora in Japanese poetry;of 4, 5, or 7 characters in Chinese poetry);haiku;first 17 morae of a renga, etc.;maxim;saying;idiom;expression",Guess the Onyomi,Image
史,"し","history",Guess the Onyomi,Image
各,"かく","each;every;all",Guess the Onyomi,Image
唐,"とう","Tang dynasty (of China;618-907);T'ang dynasty;China;foreign country",Guess the Onyomi,Image
善,"ぜん","good;goodness;right;virtue",Guess the Onyomi,Image
塀,"へい","wall;fence",Guess the Onyomi,Image
塁,"るい","base;bag;sack;fortress;stronghold",Guess the Onyomi,Image
塔,"とう","tower;steeple;spire;stupa;pagoda;dagoba",Guess the Onyomi,Image
塾,"じゅく","cram school;private tutoring school;juku",Guess the Onyomi,Image
壇,"だん","platform;podium;rostrum;pulpit;(ceremonial) mound;world (of haiku, art, etc.);(literary) circles;mandala",Guess the Onyomi,Image
妃,"ひ","princess;consort",Guess the Onyomi,Image
妙,"みょう","strange;weird;odd;curious;wonder;mystery;miracle;excellence;cleverness;adroitness;knack;skill",Guess the Onyomi,Image
姓,"せい","surname;family name;hereditary title (used in ancient Japan to denote rank and political standing)",Guess the Onyomi,Image
嬢,"じょう","unmarried woman;Miss;-ess;-ette",Guess the Onyomi,Image
宗,"しゅう","sect;denomination;tenets (of a religious sect)",Guess the Onyomi,Image
宙,"ちゅう","space;air;midair;(from) memory;(by) heart",Guess the Onyomi,Image
寮,"りょう","hostel;dormitory;bureau (government department beneath a ministry under the ritsuryō system);tea-ceremony room;villa",Guess the Onyomi,Image
寸,"すん","sun (approx. 3.03 cm);length;measurement;shortness;tininess",Guess the Onyomi,Image
封,"ふう","seal",Guess the Onyomi,Image
将,"しょう","commander;general;leader",Guess the Onyomi,Image
尺,"しゃく","shaku (unit of distance approximately equal to 30.3 cm);rule;measure;scale;length",Guess the Onyomi,Image
尿,"にょう","urine",Guess the Onyomi,Image
州,"しゅう","state (of the US, Australia, India, Germany, etc.);province (e.g. of Canada);county (e.g. of the UK);region (e.g. of Italy);canton;oblast;continent;province (of Japan);province (of ancient China);prefecture;department;dear",Guess the Onyomi,Image
帯,"たい","band (e.g. conduction, valence);belt (e.g. Van-Allen, asteroid, etc.)",Guess the Onyomi,Image
幕,"まく","curtain;act (in a play);falling of the curtain;end (of a scene);end;close;case;occasion;role (to play);part;place;makuuchi;top division",Guess the Onyomi,Image
庁,"ちょう","government office;agency;board",Guess the Onyomi,Image
弁,"べん","speech;tongue;talk;eloquence;dialect;brogue;accent;bento;Japanese box lunch;petal;valve;Oversight Department;division of the daijokan under the ritsuryō system responsible for controlling central and provincial governmental offices",Guess the Onyomi,Image
弧,"こ","arc",Guess the Onyomi,Image
怪,"かい","mystery;wonder",Guess the Onyomi,Image
恩,"おん","favour;favor;obligation;debt of gratitude",Guess the Onyomi,Image
愚,"ぐ","foolishness;silliness;stupidity;folly;I;me",Guess the Onyomi,Image
態,"たい","condition;figure;appearance;voice",Guess the Onyomi,Image
把,"わ","counter for bundles",Guess the Onyomi,Image
損,"そん","loss;damage;harm;unprofitable;disadvantage;handicap;drawback;unfavorable",Guess the Onyomi,Image
敵,"てき","opponent;rival;adversary;menace;danger;threat;enemy",Guess the Onyomi,Image
斗,"と","to;traditional unit of volume, approx. 18 litres;square bearing block (at the top of a pillar);Chinese 'Dipper' constellation (one of the 28 mansions)",Guess the Onyomi,Image
旧,"きゅう","old;former;ex-;the old;old things;old customs;old times;bygone days;Japan's old (lunisolar) calendar",Guess the Onyomi,Image
旬,"しゅん,じゅん","season (e.g. fruit, fish);in vogue;popular;fresh;up to date,ten-day period (in a month);ten-year period (in one's age);decade",Guess the Onyomi,Image
札,"さつ","banknote;bill;note;paper money",Guess the Onyomi,Image
枚,"まい","counter for thin, flat objects (e.g. sheets of paper, plates, coins);counter for portions of gyōza or soba;counter for ranks;counter for wrestlers of a particular rank;counter for fields or rice paddies;counter for palanquin bearers",Guess the Onyomi,Image
架,"か","rack;mount;stand",Guess the Onyomi,Image
某,"ぼう","certain;one;I;me",Guess the Onyomi,Image
柵,"さく","fence;paling;railing;fortress",Guess the Onyomi,Image
栓,"せん","stopper;cork;plug;bung;tap;faucet;stopcock",Guess the Onyomi,Image
核,"かく","stone (of a fruit);pit;pip;core (of an organization, team, etc.);nucleus;heart;nuclear weapons;nucleus (of an atom);nucleus (of a cell);condensation nucleus;(planetary) core;ring (in a cyclic compound);kernel;core;nucleus (of a cultured pearl)",Guess the Onyomi,Image
案,"あん","idea;plan;proposal;suggestion;(government) bill;draft;rough copy;expectation;desk;stand",Guess the Onyomi,Image
棒,"ぼう","pole;rod;stick;baton;line;dash;spoken monotonously",Guess the Onyomi,Image
棺,"かん","coffin;casket",Guess the Onyomi,Image
極,"ごく","quite;very;10^48;quindecillion",Guess the Onyomi,Image
欄,"らん","section (e.g. in a newspaper);column;page;field (in a form, web page, etc.);blank;handrail;railing;banister;balustrade",Guess the Onyomi,Image
毒,"どく","poison;toxicant;harm;evil influence;ill will;spite;malice;abusive language",Guess the Onyomi,Image
比,"ひ","ratio;proportion;match;equal;equivalent;comparison;compared with ...;relative to ...;Philippines;explicit comparison (style of the Shi Jing)",Guess the Onyomi,Image
氏,"し","Mr;Mrs;Ms;Miss;clan;he;him;counter for people",Guess the Onyomi,Image
汎,"はん","pan-",Guess the Onyomi,Image
没,"ぼつ","death;rejection (of a manuscript, etc.);lacking;without",Guess the Onyomi,Image
泊,"はく","counter for nights of a stay;overnight stay;lodging",Guess the Onyomi,Image
派,"は","clique;group;coterie;(political) faction;wing;party;camp;school;sect;denomination",Guess the Onyomi,Image
液,"えき","liquid;fluid",Guess the Onyomi,Image
渇,"かつ","thirst",Guess the Onyomi,Image
湾,"わん","bay;gulf;inlet",Guess the Onyomi,Image
準,"じゅん","semi-;quasi-;associate",Guess the Onyomi,Image
漁,"りょう","fishing;gathering seafood (e.g. clams, seaweed);catch (e.g. of fish);haul",Guess the Onyomi,Image
版,"はん","edition;version;printing;impression;implementation (of software);plate;block;cast;counter for editions of a publication",Guess the Onyomi,Image
猟,"りょう","hunting;shooting;game;quarry",Guess the Onyomi,Image
率,"りつ","rate;ratio;proportion;percentage",Guess the Onyomi,Image
珍,"ちん","rare;strange;odd;peculiar;curious",Guess the Onyomi,Image
班,"はん","group;party;team;squad;section",Guess the Onyomi,Image
瓶,"びん","bottle;jar;decanter;flagon;phial;vial",Guess the Onyomi,Image
甲,"こう","carapace;shell;1st in rank;grade A;instep;back of hand;the A party (e.g. in a contract);the first party;plaintiff (label in legal documents)",Guess the Onyomi,Image
略,"りゃく","abbreviation;omission;outline;gist;plan;strategy;scheme",Guess the Onyomi,Image
畳,"じょう","tatami mat (esp. as a measure of room size, either 1.82 sqm or 1.54 sqm)",Guess the Onyomi,Image
症,"しょう","illness",Guess the Onyomi,Image
盆,"ぼん","tray;family;household;Obon;Bon Festival;Lantern Festival;Festival of the Dead;gambler's den",Guess the Onyomi,Image
益,"えき","benefit;use;good;advantage;gain;profit;gains",Guess the Onyomi,Image
盤,"ばん","board (in shogi, go, chess, etc.);(phonograph) record;disc;disk;board;panel;plate",Guess the Onyomi,Image
砲,"ほう","gun;cannon;artillery;ordnance",Guess the Onyomi,Image
碁,"ご","go (board game)",Guess the Onyomi,Image
票,"ひょう","vote;ballot;label;ticket;tag;stub",Guess the Onyomi,Image
禁,"きん","ban (e.g. on smoking);prohibition",Guess the Onyomi,Image
禅,"ぜん","dhyana (profound meditation);Zen (Buddhism)",Guess the Onyomi,Image
秒,"びょう","second (unit of time);arc second",Guess the Onyomi,Image
稿,"こう","manuscript;version;draft",Guess the Onyomi,Image
竜,"りゅう","dragon (esp. a Chinese dragon);naga;semi-divine human-cobra chimera in Hindu and Buddhist mythology;promoted rook",Guess the Onyomi,Image
章,"しょう","chapter;section;medal;badge;insignia",Guess the Onyomi,Image
第,"だい","prefix for forming ordinal numbers",Guess the Onyomi,Image
策,"さく","plan;policy;means;measure;stratagem;scheme;fifth principle of the Eight Principles of Yong;right upward flick",Guess the Onyomi,Image
節,"せつ","occasion;time;section (of a literary work or piece of music);passage;paragraph;verse;stanza;clause;season;term;one's principles;integrity;node (of a plant stem);(taxonomical) section;knot (nautical mile per hour)",Guess the Onyomi,Image
管,"かん","pipe;tube",Guess the Onyomi,Image
範,"はん","example;model",Guess the Onyomi,Image
籍,"せき","one's family register;one's domicile;nationality;membership (club, party, etc.)",Guess the Onyomi,Image
糖,"とう","sugar",Guess the Onyomi,Image
系,"けい","system;lineage;group;corollary;system (range of strata that correspond to a particular time period);(taxonomical) series",Guess the Onyomi,Image
級,"きゅう","(school) grade;year;class;grade;rank;level;kyu (junior rank in martial arts, go, shogi, etc.)",Guess the Onyomi,Image
紋,"もん","(family) crest;coat of arms;pattern;figure;playing card suit (in karuta)",Guess the Onyomi,Image
純,"じゅん","innocent;chaste;naive;pure;unmixed;genuine;unalloyed",Guess the Onyomi,Image
素,"す","one's nature;one's feelings;oneself;plain;unadorned;undecorated;unadulterated;au naturel;mere;poor;exceedingly",Guess the Onyomi,Image
紺,"こん","navy blue;deep blue",Guess the Onyomi,Image
綿,"めん","cotton",Guess the Onyomi,Image
総,"そう","whole;total;gross;entire;overall;general (election, manager, etc.)",Guess the Onyomi,Image
線,"せん","line;stripe;stria;line (e.g. telephone line);wire;ray (e.g. X-ray);beam;line (e.g. of a railroad);track;route;lane;outline;contours;form;level;division;line (of action);position;approach;policy;principle;impression one leaves;air one gives off",Guess the Onyomi,Image
編,"へん","compilation (of a text);editing;volume (of a text);completed literary work",Guess the Onyomi,Image
罰,"ばち,ばつ","(divine) punishment;curse;retribution,punishment;penalty",Guess the Onyomi,Image
群,"ぐん","group;bunch;crowd;throng;swarm;band",Guess the Onyomi,Image
