Question,Answer,Comment,Instruction,Render as
"ambush; surprise attack
彼らは敵に||奇＊＊＊||をかけた。","きしゅうこうげき,奇襲攻撃","",Guess the term having 4 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"retinal detachment
５年前に||網＊＊＊||を起こしました。","もうまくはくり,網膜剥離","",Guess the term having 4 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"divorce proceedings; divorce suit
彼女は彼に対して||離＊＊＊||を起こした。","りこんそしょう,離婚訴訟","",Guess the term having 4 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"melancholia; severe depression
彼女は||憂＊＊||の虜に成った。","ゆううつしょう,憂鬱症","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"banquet; celebration; party; reception (e.g. wed..
結婚式の後で盛大な||披＊＊||が催された。","ひろうえん,披露宴","banquet; celebration; party; reception (e.g. wedding)",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"fabric conditioner; fabric softener
「||柔＊＊||って買った方がいいかな？カッターの臭いが気になるんだけど」「カッター洗う時には||柔＊＊||は入れないけどね」","じゅうなんざい,柔軟剤","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"escaped prisoner
彼が||脱＊＊||だなんて、私には思いもよらなかった。
警察は||脱＊＊||を追っている。","だつごくしゅう,脱獄囚","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"one's store of patience
ただでさえ奴は普段から仕事に遅れて来るくせに、酒まで飲んで来るなんて||堪＊＊||の緒が切れた。もう会社を辞めてもらうしかない。
もう我慢できん。||堪＊＊||の緒が切れた。
私の||堪＊＊||の緒が切れた。
私は冷静でいようとしたが、とうとう||堪＊＊||の緒が切れた。","かんにんぶくろ,堪忍袋","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"cenotaph; memorial monument
ここ浄閑寺、通称「投げ込み寺」の墓地には、最後の休息場所を見つけた何千もの遊女、いわゆる「楽しみのための女性」の||慰＊＊||があり、それは言い知れない哀愁に満ちていて、どういうわけか何度でもここに戻ってきたい気持ちが沸き起こる。
禎子の友人達は、彼女と原爆でなくなったすべての子供達の||慰＊＊||を建てたいと思った。","いれいひ,慰霊碑","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"tear-gas bomb
警官隊がデモ隊に多数の||催＊＊||を投げた。","さいるいだん,催涙弾","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"lubricant
また、温度が高いと、||潤＊＊||を頻繁に交換する必要がある。
作動温度が高いと、||潤＊＊||の寿命は短くなる。","じゅんかつざい,潤滑剤","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"impact mark
「これを見て」「え？」「バンパーの右側に||衝＊＊||があるわ」","しょうとつこん,衝突痕","",Guess the term having 3 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"emergency; imminence; urgency
さて、犯人は、告白するか否かが、沈黙するＭＬ参加者たちの||焦＊||の関心事となる。","しょうび,焦眉","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"verbosity
著者の||冗＊||なスタイルは膨大な書類を作り出したが、その内容は乏しい。","じょうまん,冗漫","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"encouragement; incitement; inducement; promotion..
ローマ皇帝コンスタンティヌス帝は西暦313年以来、キリスト教を||奨＊||した。
人々はフットボールをするように||奨＊||さえされたのです。
参加型の意思決定様式を||奨＊||することが緊急課題である。
学問は強いられるべきではない。学問は||奨＊||されるべきだ。
政府は国産品の愛用を||奨＊||している。
私たちの学校ではスポーツを||奨＊||している。
私たちは想像力を使うように||奨＊||されています。","しょうれい,奨励","encouragement; incitement; inducement; promotion; stimulation",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"catalyst
最初に、この実験で使用された||触＊||について吟味したい。
有効な||触＊||がないので、その装置を改良することは困難であろう。","しょくばい,触媒","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"commanding; grasping; having control over; holdi..
トムは直ちに事態を||掌＊||した。
先生はクラスを||掌＊||しており、ふつうは、クラスの前に立って、授業の間じゅう生徒に講義をしています。
彼女は担任のクラスをよく||掌＊||している。
意見は人が||掌＊||し、信念は人を||掌＊||する。
暴力団の組長は団員全部に規則を守らせ、恐怖感によって、団員を||掌＊||した。
積極的な姿勢があれば、解決できる問題はそのやり方を求め、||掌＊||できない事柄からは手を引くことになる。","しょうあく,掌握","commanding; grasping; having control over; holding; seizing",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"channelling; converting; diverting; elevating; s..
物質が直接固体から気体に変わる過程を||昇＊||という。","しょうか,昇華","channelling; converting; diverting; elevating; sublimating (an emotion, impulse, etc.); sublimation",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"introduction; presentation; referral; showcase (..
兄を||紹＊||します。
彼は妹を私に||紹＊||した。
彼は娘を私に||紹＊||した。
田中氏をご||紹＊||します。
私の妻を||紹＊||します。
私の姉を||紹＊||します。
私の弟を||紹＊||します。
||紹＊||ありがとう。
||紹＊||させてください。","しょうかい,紹介","introduction; presentation; referral; showcase (of a product)",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"amortisation; amortization; redemption; repaymen..
ギリシャはもはや自分の国債を||償＊||することができない。
国債の||償＊||は、国民の平均所得の減少を意味することになるでしょう。","しょうかん,償還","amortisation; amortization; redemption; repayment",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"arraigning; calling; citation; subpoena; summoni..
彼は証言をするために||召＊||された。
彼女の魔女集会は悪魔を||召＊||する。
魔女集会で悪魔を||召＊||する。","しょうかん,召喚","arraigning; calling; citation; subpoena; summoning; summons",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"calling someone back; recall (esp. of an envoy o..
大使はまもなく現在の任地から||召＊||されるだろう。
大使はワルシャワから||召＊||された。","しょうかん,召還","calling someone back; recall (esp. of an envoy or an ambassador); summons (home)",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"impact; impulse; shock; (psychological) shock
あまりの||衝＊||に記憶とんだわ。
この２度目の||衝＊||にわたしは泣いた。
この時計は強い||衝＊||にも堪えます。
これは、かなり||衝＊||だったよ。
その場にいた少女たちは||衝＊||を受けた。
それは大した||衝＊||でしたよ。
トムは||衝＊||を受けたようだ。
全世界の人が||衝＊||を受けた。
彼女の死は私にとって大きな||衝＊||だった。
昨日見たニュースに||衝＊||を受けた。","しょうげき,衝撃","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"lozenge; pill; tablet
この||錠＊||は何ですか。
これらの||錠＊||を飲めば腹痛は治るでしょう。
トムはビタミンとミネラルの||錠＊||を毎日飲んでいる。
トムは薬を飲むなら||錠＊||かカプセルがいいと言っています。
水がなければこの||錠＊||は飲み込めません。
水なしじゃ、こういう||錠＊||は飲み込めないよ。
水を一口飲まないと、私にはこの||錠＊||は飲み込めません。
||錠＊||のおかげで痛みがなくなった。","じょうざい,錠剤","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"brush; clash; collision; conflict; crash; discor..
トラックが自動車に||衝＊||した。
二台のトラックが||衝＊||した。
大型船が漁船に||衝＊||しました。
彼はその||衝＊||を見たと断言した。
彼は父と意見が||衝＊||した。
日米の利害がこの点で||衝＊||した。
車がトラックに||衝＊||した。
車が木に||衝＊||した。
車はガードレールに||衝＊||した。","しょうとつ,衝突","brush; clash; collision; conflict; crash; discord; impact; quarrel; running into; skirmish",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"circulation; cycle; loop; rotation
カナダでは季節の||循＊||がはっきり見られます。
きついバンドは血液の||循＊||を妨げる。
血液の||循＊||。
血液は体内を||循＊||する。
適度な運動は血液の||循＊||を活発にする。
適度の運動は血液の||循＊||を活発にする。","じゅんかん,循環","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"abundant; affluent; ample; glossy; lustrous; ple..
国庫は資金が||潤＊||である。
気温が低くて湿度が||潤＊||な気候があればといつも思います。","じゅんたく,潤沢","abundant; affluent; ample; glossy; lustrous; plentiful",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"keen and nimble; quick-witted and agile
||俊＊||に反応する。","しゅんびん,俊敏","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(surprise) attack; assault; charge; raid
ドイツでは今日、いくつかの都市で||襲＊||に反対する抗議行動が催されましたが、その都市の中には、月曜日の放火による||襲＊||でトルコ人３人が殺害されたハンブルク近くの都市も含まれています。
マクベスは敵を||襲＊||するために軍隊を召集した。
同盟軍はバグダッドの検問所で彼女の車を||襲＊||した。
居合道とは、座っているとき、歩行しているときに、敵からふいに||襲＊||された際、鞘ばなれの一刀で敵を倒す刀法である。
彼はそこで反徒の||襲＊||を受けた。
我々はその||襲＊||に対して準備ができていなかった","しゅうげき,襲撃","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"gunning (down); shooting
家主は肩と腕に||銃＊||を受けた。","じゅうげき,銃撃","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(traffic) congestion; delay; gridlock; stagnatio..
||渋＊||で会議に遅れた。
||渋＊||で遅れました。
||渋＊||につかまっちゃったよ。
||渋＊||にハマっちゃった。
||渋＊||にひっかかったんだ。
||渋＊||はないです。
通りは車で交通が||渋＊||している。
運よく、||渋＊||してなかったよ。
道路は車で||渋＊||している。
高速道路が||渋＊||している。","じゅうたい,渋滞","(traffic) congestion; delay; gridlock; stagnation; traffic jam",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"bullet (from a rifle)
宇宙塵はあまり危険そうに思えないかもしれないが、ごく小さな粒であっても、||銃＊||の何倍もの速度で飛んでくるので、怪我をしかねない。
||銃＊||が胸を貫通し、彼は危篤状態に陥った。
||銃＊||はヘルメットを貫通した。","じゅうだん,銃弾","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"flexible; lithe; pliable; soft
マニュアルにとらわれず、||柔＊||に対応していくことも大切です。
もっと||柔＊||な人でありなさい。
もっと||柔＊||な態度をとりなさい。
もっと||柔＊||になりなよ。
より||柔＊||であれ。
当分の間は||柔＊||な戦術を取ってみてはどうでしょう。
当分の間は||柔＊||な戦術を取るべきだ。
彼女は||柔＊||な頭をしている。
私の身体は以前ほど||柔＊||ではない。
考え方は||柔＊||でなければならない。","じゅうなん,柔軟","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"aim; effect; gist; goal; intent; meaning; object..
'着ぐるみ'と'ファースーツ'は似ているようで、||趣＊||が違う。
よい隣人は遠くの親戚よりよい、という||趣＊||の格言がある。
彼が言った事はそれと反対の||趣＊||だった。
彼は愛していると言う||趣＊||の手紙を彼女に書いた。
彼は私に会えないという||趣＊||の手紙を私によこした。
彼は給食を食べに行くという||趣＊||のメモを残した。
彼女は彼がすぐに帰るという||趣＊||の手紙を受け取った。
政府は税金を値上げするという||趣＊||で発表を行った。
私の申し出に応じられないとい","しゅし,趣旨","aim; effect; gist; goal; intent; meaning; object; point; point (e.g. of a statement)",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"neoplasia; neoplasm; tumor; tumour
胃に||腫＊||ができたので切ってもらった。
||腫＊||は悪性です。
||腫＊||は良性でした。
||腫＊||は進行しています。","しゅよう,腫瘍","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"hunting
こうした熊独特の特徴が、熊が動かずに||狩＊||すること（アザラシの呼吸孔の脇でじっと動かず、アザラシが海面に上がってくるのを待つ）を好む説明になっている。
この地域での||狩＊||は禁止されています。
この村には、主に木こりと||狩＊||が住んでいます。
この静かな原野で||狩＊||をすることは禁止されています。
国立公園内での||狩＊||は禁止されている。
彼はその棒切れを||狩＊||ナイフで削り尖らせた。","しゅりょう,狩猟","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"cheating; flaking out; fraud; graft; making prom..
これは何かの||詐＊||なのでしょうか？
ジョージは||詐＊||にかかってその土地を買わされた。
その計画は実にうまく考えた||詐＊||だった。
なんか||詐＊||っぽいね。
彼のしたことは手っ取り早く言えば||詐＊||だ。
彼女は||詐＊||の罪を犯している。
||詐＊||にあったのではと思うほど届くのが遅い。
||詐＊||みたいなもんだよな。","さぎ,詐欺","cheating; flaking out; fraud; graft; making promises without keeping them; saying you're going to do something but in the end not doing it; scam; swindle; trick",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(urinary) bedpan; chamber pot (esp. medical); ur..
つまり、この花瓶を||尿＊||の代わりに使えってことか？
||尿＊||でおしっこするのを手伝ってあげることを専門用語でなんと言いますか？","しびん,尿瓶","(urinary) bedpan; chamber pot (esp. medical); urinal; urine bottle",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"ailment; condition; disease; disorder; illness
一部の||疾＊||の原因は欠陥遺伝子です。
水疱瘡は、小児によく見られる||疾＊||です。
生化学的には、熱烈な恋愛と強迫神経症の||疾＊||とは区別できないようだ。
遺伝子解析は癌やその他の||疾＊||の可能性を予測するのに役立てることができます。
高血圧は先進国ではありふれた||疾＊||である。","しっかん,疾患","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"envy; jealousy
あいつら||嫉＊||してんだよ。
||嫉＊||が彼にそれをさせた。
||嫉＊||してるだけだよ。
||嫉＊||するだろうな。
||嫉＊||は愛の墓場だ。
彼は妻を||嫉＊||した。
彼は||嫉＊||からそういった。
彼女は||嫉＊||で青ざめた。
彼女は||嫉＊||に燃えていた。
愛に||嫉＊||はつきもの。","しっと,嫉妬","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"blubber; fat; grease; lard; suet
クリームは、||脂＊||とたんぱく質が濃縮した濃厚で、白色や薄黄色の液体。
コレステロールをためたくなかったら、||脂＊||のない赤身の肉を食べるのがよい。
どの辺に||脂＊||がついているの？
ゆえに、筋肉の５０パーセントが||脂＊||に取って代わられる可能性がある。
ラクダは背中のこぶに大量の||脂＊||をためることができる。
肉体は余分なカロリーを||脂＊||に変える。
過度の||脂＊||の摂取は心臓病の原因になるとされている。","しぼう,脂肪","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"boiling up
コップを十分に||煮＊||しなさい。","しゃふつ,煮沸","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"disturbance; hindrance; interference; interrupti..
あなた||邪＊||よ。
俺は||邪＊||だよな。
俺ら||邪＊||だな。
私の||邪＊||をするな。
||邪＊||してごめんね。
||邪＊||しないで。
||邪＊||しないでよ。
||邪＊||するのか。
||邪＊||なのです。
||邪＊||になってます。","じゃま,邪魔","disturbance; hindrance; interference; interruption; nuisance; obstacle; demon who hinders Buddhist training; demon who obstructs sentient beings from maintaining moral behaviour; to visit (someone's home)",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"amnesty; pardon; remission
裁判官はその囚人の一年の刑期を||赦＊||した。","しゃめん,赦免","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"marriage; matrimony
我々の文化においては、あなたは同時に二人の女性と||婚＊||することはできない。
私は夫であるドン・ホセに誓った||婚＊||の誓約を破ったのです。","こんいん,婚姻","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"evidence; mark; sign; trace; vestige
アテネへ向かう一隻の貨物船が何の||痕＊||も残さずに地中海で沈没した。
そのような||痕＊||がくっきりと残っているかどうかによって、これらの人々がいつも重労働に従事していたかどうかがわかる。
メディアが憎悪の||痕＊||を安売りする。
唯一の証拠は、下着に付着していた精液の||痕＊||。
昔の建物を取り壊すことによって、私たちは、過去の||痕＊||を永久に消し去ってしまうことになるのである。
火星に生命の||痕＊||はありません。
考古学は人類が残した||痕＊||の研究を通し、人類の活動とその変化を研究する学問である","こんせき,痕跡","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"complicated circumstances; intricacies; plot; sc..
今日はトムがやけに親切だけど、何か||魂＊||でもあるのかしら。","こんたん,魂胆","complicated circumstances; intricacies; plot; scheme; ulterior motive",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"excuse me; I'm sorry; may I come in?; my apologi..
厄介事は||御＊||だよ私は。","ごめん,御免","excuse me; I'm sorry; may I come in?; my apologies; pardon me; being fed up with; discharge; dismissal; leave; license; not wanting; objecting to; permission; wishing to avoid",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"demand; demanding; pressing; urging
しびれを切らして借金の||催＊||をした。
まさかリアルに借金の||催＊||だったの？
||催＊||がましくて恐縮ですが、先日お貸ししたお金を返していただけませんか。","さいそく,催促","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"cultivation
お米を||栽＊||しています。
トムは庭で苺を||栽＊||している。
メロンは温室で||栽＊||する。
彼はバラを||栽＊||している。
彼は米を||栽＊||しています。
彼女は薔薇を||栽＊||した。
父は米を||栽＊||している。
私は、バラの||栽＊||が得意です。
私は温室でランを||栽＊||している。
米の||栽＊||をしています。","さいばい,栽培","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"hypnosis
初めて||催＊||に入る人の場合、とても浅い||催＊||状態から、覚醒してもらって、||催＊||状態と普通に覚醒した状態とを比べてもらうことがよくあります。
金銭的に余裕があるのなら併用しても構わないが||催＊||だけで、十分に効果がある。","さいみん,催眠","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"affair; command; communication; directions; inci..
走行中にクラクションを鳴らされたからって、執拗に追いかけて何度も追突を繰り返すだなんて、正気の||沙＊||とは思えないよ。","さた,沙汰","affair; command; communication; directions; incident; information; instructions; issue; matter; message; news; notice; orders; sentence; state; tidings; update; verdict",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(video) recording; filming; photographing; photo..
JAXAの地球観測衛星「だいち」が||撮＊||した画像。
ここでストロボ||撮＊||をしてもいいですか。
この写真は彼によって||撮＊||された。
その写真の何枚かは命懸けで||撮＊||された。
なんかの||撮＊||かな。
下手の横好きで||撮＊||している写真を日記とともに紹介しています。
同じ虹を、これだけたくさんの人が||撮＊||したものを見たことがありません。
彼等は実際の砂漠で映画を||撮＊||した。
||撮＊||は３日間でクランクアップします。","さつえい,撮影","(video) recording; filming; photographing; photography (still or motion); shooting",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Sado (former province located on Sado Island in ..
あなたはいつ||佐＊||にたちますか。
||佐＊||さんは魅力的な個性の持ち主なのに、その価値が分からず、自分を好まない。
荒海や||佐＊||に横たふ天の川。","さど,佐渡","Sado (former province located on Sado Island in present-day Niigata Prefecture); Sado (island, Niigata Prefecture)",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"menace; threat
この作戦に対する||脅＊||は数多い。
この種の爆弾は全人類にとって重大な||脅＊||だ。
原爆は人類にとって重大な||脅＊||だ。
彼が核兵器は平和への||脅＊||であると論じた。
彼は職についた頃、その||脅＊||を感じた。
核兵器は人類にとって||脅＊||だ。
核兵器は全人類への||脅＊||である。
湾岸諸国は常に戦争の||脅＊||にさらされている。
病気は人類にとって||脅＊||である。
||脅＊||は変化し続ける、進化できない防御は意味がない。","きょうい,脅威","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"blackmail; extortion; threat (to extort money)
||恐＊||のその犠牲者は、ここ何年間というもの口止め料を払ってきた。だが、今では、それは愚かなことだと悟り、もうびた一文払わないことに決めた。","きょうかつ,恐喝","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"attack on both sides; double envelopment; pincer..
これ以上ここでもたついてると、後ろの第二関門からも増援が来て、||挟＊||されるかも知れねーんだぜ。","きょうげき,挟撃","attack on both sides; double envelopment; pincer movement",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"alarm; financial panic; panic; panic; scare
１９３０年代の||恐＊||の間、多くの金持ちが株式市場の崩壊で全てを失った。
不動産市場が低迷しているため、東京の土地所有者たちは||恐＊||をきたしています。","きょうこう,恐慌","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"admiration; being struck with admiration; wonder
その絵を見て彼女は||驚＊||した。
みんな彼女の勇気に||驚＊||した。
彼の進歩ぶりに||驚＊||せざるをえない。
彼女の利口なのによく||驚＊||する。
彼女は利口なのによく||驚＊||する。
私たちはその少年のデッサンのすばらしさに||驚＊||した。
私はその光景に||驚＊||した。
私は彼の勇気に||驚＊||した。
結局のところ、人生で一番大切な要素は||驚＊||の気持ちです。
||驚＊||のあまり、彼女の口から叫び声が飛び出した。","きょうたん,驚嘆","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"assassin's bullet
マーテイン・ルーサー・キング・ジュニアは暗殺者の||凶＊||で命を落としたのである。","きょうだん,凶弾","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"blackmail; coercion; menace; threat
あなたの返答はほとんど||脅＊||に等しい。
キング牧師と彼の支持者は||脅＊||された。
この返答はほとんど||脅＊||に近い。
トムはメアリーに||脅＊||されていた。
彼は私を||脅＊||した。
彼女は彼の発言を||脅＊||と解釈した。
彼女は彼を||脅＊||した。
私は彼の||脅＊||を少しも恐れていない。
私は彼の言葉を||脅＊||と解した。
||脅＊||のもとになされた約束は無効だ。","きょうはく,脅迫","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
"dinosaur
かつては||恐＊||が地球を支配していた。
その科学者は谷で||恐＊||の骨を探し求めた。
太古の昔、||恐＊||は死に絶えた。
彼はその||恐＊||の精巧な縮小模型をじっと見つめた。
彼は||恐＊||の骨を盗んだことで非難された。
||恐＊||は大昔に絶滅した。
||恐＊||は現在では死滅してしまった。
||恐＊||をかぶってみて！
私は||恐＊||の進化にとても興味を持っている。
鳥は||恐＊||から進化しました。","きょうりゅう,恐竜","",Guess the term having 2 (Grade-7 level) Kanji or its reading(not strictly same reading as one in the example),Text
