Question,Answer,Comment,Instruction,Render As
"移動したり体を支えたりする部分を指す語。あるいは、「アゴ||足||つき」で移動手段を、「||足||がつく」で||足||跡が判明する、といった意味にも用いる。","足,あし","移動したり体を支えたりする部分を指す語。あるいは、「アゴ足つき」で移動手段を、「足がつく」で足跡が判明する、といった意味にも用いる。",Guess the Word or Reading,Text
"「||天||」とは、「上空」や「上方」を意味する語であり、あるいは「世界」や「世界を司るもの」のような形而上的な概念を指す意味で用いられる語。||天||空・||天||気・||天||井・||天||災・||天||然・||天||命・||天||変地異、等々のように様々な熟語に用いられる。「||天||」の字だけ単独で用いられることも多い。漢字の「||天||」の水平な字画は、上方を下方より長くする。「人」の画角はてっぺんを突き出さないように書く。","天,てん","「天」とは、「上空」や「上方」を意味する語であり、あるいは「世界」や「世界を司るもの」のような形而上的な概念を指す意味で用いられる語。天空・天気・天井・天災・天然・天命・天変地異、等々のように様々な熟語に用いられる。「天」の字だけ単独で用いられることも多い。漢字の「天」の水平な字画は、上方を下方より長くする。「人」の画角はてっぺんを突き出さないように書く。",Guess the Word or Reading,Text
"インターネットスラングとしての「||草||」は、《「笑い」のリアクション》を意味する記号。「（笑）」と同義。「（笑）」が「w」と略記されるようになり、この「w」が可笑しさ面白さの度合いに応じて「ｗｗｗ」「ｗｗｗｗｗ」と増量して用いられるようになり、この字面が芝生などの||草||のように見える、という理由で「||草||＝笑い」という意味が成立した。||草||生える大||草||原 ||草||も生えない笑いの記号としての「www」の便宜的な読み方として「||草||（||く||＊）」が用いられる場合もある。なお「w」の字は全角文字で入力するのが本来的とされている。「||草||」は笑いを意味する記号であり、「w」「www」と同義である。つまり、「まじで||草||w」のように「||草||」と「w」を並べると、重言となり、違和感のもとになる。くどい。基本的にインターネットスラングは、リアルで使うと..","草,くさ","インターネットスラングとしての「草」は、《「笑い」のリアクション》を意味する記号。「（笑）」と同義。「（笑）」が「w」と略記されるようになり、この「w」が可笑しさ面白さの度合いに応じて「ｗｗｗ」「ｗｗｗｗｗ」と増量して用いられるようになり、この字面が芝生などの草のように見える、という理由で「草＝笑い」という意味が成立した。草生える大草原 草も生えない笑いの記号としての「www」の便宜的な読み方として「草（くさ）」が用いられる場合もある。なお「w」の字は全角文字で入力するのが本来的とされている。「草」は笑いを意味する記号であり、「w」「www」と同義である。つまり、「まじで草w」のように「草」と「w」を並べると、重言となり、違和感のもとになる。くどい。基本的にインターネットスラングは、リアルで使うと顰蹙（ひんしゅく）を買いやすい。今日ではネット発の流行語やネットスラングが日常会話で用いられることも珍しくなくなって来ているとはいえ、使い所はよくよく見極められたい。口頭での会話なら「草」と言わずに笑えばよい。「草」の関連表現笑いの記号としての「草」は、「芝」と呼ばれることもある。とりわけ「w",Guess the Word or Reading,Text
"小豆などを甘く煮詰めて練ったもの。豆の皮を残したものを「つぶ餡」、皮を濃し取ったものを「こし餡」という。小豆の||餡||＊の他に、枝豆で作った豆打（ずんだ）、青豌豆（グリーンピース）で作った鶯餡（うぐいす餡）などもある。","餡子,あんこ","小豆などを甘く煮詰めて練ったもの。豆の皮を残したものを「つぶ餡」、皮を濃し取ったものを「こし餡」という。小豆の餡子の他に、枝豆で作った豆打（ずんだ）、青豌豆（グリーンピース）で作った鶯餡（うぐいす餡）などもある。",Guess the Word or Reading,Text
"彼岸の期間の真ん中の日のこと。現代では、春と秋の彼岸の||中||＊は、それぞれ春分の日と秋分の日になっている。","中日,ちゅうにち","彼岸の期間の真ん中の日のこと。現代では、春と秋の彼岸の中日は、それぞれ春分の日と秋分の日になっている。",Guess the Word or Reading,Text
"書籍や雑誌などの編集業務における3回目の校正作業のこと。","三校,さんこう","書籍や雑誌などの編集業務における3回目の校正作業のこと。",Guess the Word or Reading,Text
"基準とする点より相対的に右側かつ上方のこと。","右上,みぎうえ","基準とする点より相対的に右側かつ上方のこと。",Guess the Word or Reading,Text
"基準とする点より相対的に右側かつ下方のこと。","右下,みぎした","基準とする点より相対的に右側かつ下方のこと。",Guess the Word or Reading,Text
"基準とする点より相対的に左側かつ上方のこと。","左上,ひだりうえ","基準とする点より相対的に左側かつ上方のこと。",Guess the Word or Reading,Text
"(1)日が出ている昼の間を意味する表現。(2)日本と中国（中華人民共和国）を指す語。","日中,にっちゅう","(1)日が出ている昼の間を意味する表現。(2)日本と中国（中華人民共和国）を指す語。",Guess the Word or Reading,Text
