Question,Answer,Comment,Instruction,Render as
"safe driving
その道路の幅は||安＊＊＊||に不十分だ。
そんなに慌てて運転して、一体、どこへ行こうってんだよ。時間はあるんだから、||安＊＊＊||してくれよ。
||安＊＊＊||してね。
||安＊＊＊||しなさい。
時間はあるんだから、||安＊＊＊||してくれよ。","あんぜんうんてん,安全運転","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"drink-driving; drinking and driving; driving und..
あいつさぁ、||飲＊＊＊||で捕まったんだよ。
トムは||飲＊＊＊||で逮捕された。
トムは||飲＊＊＊||の容疑を認めた。
彼は||飲＊＊＊||で罰せられた。
警官は||飲＊＊＊||で彼を逮捕した。
||飲＊＊＊||は危険だ。
||飲＊＊＊||は重大な問題だ。","いんしゅうんてん,飲酒運転","drink-driving; drinking and driving; driving under the influence (of alcohol); driving while intoxicated; drunk driving",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"research publication; scholarly publication
大学における演習とは、少人数の学生が教員指導の下に||研＊＊＊||、討論を行うゼミナールのことを言います。","けんきゅうはっぴょう,研究発表","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"R&D; research and development
企業は規模を縮小し、||研＊＊＊||にふりむける利益分も減らしています。
||研＊＊＊||にお金を割り当てる。","けんきゅうかいはつ,研究開発","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"product development
エンドユーザーの視野にたった||商＊＊＊||が必須。
来週、||商＊＊＊||の打ち合わせをしたいから、どこか会議室押さえといてくれる？","しょうひんかいはつ,商品開発","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"consultation on career, university, etc. choices
「今日お父さんに会いに行く。||進＊＊＊||だ」「いいですよ、そんなの」
あいつ、||進＊＊＊||があるんだってさ。だから今日は俺とお前だけだよ。
||進＊＊＊||があるんだってさ。だから今日は俺とパムだけだ。","しんろそうだん,進路相談","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"world peace
||世＊＊＊||を常に祈っている。
||世＊＊＊||を祈っています。
彼らと協力して||世＊＊＊||を図る。
我々は||世＊＊＊||を望んでいる。
誰もが||世＊＊＊||を望んでいる。
首脳会談は||世＊＊＊||に貢献した。
首脳会議は||世＊＊＊||に貢献した。","せかいへいわ,世界平和","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"relative motion
第１３週：絶対運動と||相＊＊＊||について学習する。","そうたいうんどう,相対運動","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"opposition movement
活動家たちは||反＊＊＊||を強めています。
首相の発言が||反＊＊＊||に火をつけた。","はんたいうんどう,反対運動","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"surface temperature
太陽の||表＊＊＊||は約6000℃とされている。","ひょうめんおんど,表面温度","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"peace movement
彼の時ならぬ発言は秘密をもらしたばかりではなく、||平＊＊＊||の計画をも、くつがえしてしまった。","へいわうんどう,平和運動","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"bureaucratic bungling; officialism; red tape; re..
この手続きにはお||役＊＊＊||がだいぶからんでいます。
そういった国家は、お||役＊＊＊||に陥る可能性がある。","やくしょしごと,役所仕事","bureaucratic bungling; officialism; red tape; red-tapism",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"exercises; practice problem
この||練＊＊＊||は、私がひとりでできるくらいやさしい。
先生は本の２１ページの||練＊＊＊||を省いた。
彼女は与えられた時間で||練＊＊＊||を終えた。
教科書の各章に約１２もの||練＊＊＊||がついている。
||練＊＊＊||の解答は巻末にまとめてあります。
英作文の||練＊＊＊||をしなさい。","れんしゅうもんだい,練習問題","",Guess the term having 4 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(Western) clothing store; clothes shop; dressmak..
父はいつもその||洋＊＊||に服を作ってもらう。
私の||洋＊＊||から戻ってきた時に破れていた。","ようふくや,洋服屋","(Western) clothing store; clothes shop; dressmaker; tailor; tailor's shop",Guess the term having 3 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
"itinerary; program; programme; schedule
||予＊＊||を見ましょう。","よていひょう,予定表","",Guess the term having 3 (Grade-3 level) Kanji or its reading(not strictly same reading as one in the example),Text
