Question,Answer,Comment,Instruction,Render As
"お手盛り","おてもり","making arbitrary decisions which benefit oneself; self-approved plan","Guess the Missing Word (5k:盛)",Text
"お歳暮","おせいぼ","end of the year; year end; year-end gift","Guess the Missing Word (5k:暮)",Text
"お馴染み","おなじみ","(a) regular; old acquaintance; old friend; regular customer; familiar; favorite; favourite; regular (e.g. customer); well-known","Guess the Missing Word (5k:染)",Text
"一人暮らし","ひとりぐらし","living alone; living by oneself","Guess the Missing Word (5k:暮)",Text
"一冊","いっさつ","one copy (of a book, magazine, etc.); one volume","Guess the Missing Word (5k:冊)",Text
"一刻","いっこく","obstinate; stubborn; a minute; a moment; an instant","Guess the Missing Word (5k:刻)",Text
"一卵性双生児","いちらんせいそうせいじ","identical twins","Guess the Missing Word (5k:卵)",Text
"一晩","ひとばん","all night; one evening; one night; overnight","Guess the Missing Word (5k:晩)",Text
"一晩中","ひとばんじゅう","all night long; all through the night","Guess the Missing Word (5k:晩)",Text
"一枚看板","いちまいかんばん","best item one has (to show); box-office star; leading player; one's single area of expertise; one's sole Sunday best; prima donna","Guess the Missing Word (5k:枚,看)",Text
"一片","いっぺん","a bit; a fragment; a piece; a scrap; iota; modicum; scrap; the slightest bit (of); trace","Guess the Missing Word (5k:片)",Text
"三重奏","さんじゅうそう","instrumental trio","Guess the Missing Word (5k:奏)",Text
"不純","ふじゅん","adulterated; dishonest; foul; impure; mixed","Guess the Missing Word (5k:純)",Text
"不純物","ふじゅんぶつ","foreign matter; impurities","Guess the Missing Word (5k:純)",Text
"不経済","ふけいざい","poor economy; waste","Guess the Missing Word (5k:済)",Text
"不行き届き","ふゆきとどき","carelessness; incompetence; mismanagement; negligence","Guess the Missing Word (5k:届)",Text
"世間並み","せけんなみ","average; conventional; ordinary (esp. life or behavior); standard; typical","Guess the Missing Word (5k:並)",Text
"並び替える","ならびかえる","to put (things) in order; to rearrange; to reorganize","Guess the Missing Word (5k:並)",Text
"並み居る","なみいる","to be present (and lined up); to sit in a row","Guess the Missing Word (5k:並)",Text
"並々","なみなみ","ordinary","Guess the Missing Word (5k:並)",Text
"並列","へいれつ","parallel (electronics, computing, etc.); arranging in a line; standing in a row","Guess the Missing Word (5k:並)",Text
"並外れ","なみはずれ","abnormal; extraordinary; far above the average; out of the common; unreasonable","Guess the Missing Word (5k:並)",Text
"並外れる","なみはずれる","to be uncommon","Guess the Missing Word (5k:並)",Text
"並大抵","なみたいてい","average; ordinary; run-of-the-mill","Guess the Missing Word (5k:並)",Text
"並木","なみき","roadside trees; row of trees","Guess the Missing Word (5k:並)",Text
"並木道","なみきじ,なみきみち","avenue; boulevard; tree-lined street,avenue; boulevard; tree-lined street","Guess the Missing Word (5k:並)",Text
"並立","へいりつ","standing abreast","Guess the Missing Word (5k:並)",Text
"並行","へいこう","going abreast; going side-by-side; keeping pace with; occurring at the same time; running concurrently","Guess the Missing Word (5k:並)",Text
"中傷","ちゅうしょう","calumny; defamation; libel; slander; smear","Guess the Missing Word (5k:傷)",Text
"中将","ちゅうじょう","lieutenant general; vice-admiral","Guess the Missing Word (5k:将)",Text
"中規模","ちゅうきぼ","mid-range; mid-scale; mid-size","Guess the Missing Word (5k:模)",Text
"主将","しゅしょう","captain (of a team); commander-in-chief; supreme commander","Guess the Missing Word (5k:将)",Text
"乱射","らんしゃ","firing blindly; indiscriminate shooting; random shooting","Guess the Missing Word (5k:乱,射)",Text
"乳幼児","にゅうようじ","babies and very young children; infants","Guess the Missing Word (5k:乳,幼)",Text
"二律背反","にりつはいはん","antinomy; choice between mutually exclusive alternatives; either-or situation; self-contradiction","Guess the Missing Word (5k:律,背)",Text
"二枚舌","にまいじた","double-dealing; double-tongued; duplicity; equivocation","Guess the Missing Word (5k:枚,舌)",Text
"二重奏","にじゅうそう","instrumental duet; instrumental duo","Guess the Missing Word (5k:奏)",Text
"五重奏","ごじゅうそう","instrumental quintet","Guess the Missing Word (5k:奏)",Text
"人並み","ひとなみ","average; common; like most people; like the average person; normal; ordinary","Guess the Missing Word (5k:並)",Text
"人工呼吸","じんこうこきゅう","artificial respiration","Guess the Missing Word (5k:呼,吸)",Text
"仁王","におう","guardian gods of Buddhism who stand at the entrance of a Buddhist temple; two Deva kings","Guess the Missing Word (5k:仁)",Text
"仁義","じんぎ","(gang's) moral code; duty; formal greeting (between yakuza, street vendors, gamblers, etc.); humanity and justice (esp. in Confucianism); virtue","Guess the Missing Word (5k:仁)",Text
"今晩","こんばん","this evening; tonight","Guess the Missing Word (5k:晩)",Text
"今晩は","こんばんは,こんばんわ","good evening,good evening","Guess the Missing Word (5k:晩)",Text
"仏閣","ぶっかく","Buddhist temple","Guess the Missing Word (5k:閣)",Text
"仏頂面","ぶっちょうづら","pout; sour look; surly face","Guess the Missing Word (5k:頂)",Text
"内勤","ないきん","desk work; indoor work; office work","Guess the Missing Word (5k:勤)",Text
"内奏","ないそう","secret report to the emperor","Guess the Missing Word (5k:奏)",Text
"内臓","ないぞう","internal organs; viscera","Guess the Missing Word (5k:臓)",Text
"内装","ないそう","interior; interior design; upholstery","Guess the Missing Word (5k:装)",Text
"内閣","ないかく","cabinet (of a government); ministry","Guess the Missing Word (5k:閣)",Text
"内閣官房","ないかくかんぼう","Cabinet Secretariat","Guess the Missing Word (5k:閣)",Text
"内閣官房長官","ないかくかんぼうちょうかん","Chief Cabinet Secretary","Guess the Missing Word (5k:閣)",Text
"内閣府","ないかくふ","Cabinet Office","Guess the Missing Word (5k:閣)",Text
