Question,Answer,Comment,Instruction,Render as
"face","丸顔,澄まし顔,文字盤,人面,美顔,般若,仏頂面,向かい合う,正視,無表情,岩壁,岩肌,肩身,向き合う,切り羽,突き合わせる,流れ星,新顔,化粧水,立ち向かう,顔向け,細面,敵前,立つ瀬,美貌,童顔,血の気","丸顔 round face;moon face
澄まし顔 clear face
文字盤 face(clock)
人面 human face
美顔 beautiful face
般若 dreadful face(woman driven mad jealousy)
仏頂面 surly face
向かい合う face each other
正視 looking face
無表情 blank look(face)
岩壁 rock face
岩肌 rock face
肩身 face
向き合う face;face each other
切り羽 working face(mine);face(wall coal ore,)
突き合わせる come face face
流れ星 blaze(wide white stripe face horse)
新顔 new face
化粧水 face lotion
立ち向かう face
顔向け showing face public
細面 slender face
敵前 face enemy
立つ瀬 face
美貌 beautiful face
童顔 child's face;boyish face;childlike face;baby fa
血の気 blo",Guess Vocab related to Keyword,Text
"war","戦傷,兵法,特需,戦争犯罪人,南北戦争,八幡宮,軍国,神経戦,戦敗,出征,陣,戦禍,第一次世界大戦,平定,英霊,陸戦,進駐軍,勃発,軍資金,戦中派,戦局,戦果,棒引き,戦記,軍歌,舌戦","戦傷 war wound
兵法 art war
特需 special procurement(particularly war)
戦争犯罪人 war criminal
南北戦争 American Civil War(1861-1865)
八幡宮 Shrine God War
軍国 nation war
神経戦 war nerves
戦敗 defeat war
出征 going war
陣 war
戦禍 war damage;horrors war;ravages war
第一次世界大戦 World War;First World War(1914-1918)
平定 suppression(rebellion,civil war,)
英霊 spirits war dead
陸戦 land war
進駐軍 occupying forces(Allies World War II)
勃発 outbreak(war)
軍資金 war funds;war chest
戦中派 war generation
戦局 war situation;state war
戦果 war results
棒引き tug war played pole
戦記 record war;commentaries war",Guess Vocab related to Keyword,Text
"enemy","外敵,仮想敵国,敵機,やっ付ける,小競り合い,灯火管制,打ち勝つ,大敵,敵地,切り込む,矢面,宿敵,首級,天敵,押し寄せる,撃退,迎え撃つ,敵前,突き崩す,敵陣,敵視,連破,牙城,突貫","外敵 foreign enemy
仮想敵国 hypothetical imaginary enemy
敵機 enemy plane
やっ付ける attack(enemy)
小競り合い small fight military enemy;brush(enemy)
灯火管制 blackout(prevent seen enemy aircraft during n
打ち勝つ conquer(enemy)
大敵 powerful enemy
敵地 enemy territory
切り込む cut way(enemy position)
矢面 front flying arrow(fired enemy)
宿敵 old enemy;longtime enemy
首級 decapitated head enemy
天敵 natural enemy
押し寄せる descend(enemy)
撃退 repelling(enemy)
迎え撃つ meet(enemy)attack;engage(approaching enemy)
敵前 face enemy;enemy
突き崩す crush(enemy)
敵陣 enemy camp;enemy line
敵視 lookingenemy;regard",Guess Vocab related to Keyword,Text
"sword","短刀,下段,剣劇,上段,斬る,太刀,振りかざす,日本刀,大上段,両刃,神器,地肌,小刀,文武,案じる,木刀,横たえる,刀剣,殺陣,宝刀,大刀,竹刀,首切り,素振り","短刀 short sword
下段 low position(sword kendo,)
剣劇 sword play
上段 overhead position(sword kendo,)
斬る kill(human)using blade(sword,machete,knife,)
太刀 large sword;long sword(tachi,worn hip edge samu
振りかざす brandish(sword)
日本刀 sword(usu. single-edged curved)
大上段 holding sword above head(kendo posture)
両刃 double-edged(sword blade)
神器 three sacred treasures(sword,jewel,mirror)
地肌 surface sword blade
小刀 small sword;short sword
文武 pen sword
案じる grasp(hilt sword)
木刀 wooden sword
横たえる wear(sword,)side
刀剣 sword
殺陣 sword fight(film,play,)
宝刀 treasured sword
大刀",Guess Vocab related to Keyword,Text
"chief","主著,宮司,大老,上座,元締め,施主,内閣官房長官,親玉,方丈,棟梁,家老,関白,伯,技監,眼目,重臣","主著 chief(literary)work
宮司 chief priest
大老 (Edo-period)chief minister
上座 chief seat
元締め chief treasurer
施主 chief mourner
内閣官房長官 Chief Cabinet Secretary
親玉 chief
方丈 chief priest
棟梁 chief support;chief
家老 chief retainer
関白 chief advisor Emperor(adviser)
伯 chief official Department Worship(under ritsuryō
技監 chief engineer;chief scientist
眼目 chief purpose
重臣 chief vassal",Guess Vocab related to Keyword,Text
"rough","粗暴,概説,目算,伝法,難所,草紙,下絵,投げつける,粗雑,暴れん坊,荒海,粗野,乗り切る,見取り図","粗暴 rough(behaviour,temperament,)
概説 rough summary
目算 rough estimate;rough calculation
伝法 rough
難所 rough spot
草紙 rough draft
下絵 rough sketch
投げつける use(rough language)
粗雑 rough
暴れん坊 rough
荒海 rough sea
粗野 rough
乗り切る weather(storm,rough seas)
見取り図 rough sketch",Guess Vocab related to Keyword,Text
"thick","厚化粧,分厚い,厚手,厚板,土蔵,降り積もる,太白,厚紙,太字,黒い霧,植え込み,濃霧,濃密","厚化粧 thick makeup
分厚い thick
厚手 thick(paper,cloth,)
厚板 thick board
土蔵 storehouse thick(earthen)walls
降り積もる lie thick
太白 thick silk thread
厚紙 thick paper
太字 thick characters
黒い霧 thick fog(suspicion)
植え込み thick growth plants
濃霧 thick fog
濃密 thick",Guess Vocab related to Keyword,Text
"luck","大凶,大吉,凶,厄,七福神,運勢,大福,不遇,口裏,冥利,幸","大凶 terrible luck;very bad luck
大吉 excellent luck
凶 bad luck
厄 bad luck
七福神 Seven Deities Good Luck
運勢 luck
大福 good luck
不遇 bad luck
口裏 divining good bad luck listening
冥利 luck
幸 good luck",Guess Vocab related to Keyword,Text
"kimono","無垢,小袖,打ち掛け,和装,丸洗い,和裁,着付け,紋付き,着流し,反物","無垢 long kimono made same plain-coloured cloth
小袖 short sleeved kimono(worn undergarment during H
打ち掛け women's bridal robe trailing skirts worn kimo
和装 dressed kimono
丸洗い washing kimono(futon,)taking apart
和裁 kimono making
着付け dressing(kimono)
紋付き clothing(kimono)decorated family crest
着流し dressing kimono hakama(man)
反物 measure kimono material",Guess Vocab related to Keyword,Text
"port","港湾局,母港,左舷,入船,津々浦々,海港,軍港,出航,帰港,端子","港湾局 Port Harbor Authority
母港 home port
左舷 port(left side vessel)
入船 ship coming port
津々浦々 every port harbor
海港 port
軍港 naval port
出航 leaving port
帰港 returning port
端子 port(LAN port)",Guess Vocab related to Keyword,Text
"total","七不思議,拘束時間,全貌,総収入,通巻,総和,完勝,全盲,満腹,総計","七不思議 total mystery
拘束時間 total hours spent working
全貌 total picture
総収入 total income
通巻 total number volumes
総和 sum total
完勝 total victory
全盲 total blindness
満腹 total
総計 total",Guess Vocab related to Keyword,Text
"fear","杞憂,戦々恐々,憂い,心労,恐怖症,戦慄,案じる,畏怖,身震い","杞憂 needless fear
戦々恐々 trembling fear
憂い fear
心労 fear
恐怖症 morbid fear
戦慄 trembling fear
案じる fear
畏怖 fear
身震い trembling(fear)",Guess Vocab related to Keyword,Text
"introduction","移入,序文,序章,伝来,序説,渡来,導入部,枕詞,紹介状","移入 introduction(outside)
序文 introduction
序章 introduction
伝来 introduction(abroad)
序説 introduction
渡来 introduction(abroad)
導入部 introduction
枕詞 introduction
紹介状 letter introduction",Guess Vocab related to Keyword,Text
"careful","懇切,厳選,思案,精査,熟読,精選,自警,緻密","懇切 careful
厳選 careful selection;careful screening
思案 careful thought
精査 careful examination
熟読 careful reading
精選 careful selection
自警 careful
緻密 careful",Guess Vocab related to Keyword,Text
"department","耳鼻咽喉科,分科,整理部,本科,部外,伯,予科,商科","耳鼻咽喉科 ear,nose throat department
分科 department
整理部 copyreading department
本科 department
部外 outside(organization,department,)
伯 chief official Department Worship(under ritsuryō
予科 preparatory department
商科 department commerce(university)",Guess Vocab related to Keyword,Text
"firm","決然,気丈,固辞,堅固,強含み,泰然,英断,商号","決然 firm
気丈 firm
固辞 firm refusal
堅固 firm
強含み firm tone
泰然 firm
英断 firm decision
商号 firm",Guess Vocab related to Keyword,Text
"silk","小袖,蚕糸,友禅染め,生糸,絹織物,太白,絹布,烏帽子","小袖 padded silk garment
蚕糸 silk thread;silk yarn
友禅染め silk printed Yuzen process
生糸 raw silk thread
絹織物 silk goods
太白 thick silk thread
絹布 silk;silk cloth
烏帽子 black-lacquered headgear made silk,cloth paper",Guess Vocab related to Keyword,Text
"worship","本尊,伯,礼賛,参詣,拝礼,拝殿,神体,日参","本尊 principal object worship temple(usu. buddha bod
伯 chief official Department Worship(under ritsuryō
礼賛 worship
参詣 worship
拝礼 worship
拝殿 hall worship
神体 object worship believed contain spirit deity,ty
日参 daily visit temple shrine(worship)",Guess Vocab related to Keyword,Text
"column","火柱,下段,空欄,脊椎,隊列,円柱,別動隊","火柱 blazing column
下段 lower column
空欄 blank column
脊椎 vertebral column
隊列 column
円柱 column
別動隊 flying column",Guess Vocab related to Keyword,Text
"encouragement","勧業,助長,気付,切磋琢磨,鼓舞,叱咤,張り合い","勧業 (encouragement)industry
助長 encouragement
気付 encouragement
切磋琢磨 mutual encouragement(improve)
鼓舞 encouragement
叱咤 fierce encouragement
張り合い encouragement",Guess Vocab related to Keyword,Text
"slight","一挙手一投足,微熱,風邪気,軽度,蔑視,薄手,軽微","一挙手一投足 slight effort
微熱 slight fever
風邪気 slight cold
軽度 slight
蔑視 slight
薄手 slight wound;slight cut
軽微 slight",Guess Vocab related to Keyword,Text
"circle","内回り,裾野,桟敷,車座,円陣,円環","内回り going around inner circle
裾野 encompassing circle
桟敷 dress circle(theatre)
車座 sitting circle
円陣 (forming)circle
円環 circle",Guess Vocab related to Keyword,Text
