Question,Answer,Comment,Instruction,Render as
丁,"ひのと","fourth rank;fourth class;fourth party (in a contract, etc.);fourth sign of the Chinese calendar;Denmark",Guess the Kunyomi,Image
万,"よろず","10,000;ten thousand;myriad;everything;all;various",Guess the Kunyomi,Image
上,"うわ","upper;upward;outer;surface;top",Guess the Kunyomi,Image
下,"しも","lower reaches (of a river);bottom;lower part;lower half (of the body, esp. the privates);feces (faeces);urine;menses;end;far from the imperial palace (i.e. far from Kyoto, esp. of western Japan);dirty (e.g. dirty jokes, etc.)",Guess the Kunyomi,Image
丙,"ひのえ","third rank;third class;third person (in a contract, etc.);third sign of the Chinese calendar",Guess the Kunyomi,Image
丹,"に","red earth (i.e. containing cinnabar or minium);vermilion",Guess the Kunyomi,Image
乙,"きのと,おと","second in rank;second sign of the Chinese calendar,younger brother (of an older brother);younger sister (of an older sister);youngest child;young;younger;youngest;young and beautiful;cute",Guess the Kunyomi,Image
九,"ここの","nine;9",Guess the Kunyomi,Image
乳,"ち","milk;breast;loop;decorative bump (on a hanging bell)",Guess the Kunyomi,Image
乾,"いぬい","northwest",Guess the Kunyomi,Image
二,"ふた","two;2",Guess the Kunyomi,Image
五,"いつ","five;5",Guess the Kunyomi,Image
交,"こもごも","alternately;in succession",Guess the Kunyomi,Image
人,"と","person",Guess the Kunyomi,Image
付,"づき,づけ","luck;sociality;under;assistant (e.g. to a manager);soup base;furnished with;including;attached to;impression;appearance,dated (e.g. a letter);date of effect (e.g. a rule change)",Guess the Kunyomi,Image
代,"しろ","substitution;material;price;margin (e.g. for stapling, etc.);area required for something;shiro (unit of land area equal to one-fiftieth of a tan;approx. 19.83 m.sq.)",Guess the Kunyomi,Image
件,"くだん","the aforementioned;the said;(man, incident, etc.) in question;the above-mentioned;the aforesaid;the usual",Guess the Kunyomi,Image
係,"がかり","charge;duty;person in charge;official;clerk",Guess the Kunyomi,Image
値,"ね","price;cost;value;worth;merit",Guess the Kunyomi,Image
側,"かわ","side (of something, or taking someone's side);part;(watch) case",Guess the Kunyomi,Image
偶,"たま","occasional;infrequent;rare",Guess the Kunyomi,Image
傍,"はた","near;close;beside;vicinity;proximity;besides;while;third person",Guess the Kunyomi,Image
僕,"しもべ","servant;manservant;menial",Guess the Kunyomi,Image
元,"もと","former;ex-;past;one-time;earlier times;the past;previous state;formerly;previously;originally;before",Guess the Kunyomi,Image
八,"や","eight;8",Guess the Kunyomi,Image
六,"む","six;6",Guess the Kunyomi,Image
兵,"つわもの","soldier;warrior;person of courage;strong person;very capable person;master (in a field)",Guess the Kunyomi,Image
典,"のり","rule;law;regulation;model;pattern;teachings of Buddha;Buddhist doctrine;transverse measurement;measurement across;side-slope;slope",Guess the Kunyomi,Image
凸,"でこ","brow;forehead;bump",Guess the Kunyomi,Image
刃,"やいば","blade;sword;forged blade;wavy pattern on forged blades;sharpness;unhulled rice",Guess the Kunyomi,Image
初,"うい,ぞめ","first;new,first doing of ... (ever, in one's life, in the new year, etc.)",Guess the Kunyomi,Image
則,"のり","rule;law;regulation;model;pattern;teachings of Buddha;Buddhist doctrine;transverse measurement;measurement across;side-slope;slope",Guess the Kunyomi,Image
剣,"つるぎ","sword (esp. a large, double-edged one);blade;bayonet;swordsmanship;stinger;ovipositor;dart",Guess the Kunyomi,Image
功,"いさお","distinguished service;meritorious service",Guess the Kunyomi,Image
助,"すけ","assistance;help;helper;babe;chick;broad",Guess the Kunyomi,Image
勲,"いさお","distinguished service;meritorious service",Guess the Kunyomi,Image
医,"くすし","doctor",Guess the Kunyomi,Image
十,"と","ten;10;ten years of age;book containing a collection of poems",Guess the Kunyomi,Image
