Question,Answer,Comment,Instruction,Render as
佛,"ほとけ","Buddha;Shakyamuni;Buddhist image;figure of Buddha;the dead;dead person;departed soul;merciful person",Guess the Kunyomi,Image
價,"あたい","price;cost;worth;merit;value",Guess the Kunyomi,Image
儞,"おれ","you",Guess the Kunyomi,Image
𠏹,"ほとけ","Buddha;Shakyamuni;Buddhist image;figure of Buddha;the dead;dead person;departed soul;merciful person",Guess the Kunyomi,Image
劍,"つるぎ","sword (esp. a large, double-edged one);blade;bayonet;swordsmanship;stinger;ovipositor;dart",Guess the Kunyomi,Image
劒,"つるぎ","sword (esp. a large, double-edged one);blade;bayonet;swordsmanship;stinger;ovipositor;dart",Guess the Kunyomi,Image
匜,"はんぞう","teapot-like object made typically of lacquerware and used to pour hot and cold liquids;basin of water with two handles on either side used for washing one's face or hands",Guess the Kunyomi,Image
啞,"おし","muteness;speech impairment;mute;deaf-mute",Guess the Kunyomi,Image
國,"くに","country;state;region;national government;central government;home (i.e. hometown, home country);province (of Japan);land;earth",Guess the Kunyomi,Image
壟,"おか","hill;height;knoll;rising ground;bonus points awarded to the winner at the end of a game",Guess the Kunyomi,Image
壽,"ことぶき","congratulations;felicitations;best wishes;longevity;long life",Guess the Kunyomi,Image
媛,"ひめ","young lady of noble birth;princess (esp. in Western contexts, tales, etc.);girl;small;cute;lesser (in names of species);prostitute",Guess the Kunyomi,Image
巖,"いわお,いわ","huge rock;massive boulder,rock;boulder;crag;cliff;anchor",Guess the Kunyomi,Image
帶,"おび","obi (kimono sash);obi (strip of paper looped around a book, CD, etc. containing information about the product);band;belt;strip;cingulum;radio or television program broadcast in the same time slot on all or most days",Guess the Kunyomi,Image
庠,"まなびや","school;school building;schoolhouse",Guess the Kunyomi,Image
弎,"み","three;3",Guess the Kunyomi,Image
弽,"ゆがけ","archer's glove (with a groove for pulling the string)",Guess the Kunyomi,Image
戀,"こい","(romantic) love",Guess the Kunyomi,Image
晝,"ひる","noon;midday;daytime;lunch",Guess the Kunyomi,Image
曉,"あかつき","dawn;daybreak;event (e.g. 'in the event of ...');occasion;occurrence",Guess the Kunyomi,Image
枘,"ほぞ","tenon;cog;dovetail;pivot",Guess the Kunyomi,Image
柲,"ふる","handle of an axe;handle of a hatchet",Guess the Kunyomi,Image
案,"つくえ","desk",Guess the Kunyomi,Image
梶,"かじ","rudder;helm",Guess the Kunyomi,Image
楫,"かじ","rudder;helm",Guess the Kunyomi,Image
槇,"まき","yew plum pine (Podocarpus macrophyllus)",Guess the Kunyomi,Image
檝,"かじ","rudder;helm",Guess the Kunyomi,Image
檞,"かしわ","daimyo oak (Quercus dentata);Japanese emperor oak",Guess the Kunyomi,Image
櫧,"かし","evergreen oak",Guess the Kunyomi,Image
櫻,"さくら","cherry tree;cherry blossom;fake buyer;paid audience;shill;seat filler;hired applauder;horse meat",Guess the Kunyomi,Image
瀧,"たき","waterfall;rapids",Guess the Kunyomi,Image
爲,"ため","good;advantage;benefit;welfare;sake;purpose;objective;aim;consequence;result;effect;affecting;regarding;concerning",Guess the Kunyomi,Image
猨,"さる","monkey (esp. the Japanese macaque, Macaca fuscata);ape;non-human primate;sly person;idiot;hick;sliding wooden bolt (for holding a door or window shut);clasp used to control the height of a pot-hook;bathhouse prostitute",Guess the Kunyomi,Image
疊,"たたみ","tatami mat;Japanese straw floor coverings",Guess the Kunyomi,Image
穗,"ほ","ear (of a cereal plant);head;spike;point (of a brush, spear, etc.);tip;(pointed) head;crest (of a wave);scion (in grafting)",Guess the Kunyomi,Image
竈,"へっつい,かまど","kamado;traditional Japanese wood or charcoal-fueled cook stove,kamado;traditional Japanese wood or charcoal-fueled cook stove",Guess the Kunyomi,Image
簳,"やがら","shaft of an arrow (usu. made of thin bamboo);cornetfish",Guess the Kunyomi,Image
緋,"あか","red;crimson;scarlet;red-containing colour (e.g. brown, pink, orange);Red (i.e. communist);red light (traffic);red ink (i.e. in finance or proof-reading);(in) the red;complete;total;perfect;obvious;copper;red 5-point card",Guess the Kunyomi,Image
縡,"こと","thing;matter;incident;occurrence;event;something serious;trouble;crisis;circumstances;situation;state of affairs;work;business;affair;after an inflectable word, creates a noun phrase indicating something the speaker does not feel close to;nominalizing suffix;pretending to ...;playing make-believe ...;alias;also known as;otherwise known as;or;necessity;need;you should ...;I advise that you ...;it's important to ...",Guess the Kunyomi,Image
羔,"こひつじ","lamb",Guess the Kunyomi,Image
聲,"こえ","voice;singing (of a bird);chirping (of an insect);hoot;opinion (as expressed in words);view;wish;attitude;will;sound;sense (of something's arrival);feeling;voiced sound",Guess the Kunyomi,Image
肱,"ひじ","elbow",Guess the Kunyomi,Image
腭,"あご","jaw;chin;barb (of a fishhook)",Guess the Kunyomi,Image
腮,"えら,あご","gills;branchia;angle of the mandible;gonial angle,jaw;chin;barb (of a fishhook)",Guess the Kunyomi,Image
臂,"ひじ","elbow",Guess the Kunyomi,Image
艸,"くさ","grass;weed;herb;thatch;ninja;not genuine;substandard;LOL;haha",Guess the Kunyomi,Image
芇,"じご","jigo;go game resulting in a tie or a draw",Guess the Kunyomi,Image
莓,"いちご","strawberry (esp. the garden strawberry, Fragaria x ananassa)",Guess the Kunyomi,Image
莧,"ひゆ","Joseph's-coat (Amaranthus tricolor);tampala",Guess the Kunyomi,Image
萬,"よろず","10,000;ten thousand;myriad;everything;all;various",Guess the Kunyomi,Image
處,"ところ","place;spot;scene;site;address;district;area;locality;one's house;point;aspect;side;facet;passage (in text);part;space;room;thing;matter;whereupon;as a result;about to;on the verge of;was just doing;was in the process of doing;have just done;just finished doing",Guess the Kunyomi,Image
蝱,"あぶ","horsefly;gadfly",Guess the Kunyomi,Image
螠,"ゆむし","spoonworm (esp. species Urechis unicinctus)",Guess the Kunyomi,Image
螢,"ほたる","firefly (Luciola cruciata);lightning bug;glowworm",Guess the Kunyomi,Image
蟬,"せみ","cicada;locust;small-sized pulley",Guess the Kunyomi,Image
蟲,"むし","insect;bug;cricket;moth;worm;roundworm;thing inside one's body believed to influence one's thoughts and feelings;(one's) unconscious;nervousness;fretfulness;person devoted to one thing;single-minded person;valve core;mushi (type of game played with a stripped deck)",Guess the Kunyomi,Image
蠶,"かいこ","silkworm (Bombyx mori)",Guess the Kunyomi,Image
襅,"ちはや","thin, white ceremonial haori worn by miko",Guess the Kunyomi,Image
謚,"おくりな","posthumous name;posthumous title",Guess the Kunyomi,Image
讌,"うたげ","party;banquet;feast",Guess the Kunyomi,Image
貉,"むじな","badger;raccoon dog (Nyctereutes procyonoides)",Guess the Kunyomi,Image
貍,"たぬき","tanuki (Nyctereutes procyonoides);raccoon dog;sly dog;sly old fox;sly fox;cunning devil;sly person",Guess the Kunyomi,Image
貒,"まみ","badger;raccoon dog (Nyctereutes procyonoides)",Guess the Kunyomi,Image
鄰,"となり","next (to);adjoining;adjacent;house next door;neighbouring house;next-door neighbour;next-door neighbor",Guess the Kunyomi,Image
釵,"かんざし","ornamental hairpin",Guess the Kunyomi,Image
霓,"にじ","rainbow",Guess the Kunyomi,Image
韘,"ゆがけ","archer's glove (with a groove for pulling the string)",Guess the Kunyomi,Image
顋,"えら,あご","gills;branchia;angle of the mandible;gonial angle,jaw;chin;barb (of a fishhook)",Guess the Kunyomi,Image
顏,"かお","face;visage;look;expression;countenance;honor;honour;influence;notoriety",Guess the Kunyomi,Image
餠,"もちい,もち","mochi;(sticky) rice cake,mochi;(sticky) rice cake",Guess the Kunyomi,Image
魣,"かます","barracuda (Sphyraena spp.)",Guess the Kunyomi,Image
魳,"かます","barracuda (Sphyraena spp.)",Guess the Kunyomi,Image
鮞,"はららご","hard roe (esp. salmon)",Guess the Kunyomi,Image
鯥,"むつ","gnomefish (Scombrops boops)",Guess the Kunyomi,Image
鰧,"おこぜ","stingfish;scorpion fish;stonefish",Guess the Kunyomi,Image
鰷,"はや","minnow;shinner",Guess the Kunyomi,Image
鱷,"わに","crocodile;alligator;shark",Guess the Kunyomi,Image
鶍,"いすか","common crossbill (Loxia curvirostra)",Guess the Kunyomi,Image
齒,"は","tooth;teeth;tooth (of a comb, saw, etc.);cog;support (of a geta)",Guess the Kunyomi,Image
齶,"あご","jaw;chin;barb (of a fishhook)",Guess the Kunyomi,Image
