Question,Answer,Comment,Instruction,Render as
"grade","最高級,勾配,合格,並,同級,上,段階,上がる,点数,学年,小学,可,甲,下級,小学校,上級,程度,欠点,級,品位,高等,並み,下等,段,小学生,中,不可,落第,階級,乙,中尉,入幕,中等,挙がる,位,点,良,現段階","最高級 highest grade
勾配 grade
合格 passing grade
並 regular grade
同級 same grade
上 first grade
段階 grade
上がる advance next grade
点数 grade
学年 grade
小学 grade
可 Pass(grade)
甲 grade
下級 lower grade
小学校 grade
上級 upper grade
程度 grade
欠点 failing grade
級 grade;grade
品位 grade
高等 grade
並み regular grade
下等 low grade
段 grade
小学生 grade student
中 medium grade;average(grade,level,)
不可 failing grade
落第 making grade
階級 grade
乙 B(grade)
中尉 lieutenant junior grade
入幕 advancing first grade
中等 second grade;secondary grade
挙がる advance next grade
位 grade(quality,)
点 grade
良 Go",Guess Vocab related to Keyword,Text
"visit","墓参り,ご無沙汰,上がる,お参り,初詣,御無沙汰,初詣で,伺う,引っ掛る,寄る,参る,訪ねる,墓参,挙がる,来日,参拝,来訪,里帰り,引っかかる,訪問,訪中,襲う,打つ,参観,見舞う,踏む,訪れ,邪魔,遠征,降る,訪米,引っ掛かる,訪れる,戸別訪問,面会,訪日,訪欧","墓参り visit grave
ご無沙汰 neglecting(failing)write(call,visit,)
上がる visit
お参り visit(shrine,grave,)
初詣 first shrine visit New Year
御無沙汰 neglecting(failing)write(call,visit,)
初詣で first shrine visit New Year
伺う pay visit
引っ掛る drop short visit
寄る short visit
参る visit(shrine,grave)
訪ねる visit;pay visit
墓参 visit grave
挙がる visit
来日 visit
参拝 visit(shrine temple worship)
来訪 visit
里帰り bride's first visit parents getting married
引っかかる drop short visit
訪問 visit
訪中 visit China
襲う sudden visit
打つ visit(pilgrimage)
参観 visit
見舞う visit comfort console
踏む visit
訪れ vis",Guess Vocab related to Keyword,Text
"hair","上げる,下ろす,乱す,抜け出す,刈る,髪形,挙げる,延びる,寝る,揚げる,伸ばす,根,白髪,毛,繕う,結う,延ばす,髪,伸びる,降ろす,美容師,頭,房,坊主,落とす,束ねる,散髪,素直,裾,腰,直す,髪の毛,頭髪,解く,霜,髪型","上げる (hair)
下ろす (hair)
乱す dishevel(hair)
抜け出す begin fall(hair)
刈る cut(grass,hair,)
髪形 hair style
挙げる (hair)
延びる grow(hair,height,grass,)
寝る lie flat(hair)
揚げる (hair)
伸ばす grow long(hair,nails)
根 root(tooth,hair,)
白髪 gray hair;grey hair;white hair;grey hair;gray h
毛 hair
繕う fix(hair,clothes,appearance,)
結う (hair)
延ばす grow long(hair,nails)
髪 hair(head)
伸びる grow(hair,height,grass,)
降ろす (hair)
美容師 hair stylist
頭 hair(head);hair(head)
房 tuft(hair,threads,)
坊主 close-cropped hair
落とす remove(stains facial hair)
束ねる tie bundle(straw,hair,bills,letters)
散髪",Guess Vocab related to Keyword,Text
"begin","仕掛ける,旅立つ,出す,元来,売り出す,乗り出す,働きかける,働き掛ける,立つ,明ける,大体,初めに,始まる,先ず,打ち出す,入る,第一,全体,様になる,取り掛かる,開ける,始めに,話し掛ける,成る,起こす,綻びる,始める,言い出す,掛ける,抜け出す,空ける,走り出す","仕掛ける begin
旅立つ begin trip
出す begin
元来 begin
売り出す begin selling
乗り出す begin ride
働きかける begin work
働き掛ける begin work
立つ begin blow(wind,breeze,);begin
明ける begin(New Year)
大体 begin
初めに begin
始まる begin;begin(anew)
先ず begin
打ち出す begin striking
入る begin
第一 begin
全体 begin
様になる begin
取り掛かる begin
開ける begin(New Year)
始めに begin
話し掛ける begin talk
成る begin
起こす begin
綻びる begin open;begin bloom
始める begin
言い出す begin say
掛ける begin(complete)
抜け出す begin fall(hair)
空ける begin(New Year)
走り出す begin run",Guess Vocab related to Keyword,Text
"birth","備える,生後,発生,生まれつき,生み,お産,姫,嫡出,出産,畑,母体,生む,生み出す,出生,産む,生まれ,生誕,誕生,発祥,生育,陣痛,新生,身元,生年月日,身分,避妊","備える since birth
生後 since birth
発生 birth(civilization)
生まれつき birth
生み giving birth;birth
お産 (giving)birth
姫 young lady noble birth
嫡出 legitimate birth
出産 (giving)birth
畑 birth
母体 mother's body(when pregnant giving birth)
生む give birth
生み出す give birth
出生 birth;birth
産む give birth
生まれ birth
生誕 birth
誕生 birth
発祥 birth emperor ancestors
生育 giving birth raising;birth growth
陣痛 birth pains
新生 new birth
身元 birth(parentage)
生年月日 date birth;birth date
身分 birth
避妊 birth control",Guess Vocab related to Keyword,Text
"fail","潰れる,何卒,伸び悩む,損なう,落とす,決まって,乗り遅れる,何とぞ,見逃す,倒れる,見捨てる,漏らす,被る,落ちる,必ず,損ねる,逃げる,患う,煩う,是非,怠る,見落とす,見損なう,欠かす,滑る,逃がす","潰れる fail
何卒 fail
伸び悩む fail improve
損なう fail
落とす fail(course)
決まって fail
乗り遅れる fail keep(times)
何とぞ fail
見逃す fail notice
倒れる fail
見捨てる fail
漏らす fail
被る fail
落ちる fail(exam)
必ず fail
損ねる fail(what ought done)
逃げる fail hold ideal posture
患う fail
煩う fail
是非 fail
怠る fail
見落とす fail notice
見損なう fail notice
欠かす fail
滑る fail(examination)
逃がす fail catch",Guess Vocab related to Keyword,Text
"behaviour","よそ行き,地味,取り込む,悪戯,習性,様子,ご馳走様,ご馳走さま,仕草,態度,病気,行儀,邪魔,進退,風,振り,動作,真似,愛嬌,行動,振る舞い,謹慎,斑,行い","よそ行き best(behaviour,manners,)
地味 reserved(behaviour,attitude,)
取り込む adopt(behaviour)
悪戯 lewd behaviour
習性 behaviour
様子 behaviour
ご馳走様 thank(displaying lovey-dovey behaviour)
ご馳走さま thank(displaying lovey-dovey behaviour)
仕草 behaviour
態度 behaviour
病気 bad behaviour
行儀 behaviour
邪魔 demon obstructs sentient beings maintaining mor
進退 behaviour
風 behaviour
振り behaviour
動作 behaviour
真似 behaviour
愛嬌 ingratiating behaviour
行動 behaviour
振る舞い behaviour
謹慎 moderating behaviour
斑 unevenness(quality,results,behaviour,)
行い behaviour",Guess Vocab related to Keyword,Text
"drive","やる気,乗り回す,外付,去る,外付け,打ち込む,萎える,乗回す,払う,転がす,走る,気迫,進攻,値切る,行程,追い出す,追い込む,意欲,運動,意気地,飛ばす,打つ,推進,追う","やる気 drive
乗り回す drive(car)around
外付 external(hard drive,disk drive,)
去る drive
外付け external(hard drive,disk drive,)
打ち込む drive;drive(nail,stake,)
萎える disappear(energy,drive,)
乗回す drive(car)around
払う drive away(competitors)
転がす drive(car)
走る drive
気迫 drive
進攻 drive
値切る drive bargain
行程 drive
追い出す drive
追い込む drive
意欲 drive
運動 drive
意気地 drive
飛ばす drive fast
打つ drive
推進 drive
追う drive;drive(herd)",Guess Vocab related to Keyword,Text
"given","お土産,出る,お年玉,姓名,下りる,付く,名,見返り,受ける,名乗り,載る,賜杯,名前,土産,礼金,降りる,呼び名,失点,粗品,頂戴,目覚まし,預かる,請ける","お土産 unpleasant given(illness while vacation)
出る given
お年玉 New Year's gift(usu. money given child relativ
姓名 family given
下りる given
付く given(,price,)
名 given
見返り done given return
受ける given(life,talent)
名乗り given male members nobility samurai class comi
載る given
賜杯 trophy given Emperor
名前 given
土産 unpleasant given(illness while vacation)
礼金 money(given thanks)
降りる given
呼び名 given
失点 point given away
粗品 gift given companies customers token gratitude
頂戴 given
目覚まし early-morning treat(traditionally given child
預かる given responsibility
請ける given(lif",Guess Vocab related to Keyword,Text
"please","何とぞ,下さい,お願いいたします,お邪魔します,よろしくお願いいたします,ご免ください,お願いします,お願い,何分,何卒,宜しく,ご遠慮下さい,頼む,よろしくお願いします,お願い致します,取り込む,気難しい,頂戴,ご遠慮ください,喜ばす,難しい,御願い,野放し","何とぞ please
下さい please(give);please
お願いいたします please
お邪魔します please excuse intrusion
よろしくお願いいたします please remember;please help;please;pl
ご免ください please forgive
お願いします please
お願い please
何分 please
何卒 please
宜しく please take care;please remember;please treat 
ご遠慮下さい please refrain
頼む please
よろしくお願いします please;please help;please remember;plea
お願い致します please
取り込む please
気難しい hard please
頂戴 please(give
ご遠慮ください please refrain
喜ばす please
難しい hard please
御願い please
野放し lettingthey please",Guess Vocab related to Keyword,Text
