Question,Answer,Comment,Instruction,Render as
魚,"うお,さかな","fish","Common reading and JLPT 3,4,5 kanji",Image
海老,"えび","crayfish//lobster//prawn//shrimp","Common reading and JLPT 3,4,5 kanji",Image
青柳,"あおやぎ","green willow (i.e. one that has budded)//meat of the trough shell (Mactra chinensis)","Common reading and JLPT 1,2 kanji",Image
鯨,"くじら","whale (Cetacea spp.)","Common reading and JLPT 1,2 kanji",Image
漁,"りょう","catch (e.g. of fish)//fishing//gathering seafood (e.g. clams, seaweed)//haul","Common reading and JLPT 1,2 kanji",Image
年魚,"あゆ","ayu//salmon//sweetfish (Plecoglossus altivelis altivelis)","Common reading with less common but still familiar kanji
Clue:||鮎||",Image
香魚,"あゆ","ayu//salmon//sweetfish (Plecoglossus altivelis altivelis)","Common reading with less common but still familiar kanji
Clue:||鮎/年魚||",Image
石決明,"あわび","abalone//ear shell","Common reading with less common but still familiar kanji
Clue:||鮑/鰒||",Image
堅魚,"かつお","oceanic bonito//skipjack tuna (Katsuwonus pelamis)//victorfish","Common reading with less common but still familiar kanji
Clue:||鰹||",Image
松魚,"かつお","oceanic bonito//skipjack tuna (Katsuwonus pelamis)//victorfish","Common reading with less common but still familiar kanji
Clue:||鰹/堅魚||",Image
章魚,"たこ","octopus","Common reading with less common but still familiar kanji
Clue:||蛸/鮹||",Image
釣,"つり","angling//change (for a purchase)//clickbaiting//fishing//trolling//writing deliberately inflammatory posts online","Common reading with less common but still familiar kanji",Image
鯵,"あじ","horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus)//jack mackerel//pompano//scad","Common reading and Common but hard kanji",Image
鮎,"あゆ","ayu//salmon//sweetfish (Plecoglossus altivelis altivelis)","Common reading and Common but hard kanji",Image
鮑,"あわび","abalone//ear shell","Common reading and Common but hard kanji",Image
鰯,"いわし","pilchard (esp. Japanese pilchard, Sardinops melanostictus)//sardine","Common reading and Common but hard kanji",Image
鰻,"うなぎ","eel (esp. the Japanese eel, Anguilla japonica)","Common reading and Common but hard kanji",Image
鱗,"うろこ","scale (of fish, snake, etc.)//serif (on kana or kanji (e.g. in Mincho font))","Common reading and Common but hard kanji",Image
牡蠣,"かき","oyster//oyster shell","Common reading and Common but hard kanji",Image
鰹,"かつお","oceanic bonito//skipjack tuna (Katsuwonus pelamis)//victorfish","Common reading and Common but hard kanji",Image
蟹,"かに","crab","Common reading and Common but hard kanji",Image
鯉,"こい","common carp (Cyprinus carpio)//koi carp","Common reading and Common but hard kanji",Image
鮭,"さけ","chum salmon (Oncorhynchus keta)//salmon (Salmonidae spp.)","Common reading and Common but hard kanji",Image
鯖,"さば","mackerel (esp. the chub mackerel, Scomber japonicus)//server (esp. in an online game)","Common reading and Common but hard kanji",Image
鮫,"さめ","shark","Common reading and Common but hard kanji",Image
珊瑚,"さんご","coral","Common reading and Common but hard kanji",Image
鯛,"たい","porgy//sea bream (Sparidae)//tai (species of reddish-brown Pacific sea bream, Pagrus major)","Common reading and Common but hard kanji",Image
蛸,"たこ","octopus","Common reading and Common but hard kanji",Image
鮪,"まぐろ","dead lay//Pacific bluefin tuna (edible fish, Thunnus orientalis)//person who is inactive during sexual intercourse//someone unconscious due to alcohol//starfish//tuna (edible fish, Thunnus spp.)//tunny","Common reading and Common but hard kanji",Image
鱒,"ます","sea trout//trout","Common reading and Common but hard kanji",Image
鰺,"あじ","horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus)//jack mackerel//pompano//scad","Common reading and Uncommon kanji
Clue:||鯵||",Image
鰒,"あわび","abalone//ear shell","Common reading and Uncommon kanji
Clue:||鮑||",Image
烏賊,"いか","cuttlefish//squid","Common reading and Uncommon kanji
Clue:||鰞||",Image
鰞,"いか","cuttlefish//squid","Common reading and Uncommon kanji",Image
鰮,"いわし","pilchard (esp. Japanese pilchard, Sardinops melanostictus)//sardine","Common reading and Uncommon kanji
Clue:||鰯||",Image
鰕,"えび","crayfish//lobster//prawn//shrimp","Common reading and Uncommon kanji
Clue:||海老||",Image
蝦,"えび,かえる","crayfish//frog//kajika frog (Buergeria buergeri)//lobster//prawn//shrimp","Common reading and Uncommon kanji
Clue:||海老/蛤/鰕||",Image
蛤,"かえる","frog//kajika frog (Buergeria buergeri)","Common reading and Uncommon kanji",Image
鮓,"すし","anything made with vinegared rice (may also contain vegetables, spices, fish, or other delicacies)//sushi","Common reading and Uncommon kanji",Image
鮨,"すし","anything made with vinegared rice (may also contain vegetables, spices, fish, or other delicacies)//sushi","Common reading and Uncommon kanji
Clue:||鮓||",Image
鮹,"たこ","octopus","Common reading and Uncommon kanji
Clue:||蛸||",Image
藍子,"あいご","dusky rabbitfish//mottled spinefoot (Siganus fuscescens, species of Western Pacific rabbitfish)//sandy spinefoot","Uncommon reading and slightly hard kanji",Image
青柳,"あおやなぎ","green willow (i.e. one that has budded)//meat of the trough shell (Mactra chinensis)","Uncommon reading and slightly hard kanji",Image
赤貝,"あかがい","ark shell//blood clam (Scapharca broughtonii)","Uncommon reading and slightly hard kanji",Image
穴子,"あなご","conger eel (esp. the common Japanese conger, Conger myriaster)//garden eel","Uncommon reading and slightly hard kanji",Image
甘海老,"あまえび","Maine shrimp//northern pink prawn//northern shrimp (Pandalus borealis)//red shrimp//sweet shrimp","Uncommon reading and slightly hard kanji",Image
玉筋魚,"いかなご","Japanese sand lance (Ammodytes personatus)//Pacific sandeel","Uncommon reading and slightly hard kanji",Image
鯨,"いさ,いさな","whale","Uncommon reading and slightly hard kanji",Image
鶏魚,"いさき,いさぎ","chicken grunt (Parapristipoma trilineatum)//threeline grunt","Uncommon reading and slightly hard kanji
Clue:||伊佐木||",Image
石持,"いしもち","coral fish//Indian perch//Nibe croaker (Nibea mitsukurii)//silver croaker//silver white croaker (Pennahia argentata)//vertical-striped cardinalfish (Apogon lineatus)//white croaker","Uncommon reading and slightly hard kanji
Clue:||石首魚||",Image
石首魚,"いしもち","coral fish//Indian perch//Nibe croaker (Nibea mitsukurii)//silver croaker//silver white croaker (Pennahia argentata)//vertical-striped cardinalfish (Apogon lineatus)//whit//white croaker","Uncommon reading and slightly hard kanji",Image
糸魚,"いとよ","three-spined stickleback (Gasterosteus aculeatus)","Uncommon reading and slightly hard kanji",Image
岩魚,"いわな","char (esp. the Japanese char, Salvelinus pluvius)//charr","Uncommon reading and slightly hard kanji",Image
石斑魚,"うぐい","Japanese dace (Tribolodon hakonensis)","Uncommon reading and slightly hard kanji
Clue:||鯎||",Image
海胆,"うに","sea urchin//seasoned sea urchin eggs","Uncommon reading and slightly hard kanji
Clue:||海栗/雲丹||",Image
雲丹,"うに","sea urchin//seasoned sea urchin eggs","Uncommon reading and slightly hard kanji",Image
斉魚,"えつ","Japanese grenadier anchovy (Coilia nasus)","Uncommon reading and slightly hard kanji",Image
