Question,Answer,Comment,Instruction,Render as
"examination results; test outcome; test result
この国では、長い間、||試＊＊＊||のみを重視した教育を行ってきた。
君の||試＊＊＊||は優秀だ。","しけんけっか,試験結果","",Guess the term having 4 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"bar examination
今年は例年に無く多くの学生が||司＊＊＊||を受けた。
彼は||司＊＊＊||に合格し、法律事務所を創設した。
長年にわたる努力が実を結び、トムは||司＊＊＊||に合格することができました。","しほうしけん,司法試験","",Guess the term having 4 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"election results
出席していた人々は皆その||選＊＊＊||に驚いた。","せんきょけっか,選挙結果","",Guess the term having 4 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"industrial dispute; labor dispute; labour disput..
||労＊＊＊||によって失われた日数が反対ページの表に示されている。
彼はその||労＊＊＊||の経済的側面より、政治的側面により多くの関心を持っていた。","ろうどうそうぎ,労働争議","industrial dispute; labor dispute; labour dispute; strike",Guess the term having 4 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"labor law; labour law
会社は複数の||労＊＊||に違反している。","ろうどうほう,労働法","",Guess the term having 3 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"historic; historical; traditional
その生物学者は自分の||歴＊＊||な発見を誇りに思っている。
フォークを使う人々は、||歴＊＊||にみて、ずっと少数派であった。
彼はその謎を解くために||歴＊＊||な文書を調べた。
彼は||歴＊＊||な航海に出かけた。
彼は||歴＊＊||な航海に出た。","れきしてき,歴史的","",Guess the term having 3 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"derisive; sarcastic
彼女は人生に対してとても||冷＊＊||だ。","れいしょうてき,冷笑的","",Guess the term having 3 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"ill health; poor health; unhealthy
一日にオレンジを二十個以上食べるのは||不＊＊||だと思う。
||不＊＊||そうね。
喫煙は||不＊＊||だからやめるべきである。
彼女はなかなかきれいだが||不＊＊||そうだ。
極く常識的に考えて見ても、笑いのない人生は暗く冷たい。そして||不＊＊||であるように思われます。
私達は彼の||不＊＊||を考慮しなければならない。","ふけんこう,不健康","",Guess the term having 3 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"imperfect; incomplete; unfinished
このリストは||未＊＊||です。
私の仕事はまだ||未＊＊||です。","みかんせい,未完成","",Guess the term having 3 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
"not having to take an examination; not taking an..
彼は||無＊＊||でその学校の入学が認められた。
||無＊＊||で入学を許可された。","むしけん,無試験","not having to take an examination; not taking an examination",Guess the term having 3 (Grade-4 level) Kanji or its reading(not strictly same reading as one in the example),Text
