Question,Answer,Comment,Instruction,Render as
"altitude","高さ,高層,高所,高度","高さ altitude
高層 (altitude)
高所 altitude
高度 altitude",Guess Vocab related to Keyword,Text
"enrolment","入園,入会,入学,入団","入園 enrolment nursery
入会 enrolment
入学 enrolment
入団 enrolment",Guess Vocab related to Keyword,Text
"explain","一通り,丸める,話す,説く","一通り briefly(look,explain,)
丸める explain away
話す explain
説く explain",Guess Vocab related to Keyword,Text
"none","何ら,共,皆無,元々","何ら (none)whatsoever
共 none
皆無 none
元々 none worse",Guess Vocab related to Keyword,Text
"right-hand","右側,右腕,右,右手","右側 right-hand side
右腕 right-hand;right-hand man
右 right-hand side
右手 right-hand direction;right-hand side",Guess Vocab related to Keyword,Text
"rumor","評判,説,話,物言い","評判 rumor
説 rumor
話 rumor
物言い rumor",Guess Vocab related to Keyword,Text
"January","正月,１月,初場所,防衛庁","正月 January
１月 January
初場所 New Year's Tournament(held Tokyo January)
防衛庁 Defense Agency(became Ministry Defense January",Guess Vocab related to Keyword,Text
"mere","本の,単なる,口先,素","本の mere
単なる mere
口先 mere words
素 mere",Guess Vocab related to Keyword,Text
"slightest","微塵,何,少しも,全然","微塵 slightest
何 slightest
少しも slightest
全然 slightest",Guess Vocab related to Keyword,Text
"stack","積む,重ねる,山,盛る","積む stack
重ねる stack
山 stack
盛る stack",Guess Vocab related to Keyword,Text
"duration","間,通話,刹那,存続","間 duration
通話 counter telephone calls set duration
刹那 duration single mental event(1/75 second)
存続 duration",Guess Vocab related to Keyword,Text
"han","漢語,匹,半,藩","漢語 language Han
匹 counter rolls cloth(two han size)
半 han(unit land area,approx. 595.8 m^2)
藩 han(estate daimyo Edo early Meiji periods)",Guess Vocab related to Keyword,Text
"ancestry","外人,血,流れ,系統","外人 foreigner(European ancestry)
血 ancestry
流れ ancestry
系統 ancestry",Guess Vocab related to Keyword,Text
"ashore","上陸,挙がる,上がる,打ち上げる","上陸 going ashore
挙がる come ashore
上がる come ashore
打ち上げる wash(ashore)",Guess Vocab related to Keyword,Text
"chancellor","首相,学長,宰相,総長","首相 chancellor(Germany,Austria,)
学長 chancellor
宰相 chancellor
総長 chancellor",Guess Vocab related to Keyword,Text
"craftsmanship","出来,細工,巧み,手際","出来 craftsmanship
細工 craftsmanship
巧み craftsmanship
手際 craftsmanship",Guess Vocab related to Keyword,Text
"dew","下りる,玉,降りる,露","下りる form(frost,dew,mist,)
玉 bead(sweat,dew,)
降りる form(frost,dew,mist,)
露 dew",Guess Vocab related to Keyword,Text
"Germany","西ドイツ,首相,州,西独","西ドイツ West Germany(1949-1990);Federal Republic Germ
首相 chancellor(Germany,Austria,)
州 state(US,Australia,India,Germany,)
西独 West Germany(1949-1990)",Guess Vocab related to Keyword,Text
"magnanimity","量,大気,腹,寛容","量 magnanimity
大気 magnanimity
腹 magnanimity
寛容 magnanimity",Guess Vocab related to Keyword,Text
"must","駄目,必着,失敬,行けません","駄目 must
必着 must received;must arrive
失敬 must going now
行けません must",Guess Vocab related to Keyword,Text
"negotiation","協議,折衝,商談,話","協議 negotiation
折衝 negotiation
商談 negotiation
話 negotiation",Guess Vocab related to Keyword,Text
"particle","微塵,分子,粒子,助詞","微塵 particle
分子 particle
粒子 particle
助詞 particle",Guess Vocab related to Keyword,Text
"assent","承知,同意,許諾,賛意","承知 assent
同意 assent
許諾 assent
賛意 assent",Guess Vocab related to Keyword,Text
"cattle","牧畜,牛,頭,家畜","牧畜 cattle breeding
牛 cattle(Bos taurus)
頭 counter large animals(head cattle)
家畜 cattle",Guess Vocab related to Keyword,Text
"devotion","一辺倒,信,孝行,真心","一辺倒 complete devotion
信 devotion
孝行 showing devotion
真心 devotion",Guess Vocab related to Keyword,Text
"discovery","発見,露顕,発掘,発覚","発見 discovery
露顕 discovery(plot,misdeed,)
発掘 discovery(new fact,talent,)
発覚 discovery",Guess Vocab related to Keyword,Text
"displeasure","不機嫌,買う,不快,不満","不機嫌 displeasure
買う incur(anger,displeasure,)
不快 displeasure
不満 displeasure",Guess Vocab related to Keyword,Text
"enjoyment","曲,楽しみ,享受,観賞","曲 enjoyment
楽しみ enjoyment
享受 enjoyment(freedom,peace,)
観賞 enjoyment",Guess Vocab related to Keyword,Text
"fuse","飛ぶ,口火,溶ける,跳ぶ","飛ぶ blow(fuse)
口火 fuse
溶ける fuse
跳ぶ blow(fuse)",Guess Vocab related to Keyword,Text
"gleam","灯り,輝く,光,明かり","灯り gleam
輝く gleam
光 gleam
明かり gleam",Guess Vocab related to Keyword,Text
"helmet","筋,着用,天辺,真っ向","筋 seam helmet
着用 wearing(uniform,seat belt,helmet)
天辺 top helmet
真っ向 helmet front",Guess Vocab related to Keyword,Text
"hero","国民的,仕手,主人公,英雄","国民的 national(hero,pastime,consensus)
仕手 hero
主人公 hero
英雄 hero",Guess Vocab related to Keyword,Text
"idiosyncrasy","特色,特性,癖,個性","特色 idiosyncrasy
特性 idiosyncrasy
癖 idiosyncrasy
個性 idiosyncrasy",Guess Vocab related to Keyword,Text
"ignorance","不明,愚痴,無知,知らん顔","不明 ignorance
愚痴 moha(ignorance,folly)
無知 ignorance
知らん顔 feigned ignorance",Guess Vocab related to Keyword,Text
"middleman","仲人,通す,口利き,徹す","仲人 middleman
通す through(middleman)
口利き middleman
徹す through(middleman)",Guess Vocab related to Keyword,Text
"parentage","出身,家柄,身元,混血","出身 origin(city,country,parentage,)
家柄 parentage
身元 birth(parentage)
混血 mixed parentage",Guess Vocab related to Keyword,Text
"renewal","更新,維新,代謝,更改","更新 renewal
維新 renewal
代謝 renewal
更改 renewal",Guess Vocab related to Keyword,Text
"rural","郡部,農村,地方,田園","郡部 rural districts
農村 rural
地方 rural area
田園 rural districts",Guess Vocab related to Keyword,Text
"sew","着ける,刺す,縫う,付ける","着ける sew
刺す sew
縫う sew
付ける sew",Guess Vocab related to Keyword,Text
"tobacco","吸い殻,刻み,飲む,喫煙","吸い殻 tobacco ashes
刻み shredded tobacco
飲む smoke(tobacco)
喫煙 smoking(tobacco)",Guess Vocab related to Keyword,Text
"typhoon","台風,上陸,通過,被災","台風 typhoon
上陸 making landfall(typhoon)
通過 passing(typhoon)
被災 hit(earthquake,typhoon,)",Guess Vocab related to Keyword,Text
"underwear","肌着,振り,食い込む,下着","肌着 underwear
振り wearing underwear pants
食い込む wedged(i.e. underwear pulled,driving between 
下着 underwear",Guess Vocab related to Keyword,Text
"unlucky","黒い,因果,不吉,細い","黒い unlucky
因果 unlucky
不吉 unlucky
細い unlucky",Guess Vocab related to Keyword,Text
"unnatural","不自然,人工的,人為的,無理","不自然 unnatural
人工的 unnatural
人為的 unnatural
無理 unnatural",Guess Vocab related to Keyword,Text
"apprehension","疑心,不安,危惧,逮捕","疑心 apprehension
不安 apprehension
危惧 apprehension
逮捕 apprehension",Guess Vocab related to Keyword,Text
