Question,Answer,Comment,Instruction,Render as
最中,"さいちゅう","(at) the height of//(in) the course of//(in) the middle of//(in) the midst of","Common reading and JLPT 3,4,5 kanji",Image
春雨,"しゅんう","gentle spring rain//thin noodles made from bean starch (or potato starch)","Common reading and JLPT 3,4,5 kanji",Image
人参,"にんじん","Asian ginseng (Panax ginseng)//carrot (Daucus carota)","Common reading and JLPT 3,4,5 kanji",Image
白菜,"はくさい","Chinese cabbage//napa cabbage (Brassica rapa subsp. pekinensis)//nappa cabbage","Common reading and JLPT 3,4,5 kanji",Image
落花生,"らっかせい","groundnut//peanut (Arachis hypogaea)","Common reading and JLPT 3,4,5 kanji",Image
青柳,"あおやぎ","green willow (i.e. one that has budded)//meat of the trough shell (Mactra chinensis)","Common reading and JLPT 1,2 kanji",Image
小豆,"あずき","adzuki bean (Vigna angularis)","Common reading and JLPT 1,2 kanji",Image
梅,"うめ","Chinese plum//Japanese apricot (Prunus mume)//Japanese plum//lowest (of a three-tier ranking system)//ume","Common reading and JLPT 1,2 kanji",Image
枝豆,"えだまめ","edamame (green soybeans)","Common reading and JLPT 1,2 kanji",Image
柿,"かき","Japanese persimmon (Diospyros kaki)//kaki","Common reading and JLPT 1,2 kanji",Image
辛子,"からし","mustard","Common reading and JLPT 1,2 kanji",Image
岩塩,"がんえん","rock salt//halite","Common reading and JLPT 1,2 kanji",Image
菌,"きん","bacterium//fungus//germ//bacillus","Common reading and JLPT 1,2 kanji",Image
鯨,"くじら","whale (Cetacea spp.)","Common reading and JLPT 1,2 kanji",Image
米粉,"こめこ","rice flour","Common reading and JLPT 1,2 kanji",Image
昆布,"こんぶ","any edible species from the family Laminariaceae//kelp//kombu (usu. Saccharina japonica)//konbu","Common reading and JLPT 1,2 kanji",Image
湿地,"しっち","bog//damp ground//marsh//wetland","Common reading and JLPT 1,2 kanji",Image
大根,"だいこん","daikon (variety of large white Oriental radish, Raphanus sativus var. longipinnatus)//ham actor","Common reading and JLPT 1,2 kanji",Image
大豆,"だいず","soy//soya bean (Glycine max)//soybean","Common reading and JLPT 1,2 kanji",Image
唐辛子,"とうがらし","capsicum (Capsicum annuum, esp. the cultivated chili peppers)//cayenne//chili pepper (chile, chilli)//red pepper//shichimi pepper","Common reading and JLPT 1,2 kanji",Image
梨,"なし","pear (esp. Japanese pear)","Common reading and JLPT 1,2 kanji",Image
蜂蜜,"はちみつ","honey","Common reading and JLPT 1,2 kanji",Image
豆,"まめ","baby//bean//child//female genitalia (esp. the clitoris)//kidney//legume (esp. edible legumes or their seeds, e.g. beans, peas, pulses)//midget//miniature//pea//small//small-scale//soy//soya bean (Glycine max)//soybean","Common reading and JLPT 1,2 kanji",Image
桃,"もも","peach (Prunus persica)","Common reading and JLPT 1,2 kanji",Image
年魚,"あゆ","ayu//salmon//sweetfish (Plecoglossus altivelis altivelis)","Common reading with less common but still familiar kanji
Clue:||鮎||",Image
香魚,"あゆ","ayu//salmon//sweetfish (Plecoglossus altivelis altivelis)","Common reading with less common but still familiar kanji
Clue:||鮎/年魚||",Image
石決明,"あわび","abalone//ear shell","Common reading with less common but still familiar kanji
Clue:||鮑/鰒||",Image
堅魚,"かつお","oceanic bonito//skipjack tuna (Katsuwonus pelamis)//victorfish","Common reading with less common but still familiar kanji
Clue:||鰹/松魚||",Image
松魚,"かつお","oceanic bonito//skipjack tuna (Katsuwonus pelamis)//victorfish","Common reading with less common but still familiar kanji
Clue:||鰹||",Image
菌\*,"きのこ","mushroom","Common reading with less common but still familiar kanji
Clue:||茸/蕈||",Image
章魚,"たこ","octopus","Common reading with less common but still familiar kanji
Clue:||蛸/鮹||",Image
款冬,"ふき,やまぶき","amber//bright golden yellow//giant butterbur (Petasites japonicus)//gold coin (formerly used in Japan)//Japanese sweet coltsfoot//Japanese yellow rose//kerria (Kerria japonica)","Common reading with less common but still familiar kanji
Clue:||蕗/苳/菜蕗||",Image
和布,"わかめ","wakame (species of edible brown seaweed, Undaria pinnatifida)","Common reading with less common but still familiar kanji
Clue:||若布/稚海藻||",Image
若布,"わかめ","wakame (species of edible brown seaweed, Undaria pinnatifida)","Common reading with less common but still familiar kanji",Image
稚海藻,"わかめ","wakame (species of edible brown seaweed, Undaria pinnatifida)","Common reading with less common but still familiar kanji
Clue:||若布||",Image
鯵,"あじ","horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus)//jack mackerel//pompano//scad","Common reading and Common but hard kanji",Image
鮎,"あゆ","ayu//salmon//sweetfish (Plecoglossus altivelis altivelis)","Common reading and Common but hard kanji",Image
鮑,"あわび","abalone//ear shell","Common reading and Common but hard kanji",Image
杏,"あんず","apricot (Prunus armeniaca)","Common reading and Common but hard kanji",Image
苺,"いちご","strawberry (esp. the garden strawberry, Fragaria x ananassa)","Common reading and Common but hard kanji",Image
鰯,"いわし","pilchard (esp. Japanese pilchard, Sardinops melanostictus)//sardine","Common reading and Common but hard kanji",Image
鰻,"うなぎ","eel (esp. the Japanese eel, Anguilla japonica)","Common reading and Common but hard kanji",Image
牡蠣,"かき","oyster//oyster shell","Common reading and Common but hard kanji",Image
鰹,"かつお","oceanic bonito//skipjack tuna (Katsuwonus pelamis)//victorfish","Common reading and Common but hard kanji",Image
蕪,"かぶ","turnip (Brassica rapa)","Common reading and Common but hard kanji",Image
南瓜,"かぼちゃ","pumpkin (Cucurbita sp.)//squash","Common reading and Common but hard kanji",Image
茸,"きのこ","mushroom","Common reading and Common but hard kanji",Image
木の芽,"きのめ","bud of Japanese pepper tree (Xanthoxylum piperitum)//leaf bud","Common reading and Common but hard kanji",Image
胡瓜,"きゅうり","cucumber (Cucumis sativus)","Common reading and Common but hard kanji",Image
栗,"くり","Japanese chestnut (Castanea crenata)","Common reading and Common but hard kanji",Image
胡桃,"くるみ","walnut (Juglans spp., esp. Juglans regia)","Common reading and Common but hard kanji",Image
鯉,"こい","common carp (Cyprinus carpio)//koi carp","Common reading and Common but hard kanji",Image
胡椒,"こしょう","pepper","Common reading and Common but hard kanji",Image
胡麻,"ごま","sesame (Sesamum indicum)//sesame seeds","Common reading and Common but hard kanji",Image
鮭,"さけ","chum salmon (Oncorhynchus keta)//salmon (Salmonidae spp.)","Common reading and Common but hard kanji",Image
薩摩芋,"さつまいも","sweet potato (Ipomoea batatas)","Common reading and Common but hard kanji",Image
鯖,"さば","mackerel (esp. the chub mackerel, Scomber japonicus)//server (esp. in an online game)","Common reading and Common but hard kanji",Image
椎茸,"しいたけ","shiitake mushroom (Lentinula edodes)","Common reading and Common but hard kanji",Image
生姜,"しょうが","ginger (Zingiber officinale)","Common reading and Common but hard kanji",Image
西瓜,"すいか","watermelon (Citrullus lanatus)","Common reading and Common but hard kanji",Image
蕎麦,"そば","buckwheat (Fagopyrum esculentum)//Chinese-style noodles//Japanese buckwheat noodles//soba","Common reading and Common but hard kanji",Image
鯛,"たい","porgy//sea bream (Sparidae)//tai (species of reddish-brown Pacific sea bream, Pagrus major)","Common reading and Common but hard kanji",Image
蛸,"たこ","octopus","Common reading and Common but hard kanji",Image
蓼,"たで","jointweed//knotweed (Polygonaceae)//smartweed//water pepper (Persicaria hydropiper)","Common reading and Common but hard kanji",Image
茄子,"なす","aubergine//eggplant (Solanum melongena)","Common reading and Common but hard kanji",Image
葱,"ねぎ","green onion//spring onion//Welsh onion (Allium fistulosum)","Common reading and Common but hard kanji",Image
海苔,"のり","edible seaweed, usu. Porphyra yezoensis or P. tenera, usu. dried and pressed into sheets//laver//nori","Common reading and Common but hard kanji",Image
蕗,"ふき","giant butterbur (Petasites japonicus)//Japanese sweet coltsfoot","Common reading and Common but hard kanji",Image
葡萄,"ぶどう","grape//grapevine","Common reading and Common but hard kanji",Image
鮪,"まぐろ","dead lay//Pacific bluefin tuna (edible fish, Thunnus orientalis)//person who is inactive during sexual intercourse//someone unconscious due to alcohol//starfish//tuna (edible fish, Thunnus spp.)//tunny","Common reading and Common but hard kanji",Image
蜜柑,"みかん","citrus (Citrus spp.)//clementine//mandarin (esp. the satsuma mandarin (Citrus unshiu))//mandarin orange//satsuma//tangerine","Common reading and Common but hard kanji",Image
茗荷,"みょうが","Japanese ginger (Zingiber mioga)","Common reading and Common but hard kanji",Image
柚,"ゆず","yuzu (Citrus ichangensis x C. reticulata)","Common reading and Common but hard kanji
Clue:||柚子||",Image
柚子,"ゆず","yuzu (Citrus ichangensis x C. reticulata)","Common reading and Common but hard kanji",Image
林檎,"りんご","apple (fruit)//apple tree (Malus pumila)","Common reading and Common but hard kanji",Image
山葵,"わさび","horseradish (or any blend of wasabi and horseradish)//Japanese horseradish//wasabi (Wasabia japonica)","Common reading and Common but hard kanji",Image
蕨,"わらび","bracken","Common reading and Common but hard kanji",Image
