Question,Answer,Comment,Instruction,Render As
"ご無沙汰","ごぶさた","long silence; neglecting (failing) to write (call, visit, etc.); not writing or contacting for a while","Guess the Missing Word (2k:沙,汰)",Text
"一旦","いったん","one morning; briefly; for a short time; once; temporarily","Guess the Missing Word (2k:旦)",Text
"一蹴","いっしゅう","beating easily; brushing aside; curtly refusing; defeating handily; flatly rejecting; one kick","Guess the Missing Word (2k:蹴)",Text
"三昧","ざんまい,さんまい","apt to; being absorbed in; being immersed in; doing to one's heart's content; indulging in; prone to; samadhi (state of intense concentration achieved through meditation),apt to; being absorbed in; being immersed in; doing to one's heart's content; indulging in; prone to; samadhi (state of intense concentration achieved through meditation)","Guess the Missing Word (2k:昧)",Text
"乞食","ほいと,こつじき,ほいとう,こじき","beggar; begging; being served food outside the meditation hall (at a Zen temple); food served; serving food,beggar; begging,beggar; begging; being served food outside the meditation hall (at a Zen temple); food served; serving food,beggar; begging","Guess the Missing Word (2k:乞)",Text
"亡骸","なきがら","(dead) body; corpse; remains","Guess the Missing Word (2k:骸)",Text
"人形浄瑠璃","にんぎょうじょうるり","Japanese puppet theatre in which recited narrative and dialog is accompanied by a shamisen (forerunner of bunraku)","Guess the Missing Word (2k:瑠,璃)",Text
"今頃","いまごろ","about this time","Guess the Missing Word (2k:頃)",Text
"伴侶","ばんりょ,はんりょ","companion; partner; spouse,companion; partner; spouse","Guess the Missing Word (2k:侶)",Text
"伽藍","がらん","monastery; temple (esp. large one); temple building","Guess the Missing Word (2k:藍)",Text
"侮蔑","ぶべつ","contempt; disdain; scorn; slight","Guess the Missing Word (2k:蔑)",Text
"便箋","びんせん","notepaper; stationery; writing paper","Guess the Missing Word (2k:箋)",Text
"俳諧","はいかい","absurd; comical; haikai (collective name for haiku, haibun, haiga, senryū, etc.); haikai no renga (humorous, often vulgar style of renga which emerged in the 16th century)","Guess the Missing Word (2k:諧)",Text
"傲慢","ごうまん","arrogant; haughty; insolent; overbearing; proud","Guess the Missing Word (2k:傲)",Text
"僧侶","そうりょ","bonze; monk; priest","Guess the Missing Word (2k:侶)",Text
"元旦","がんたん","morning of New Year's Day; New Year's Day; New Year's morning","Guess the Missing Word (2k:旦)",Text
"充填","じゅうてん","filling (up); filling in (a tooth); loading (a gun with ammunition, a camera with film, etc.); packing; plugging; replenishing","Guess the Missing Word (2k:填)",Text
"先頃","せんころ,さきごろ","recently; the other day,recently; the other day","Guess the Missing Word (2k:頃)",Text
"全貌","ぜんぼう","all the details; full particulars; full view; total picture; whole story","Guess the Missing Word (2k:貌)",Text
"冥利","みょうり","advantage; favor; favour; luck; providence","Guess the Missing Word (2k:冥)",Text
"冥福","みょうふく,めいふく","happiness in the next world; heavenly bliss,happiness in the next world; heavenly bliss","Guess the Missing Word (2k:冥)",Text
"冶金","やきん","metallurgy","Guess the Missing Word (2k:冶)",Text
"初詣で","はつもうで","first shrine visit of the New Year","Guess the Missing Word (2k:詣)",Text
"刹那","せつな","duration of a single mental event (about 1/75 second); kshana; shortest possible interval of time; instant; moment","Guess the Missing Word (2k:刹,那)",Text
"前立腺","ぜんりつせん","prostate (gland)","Guess the Missing Word (2k:腺)",Text
"前立腺肥大症","ぜんりつせんひだいしょう","enlargement of the prostate","Guess the Missing Word (2k:腺)",Text
"割り箸","わりばし","dispensable chopsticks; throwaway chopsticks","Guess the Missing Word (2k:箸)",Text
"勃発","ぼっぱつ","outbreak (e.g. of war); outburst; sudden occurrence","Guess the Missing Word (2k:勃)",Text
"勃起","ぼっき","becoming erect; erection (of the penis); stiffening; welling up (of an emotion)","Guess the Missing Word (2k:勃)",Text
"勾玉","まがたま","comma-shaped bead from prehistoric Japan, usually made of jade; magatama","Guess the Missing Word (2k:勾)",Text
"勾配","こうばい","grade; gradient; gradient (vector calculus); incline; pitch; slope; slope (of a linear function)","Guess the Missing Word (2k:勾)",Text
"半袖","はんそで","short sleeves","Guess the Missing Word (2k:袖)",Text
"危惧","きぐ","anxiety; apprehension; fear; misgivings; uneasiness","Guess the Missing Word (2k:惧)",Text
"参詣","さんけい","pilgrimage; visit to a temple or shrine; worship","Guess the Missing Word (2k:詣)",Text
"叱咤","しった","exhorting; fierce encouragement; rebuke; reprimand; scolding","Guess the Missing Word (2k:叱)",Text
"右舷","うげん","starboard","Guess the Missing Word (2k:舷)",Text
"呪文","じゅもん","charm; incantation; magic word; spell","Guess the Missing Word (2k:呪)",Text
"呪縛","じゅばく","binding spell; spell (that restricts one's movements)","Guess the Missing Word (2k:呪)",Text
"呪術","じゅじゅつ","incantation; magic; sorcery","Guess the Missing Word (2k:呪)",Text
"若い頃","わかいころ","early life; one's early days; one's early years; one's youth","Guess the Missing Word (2k:頃)",Text
"哺乳","ほにゅう","lactation; nursing; suckling","Guess the Missing Word (2k:哺)",Text
"喝采","かっさい","acclamation; applause; cheers; ovation","Guess the Missing Word (2k:采)",Text
"土鍋","つちなべ,どなべ","earthenware pot,earthenware pot","Guess the Missing Word (2k:鍋)",Text
"地唄","じうた","(style of) folk song","Guess the Missing Word (2k:唄)",Text
"堆積","たいせき","sedimentation; accumulation; heap; pile","Guess the Missing Word (2k:堆)",Text
"堆肥","たいひ","compost; manure","Guess the Missing Word (2k:堆)",Text
"塩尻","しおじり","cone-shaped","Guess the Missing Word (2k:尻)",Text
"変貌","へんぼう","change of appearance; transfiguration; transformation","Guess the Missing Word (2k:貌)",Text
"天丼","てんどん","(in comedy) repeating the same gag or silly line; tempura donburi; tempura served over a bowl of rice","Guess the Missing Word (2k:丼)",Text
"失踪","しっそう","absconding; disappearance; going missing; running away","Guess the Missing Word (2k:踪)",Text
"妖怪","ようかい","apparition; demon; ghost; goblin; monster; phantom; specter; spectre; yōkai","Guess the Missing Word (2k:妖)",Text
"妖精","ようせい","elf; fairy; sprite","Guess the Missing Word (2k:妖)",Text
"妖艶","ようえん","bewitching; captivating; fascinating; voluptuous","Guess the Missing Word (2k:妖,艶)",Text
"嫉妬","しっと","envy; jealousy","Guess the Missing Word (2k:嫉,妬)",Text
"完璧","かんぺき","complete; flawless; perfect","Guess the Missing Word (2k:璧)",Text
"宛先","あてさき","address; destination","Guess the Missing Word (2k:宛)",Text
"宛名","あてな","(addressee's) name; addressee; name and address (on an envelope, etc.)","Guess the Missing Word (2k:宛)",Text
"小さい頃","ちいさいころ","as a child; when one was a child","Guess the Missing Word (2k:頃)",Text
"小唄","こうた","kouta; traditional ballad accompanied by shamisen","Guess the Missing Word (2k:唄)",Text
"小袖","こそで","padded silk garment; short sleeved kimono (worn as an undergarment during the Heian period)","Guess the Missing Word (2k:袖)",Text
"尻尾","しりお,しっぽ","tail (animal); tail end; tip,tail (animal); tail end; tip","Guess the Missing Word (2k:尻)",Text
"山麓","さんろく","base of a mountain; foot of a mountain","Guess the Missing Word (2k:麓)",Text
"川尻","かわじり","lower stream; mouth of a river","Guess the Missing Word (2k:尻)",Text
"左舷","さげん","port (left side of vessel)","Guess the Missing Word (2k:舷)",Text
"布巾","ふきん","dish towel; dishcloth; tea towel","Guess the Missing Word (2k:巾)",Text
"年頃","としごろ","apparent age; appropriate age (to ...); approximate age; old enough (to ...); for some years; past few years; age of adulthood; age of maturity; marriageable age (esp. of a woman)","Guess the Missing Word (2k:頃)",Text
"弥生","いやおい,やよい","thick growth (of grass, etc.); third month of the lunar calendar; Yayoi culture; Yayoi period (ca. 300 BCE-300 CE),thick growth (of grass, etc.); third month of the lunar calendar; Yayoi culture; Yayoi period (ca. 300 BCE-300 CE)","Guess the Missing Word (2k:弥)",Text
"弾痕","だんこん","bullet hole; bullet mark","Guess the Missing Word (2k:痕)",Text
"形骸","けいがい","(soulless) body; dead letter; framework (of a building, etc.); mere name; mere shell; remains; ruin; skeleton; wreck","Guess the Missing Word (2k:骸)",Text
"御無沙汰","ごぶさた","long silence; neglecting (failing) to write (call, visit, etc.); not writing or contacting for a while","Guess the Missing Word (2k:沙,汰)",Text
"心筋梗塞","しんきんこうそく","heart attack; myocardial infarction","Guess the Missing Word (2k:梗,塞)",Text
"必須","ひっしゅ,ひっすう,ひっす","compulsory; essential; indispensable; necessary; required; requisite,compulsory; essential; indispensable; necessary; required; requisite,compulsory; essential; indispensable; necessary; required; requisite","Guess the Missing Word (2k:須)",Text
"怨念","おんねん","deep-seated grudge; hatred","Guess the Missing Word (2k:怨)",Text
"怨霊","おんりょう","apparition; revengeful ghost","Guess the Missing Word (2k:怨)",Text
"恣意","しい","arbitrariness; self-will; whim","Guess the Missing Word (2k:恣)",Text
"愚弄","ぐろう","derision; mockery; ridicule","Guess the Missing Word (2k:弄)",Text
"憂鬱","ゆううつ","dejection; depression; despondency; gloom; melancholy","Guess the Missing Word (2k:鬱)",Text
"憧れの的","あこがれのまと","object of adoration, longing","Guess the Missing Word (2k:憧)",Text
"憧憬","しょうけい,どうけい","adoration; aspiration; longing; yearning,adoration; aspiration; longing; yearning","Guess the Missing Word (2k:憧,憬)",Text
"戦慄","せんりつ","shiver; shudder; trembling with fear","Guess the Missing Word (2k:慄)",Text
"所詮","そせん,しょせん","(cannot) possibly; (not) at all; (not) by any means; (not) ever; after all; anyway; in the end,(cannot) possibly; (not) at all; (not) by any means; (not) ever; after all; anyway; in the end","Guess the Missing Word (2k:詮)",Text
"手拭い","てぬぐい","(hand) towel","Guess the Missing Word (2k:拭)",Text
"払拭","ふっしき,ふっしょく","dispelling; eradicating; sweeping away; wiping out,dispelling; eradicating; sweeping away; wiping out","Guess the Missing Word (2k:拭)",Text
"拉致","らっち,らち","abduction; carrying away; kidnaping; kidnapping; taking captive,abduction; carrying away; kidnaping; kidnapping; taking captive","Guess the Missing Word (2k:拉)",Text
"拉麺","らあめん,らーめん","Chinese-style noodles; ramen,Chinese-style noodles; ramen","Guess the Missing Word (2k:拉,麺)",Text
"拳法","けんぽう","Chinese martial arts; kempo; kenpō (martial arts); kung fu; quanfa; wushu","Guess the Missing Word (2k:拳)",Text
"拳銃","けんじゅう","handgun; pistol","Guess the Missing Word (2k:拳)",Text
"拳骨","げんこつ","(clenched) fist; knuckles","Guess the Missing Word (2k:拳)",Text
"挨拶","あいさつ","address; condolences; congratulations; greeting; greetings; reply; response; retaliation; revenge; salutation; salute; speech (congratulatory or appreciative); a fine thing to say; dialoging (with another Zen practitioner to ascertain their level of enlightenment); connection; intervention; mediation; mediator; relationship (between people)","Guess the Missing Word (2k:挨,拶)",Text
"挫傷","ざしょう","bruise; contusion; fracture; sprain; wrench","Guess the Missing Word (2k:挫)",Text
"挫折","ざせつ","discouragement; failure (e.g. plans, business); frustration; setback","Guess the Missing Word (2k:挫)",Text
"捻挫","ねんざ","sprain; twist; wrench","Guess the Missing Word (2k:捻,挫)",Text
"整頓","せいとん","arranging neatly; orderliness; put in order; tidying up","Guess the Missing Word (2k:頓)",Text
"斑鳩","いかるが,はんきゅう,いかる","Japanese grosbeak (Eophona personata),Japanese grosbeak (Eophona personata),Japanese grosbeak (Eophona personata)","Guess the Missing Word (2k:斑)",Text
"斬新","ざんしん","innovative; new; novel; original","Guess the Missing Word (2k:斬)",Text
"断崖","だんがい","bluff; cliff; precipice","Guess the Missing Word (2k:崖)",Text
"日韓","にっかん","Japan and South Korea; Japanese-Korean","Guess the Missing Word (2k:韓)",Text
"旦那","だんな","alms; almsgiver; almsgiving; boss; governor; husband; master; master (of a house, shop, etc.); patron of a mistress, geisha, bar or nightclub hostess; sir; sugar daddy","Guess the Missing Word (2k:旦,那)",Text
"旺盛","おうせい","avid (e.g. desire); energetic; healthy; lively; rich (e.g. imagination); vigorous; brimming with; full of (energy, appetite, curiosity, etc.)","Guess the Missing Word (2k:旺)",Text
"明瞭","めいりょう","articulate; clear; distinct; evident; obvious; plain","Guess the Missing Word (2k:瞭)",Text
"暇潰し","ひまつぶし","killing time; waste of time","Guess the Missing Word (2k:潰)",Text
"暗闇","くらやみ","darkness; the dark","Guess the Missing Word (2k:闇)",Text
"曖昧","あいまい","ambiguous; disreputable; fuzzy; shady; unclear; vague","Guess the Missing Word (2k:曖,昧)",Text
"曽孫","ひこ,ひひこ,そうそん,ひいまご,ひこまご,ひまご","great-grandchild,great-grandchild,great-grandchild,great-grandchild,great-grandchild,great-grandchild","Guess the Missing Word (2k:曽)",Text
"枕絵","まくらえ","erotic picture","Guess the Missing Word (2k:枕)",Text
"枕詞","まくらことば","decorative word used prefixally in classical Japanese literature; introduction; pillow word; preface","Guess the Missing Word (2k:枕)",Text
"梗塞","こうそく","blocking; infarct; infarction; stoppage","Guess the Missing Word (2k:梗,塞)",Text
"椅子","いし,いす","traditional square chair with armrests and a torii-shaped back (used by the emperor, etc. during ceremonies),chair; office; position; post; stool","Guess the Missing Word (2k:椅)",Text
"楷書","かいしょ","block style; printed style (of writing Chinese characters); square style; standard style","Guess the Missing Word (2k:楷)",Text
"歌舞伎","かぶき","kabuki; traditional form of drama and music performed by male actors wearing makeup mainly in white and red","Guess the Missing Word (2k:伎)",Text
"死骸","しがい","(dead) body; carcass; corpse; remains","Guess the Missing Word (2k:骸)",Text
"毀損","きそん","damage; defamation; harm; injury","Guess the Missing Word (2k:毀)",Text
"比喩","けいゆ,ひゆ","allegory; metaphor; parable; simile,allegory; metaphor; parable; simile","Guess the Missing Word (2k:喩)",Text
"氾濫","はんらん","deluge; flood; inundation; overflowing; oversupply; plethora","Guess the Missing Word (2k:氾)",Text
"汎用","はんよう","all-purpose; general purpose; generic","Guess the Missing Word (2k:汎)",Text
"沙汰","さた","affair; command; communication; directions; incident; information; instructions; issue; matter; message; news; notice; orders; sentence; state; tidings; update; verdict","Guess the Missing Word (2k:沙,汰)",Text
"洞窟","どうくつ","cave; cavern; grotto","Guess the Missing Word (2k:窟)",Text
"浄瑠璃","じょうるり","jōruri; type of dramatic recitation accompanied by a shamisen (associated with Japanese puppet theater)","Guess the Missing Word (2k:瑠,璃)",Text
"海亀","うみがめ","sea turtle","Guess the Missing Word (2k:亀)",Text
"渋柿","しぶがき","astringent persimmon","Guess the Missing Word (2k:柿)",Text
"湧出","ようしゅつ,ゆうしゅつ","gushing out; springing up; welling up,gushing out; springing up; welling up","Guess the Missing Word (2k:湧)",Text
"湧水","ゆうすい","spring; welling of water","Guess the Missing Word (2k:湧)",Text
"滑稽","こっけい","absurd; comical; funny; humorous; laughable; ridiculous; silly","Guess the Missing Word (2k:稽)",Text
"潰瘍","かいよう","ulcer","Guess the Missing Word (2k:潰,瘍)",Text
"無闇に","むやみに","absurdly; at random; excessively; immoderately; indiscreetly; indiscriminately; rashly; recklessly; thoughtlessly; unreasonably","Guess the Missing Word (2k:闇)",Text
"焦眉","しょうび","emergency; imminence; urgency","Guess the Missing Word (2k:眉)",Text
"焼酎","しょうちゅう","Japanese spirit distilled from sweet potatoes, rice, etc.; shōchū","Guess the Missing Word (2k:酎)",Text
"煎茶","せんちゃ","green leaf tea; green tea; medium-grade green tea; non-powdered tea (as opposed to matcha)","Guess the Missing Word (2k:煎)",Text
"煎餅","せんべい","Japanese cracker; rice cookie; rice cracker; senbei; wafer","Guess the Missing Word (2k:煎,餅)",Text
"爪先","つまさき","tips of the toes; toe of a shoe, sock, etc.; toes","Guess the Missing Word (2k:爪)",Text
"爪切り","つめきり","nail clippers","Guess the Missing Word (2k:爪)",Text
"爽快","そうかい","bracing; exhilarating; invigorating; refreshing","Guess the Missing Word (2k:爽)",Text
"牙城","がじょう","bastion; inner citadel; stronghold (esp. of an enemy or opponent)","Guess the Missing Word (2k:牙)",Text
"牛丼","ぎゅうどん","gyudon; rice covered with sliced beef, usu. with vegetables","Guess the Missing Word (2k:丼)",Text
"物凄い","ものすごい","awful; eerie; extreme; frightful; ghastly; gruesome; horrific; incredible; staggering; terrible; terrific; tremendous","Guess the Missing Word (2k:凄)",Text
"狙い撃ち","ねらいうち","setting a goal and carrying it out; sharpshooting; shooting; sniping","Guess the Missing Word (2k:狙)",Text
"玩具","がんぐ,おもちゃ","(person or thing treated as a) plaything; toy,(person or thing treated as a) plaything; toy","Guess the Missing Word (2k:玩)",Text
"瑠璃","るり","beryl; glass; lapis lazuli; lapis lazuli (color); mall blue passerine bird (esp. the blue-and-white flycatcher and the Siberian blue robin, but also the red-flanked bluetail)","Guess the Missing Word (2k:瑠,璃)",Text
"瓦解","がかい","collapse; downfall","Guess the Missing Word (2k:瓦)",Text
"甲状腺","こうじょうせん","thyroid (gland)","Guess the Missing Word (2k:腺)",Text
"畏怖","いふ","awe; dread; fear; fright","Guess the Missing Word (2k:畏)",Text
"畏敬","いけい","awe; respect; reverence","Guess the Missing Word (2k:畏)",Text
"畿内","きない","Kinai (the five provinces in the immediate vicinity of Kyoto)","Guess the Missing Word (2k:畿)",Text
"痕跡","こんせき","evidence; mark; sign; trace; vestige","Guess the Missing Word (2k:痕)",Text
"痩身","そうしん","slender body; slim figure; slimming; weight reduction","Guess the Missing Word (2k:痩)",Text
"眉毛","まゆげ","eyebrow","Guess the Missing Word (2k:眉)",Text
"真摯","しんし","earnest; serious; sincere","Guess the Missing Word (2k:摯)",Text
"瞳孔","どうこう","pupil (of the eye)","Guess the Missing Word (2k:瞳)",Text
"破綻","はたん","bankruptcy; breakdown; break-up; collapse; failure; rip; split; tear (in clothing, etc.)","Guess the Missing Word (2k:綻)",Text
"禁錮","きんこ","confinement; imprisonment (without forced labour); incarceration","Guess the Missing Word (2k:錮)",Text
"稽古","けいこ","practice; practising; study; training","Guess the Missing Word (2k:稽)",Text
"精緻","せいち","delicate; detailed; fine; minute; subtle","Guess the Missing Word (2k:緻)",Text
"納采","のうさい","betrothal gift","Guess the Missing Word (2k:采)",Text
"緻密","ちみつ","accurate; careful; close (e.g. observation); close (weave); delicate; elaborate; elaborate (e.g. plan); fine (grain, workmanship, etc.); intricate; meticulous; minute; precise","Guess the Missing Word (2k:緻)",Text
"美貌","びぼう","beautiful face; beauty; good looks","Guess the Missing Word (2k:貌)",Text
"羞恥","しゅうち","bashfulness; shame; shyness","Guess the Missing Word (2k:羞)",Text
"羨望","せんぼう","envy","Guess the Missing Word (2k:羨)",Text
"翻弄","ほんろう","buffeting; having at one's mercy; leading around by the nose; making a fool of; playing with; tossing about (a ship); toying with; trifling with","Guess the Missing Word (2k:弄)",Text
"耳鼻咽喉科","じびいんこうか","ear, nose and throat department; otolaryngology; otorhinolaryngology","Guess the Missing Word (2k:咽,喉)",Text
"胃潰瘍","いかいよう","gastric ulcer; stomach ulcer","Guess the Missing Word (2k:潰,瘍)",Text
"脇役","わきやく","minor role; supporting role (actor)","Guess the Missing Word (2k:脇)",Text
"脇見","ぼうし,わきみ","looking aside; looking from the side,looking aside; looking from the side","Guess the Missing Word (2k:脇)",Text
"脊椎","せきつい","spine; vertebral column","Guess the Missing Word (2k:脊,椎)",Text
"脊髄","せきずい","spinal cord","Guess the Missing Word (2k:脊)",Text
"脳梗塞","のうこうそく","(ischemic) stroke; cerebral infarction","Guess the Missing Word (2k:梗,塞)",Text
"腎炎","じんえん","inflammation of the kidneys; nephritis","Guess the Missing Word (2k:腎)",Text
"腎臓","じんぞう","kidney","Guess the Missing Word (2k:腎)",Text
"腫瘍","しゅよう","neoplasia; neoplasm; tumor; tumour","Guess the Missing Word (2k:腫,瘍)",Text
"腰椎","ようつい","lumbar vertebra; lumbar vertebrae","Guess the Missing Word (2k:椎)",Text
"臆病","おくびょう","cowardly; easily frightened; timid","Guess the Missing Word (2k:臆)",Text
"自嘲","じちょう","laughing at oneself; self-deprecation; self-derision; self-mockery","Guess the Missing Word (2k:嘲)",Text
"苛々","いらいら","to be on the edge; to fret; to get annoyed; to get irritated; to lose patience","Guess the Missing Word (2k:苛)",Text
"萎縮","いしゅく","atrophy; contraction; shrinking; shrivelling; withering","Guess the Missing Word (2k:萎)",Text
"葛藤","つづらふじ,かっとう","Chinese moonseed (Sinomenium acutum); complex inter-relationship (as in the struggle between two types of vine over one piece of land),complication; conflict; discord; troubles","Guess the Missing Word (2k:葛,藤)",Text
"蔑視","べっし","contempt; derision; disdain; slight","Guess the Missing Word (2k:蔑)",Text
"蜂蜜","はつみつ,はちみつ","honey,honey","Guess the Missing Word (2k:蜂,蜜)",Text
"蜂起","ほうき","revolt; uprising","Guess the Missing Word (2k:蜂)",Text
"蜜月","みつげつ","being in an intimate relationship; honeymoon; honeymoon (period)","Guess the Missing Word (2k:蜜)",Text
"血痕","けっこん","bloodstain","Guess the Missing Word (2k:痕)",Text
"補填","ほてん","compensating (for); covering (a loss, deficit, etc.); making up (for); supplementation","Guess the Missing Word (2k:填)",Text
"裾野","すその","encompassing circle; extent; foot of a mountain; plain at the foot of a mountain; range; spread","Guess the Missing Word (2k:裾)",Text
"要塞","ようさい","fort; fortification; stronghold","Guess the Missing Word (2k:塞)",Text
"覚醒","かくせい","arousal; awakening; awakening; disillusion; disillusionment; revival; waking up","Guess the Missing Word (2k:醒)",Text
"親戚","しんせき","kin; relation; relative","Guess the Missing Word (2k:戚)",Text
"親睦","しんぼく","amity; friendship","Guess the Missing Word (2k:睦)",Text
"訃報","ふほう","news of someone's death; obituary","Guess the Missing Word (2k:訃)",Text
"語彙","ごい","lexicon; lexis; terminology; vocabulary","Guess the Missing Word (2k:彙)",Text
"謎々","なぞなぞ","enigma; puzzle; riddle","Guess the Missing Word (2k:謎)",Text
"謙遜","けんそん","being humble; humility; modesty","Guess the Missing Word (2k:遜)",Text
"象牙","ぞうげ","ivory","Guess the Missing Word (2k:牙)",Text
"貪欲","たんよく,とんよく,とんよく,どんよく","avaricious; covetous; greedy,avaricious; covetous; greedy,raga (desire),avaricious; covetous; greedy","Guess the Missing Word (2k:貪)",Text
"貼り付ける","はりつける","to affix; to paste; to post; to station; to stick","Guess the Missing Word (2k:貼)",Text
"賄賂","わいろ","bribe; douceur; sweetener","Guess the Missing Word (2k:賂)",Text
"賭博","とばく","gambling","Guess the Missing Word (2k:賭)",Text
"軽蔑","けいべつ","contempt; despising; disdain; looking down on; scorn; slighting","Guess the Missing Word (2k:蔑)",Text
"近畿","きんき","Kinki (region around Osaka, Kyoto, Nara)","Guess the Missing Word (2k:畿)",Text
"近頃","ちかごろ","lately; nowadays; recently; awfully; extremely; terribly","Guess the Missing Word (2k:頃)",Text
"造詣","ぞうけい","attainments; deep knowledge; scholarship","Guess the Missing Word (2k:詣)",Text
"進捗","しんちょく","advance; making (good) progress; progress","Guess the Missing Word (2k:捗)",Text
"錦絵","にしきえ","multi-colour woodblock print; nishiki-e","Guess the Missing Word (2k:錦)",Text
"鍋物","なべもの","food cooked in a pot; stew","Guess the Missing Word (2k:鍋)",Text
"鍵盤","けんばん","keyboard (of a piano, typewriter, etc.)","Guess the Missing Word (2k:鍵)",Text
"鎌倉","かまくら","Kamakura (city)","Guess the Missing Word (2k:鎌)",Text
"長唄","ながうた","long epic song with shamisen accompaniment (developed in Edo in the early 17th century)","Guess the Missing Word (2k:唄)",Text
"長袖","ながそで","long sleeves","Guess the Missing Word (2k:袖)",Text
"閉塞","へいそく","blockade; blockage; blocking up; obstruction; occlusion; stoppage","Guess the Missing Word (2k:塞)",Text
"関脇","せきわけ","wrestler of the third highest rank","Guess the Missing Word (2k:脇)",Text
"隙間","すきま","break; carelessness; chink (in one's armor, armour); clearance; crack; crevice; gap; interval; opening; pause; spare moment; spare time; unpreparedness","Guess the Missing Word (2k:隙)",Text
"雑巾","ぞうきん","dust cloth; house-cloth","Guess the Missing Word (2k:巾)",Text
"青嵐","せいらん,あおあらし","mountain air; wind blowing through fresh verdure,mountain air; wind blowing through fresh verdure","Guess the Missing Word (2k:嵐)",Text
"韓国","からくに,かんこく","China; Korea,Korean Empire (1897-1910); Republic of Korea; South Korea","Guess the Missing Word (2k:韓)",Text
"頂戴","ちょーだい,ちょうだい","accepting; being given; drinking; eating; getting; having; receiving; please (give me; do for me),accepting; being given; drinking; eating; getting; having; receiving; please (give me; do for me)","Guess the Missing Word (2k:戴)",Text
"領袖","りょうしゅう","boss; chief; leader","Guess the Missing Word (2k:袖)",Text
"頭巾","ときん,ずきん","small black headgear worn by yamabushi; tokin,cap; hat; headgear (esp. one made of cloth); hood; kerchief; skullcap; tokin (headgear worn by yamabushi)","Guess the Missing Word (2k:巾)",Text
"顔を潰す","かおをつぶす","to embarrass someone; to make someone look foolish; to make someone lose face","Guess the Missing Word (2k:潰)",Text
"風呂","ふろ","base (wooden joint connecting the blade of a hoe, spade, etc., to the handle); bath; bathhouse; bathing; bathroom; bathtub; public bath; room for drying lacquerware","Guess the Missing Word (2k:呂)",Text
"風貌","ふうぼう","appearance; looks","Guess the Missing Word (2k:貌)",Text
"骸骨","がいこつ","skeleton","Guess the Missing Word (2k:骸)",Text
"鬱陶しい","うっとおしい,うっとうしい","cloudy; depressing; gloomy (e.g. mood); heavy (weather); irritating; troublesome,cloudy; depressing; gloomy (e.g. mood); heavy (weather); irritating; troublesome","Guess the Missing Word (2k:鬱)",Text
"亀甲","きこう,きっこう","tortoise shell,tortoise shell","Guess the Missing Word (2k:亀)",Text
"亀裂","きれつ","chap; crack; crevice; fissure; rift","Guess the Missing Word (2k:亀)",Text
