Question,Answer,Comment,Instruction,Render as
愛,"あい","affection//agape//attachment//care//craving//desire//Ireland//love","Common reading and JLPT 3,4,5 kanji",Image
悪意,"あくい","bad faith//bad meaning//criminal intent to deceive//evil intention//ill will//mala fides//malice//spite","Common reading and JLPT 3,4,5 kanji",Image
意思表示,"いしひょうじ","communicating one's intention//declaration of intent//expressing one's feelings","Common reading and JLPT 3,4,5 kanji",Image
意地悪,"いじわる","ill-tempered//malicious//mean//nasty//unkind","Common reading and JLPT 3,4,5 kanji",Image
色気,"いろけ","ambition//charm//coloring//colouring//desire//elegance//feminine presence//graciousness//inclination//interest//interest in the opposite sex//romance//seductiveness//sex appeal (esp. of women)//sexiness//sexual allure//sexual feelings//sexual urge//shade of colour (color)","Common reading and JLPT 3,4,5 kanji",Image
違和感,"いわかん","feeling out of place//malaise//physical unease//sense of discomfort//uncomfortable feeling","Common reading and JLPT 3,4,5 kanji",Image
感覚,"かんかく","feeling//intuition//sensation//sense","Common reading and JLPT 3,4,5 kanji",Image
感情,"かんじょう","emotion//feeling//feelings//sentiment","Common reading and JLPT 3,4,5 kanji",Image
感情的,"かんじょうてき","emotional//sentimental","Common reading and JLPT 3,4,5 kanji",Image
感情論,"かんじょうろん","argument based on emotion//sentimental argument","Common reading and JLPT 3,4,5 kanji",Image
感性,"かんせい","sense (of ...)//sensitiveness//sensitivity","Common reading and JLPT 3,4,5 kanji",Image
感想,"かんそう","feelings//impressions//reactions//thoughts","Common reading and JLPT 3,4,5 kanji",Image
感動,"かんどう","being deeply moved emotionally//deep emotion//excitement//inspiration//passion//strong impression","Common reading and JLPT 3,4,5 kanji",Image
気,"き","(the) air//air (of)//ambience//aroma//atmosphere//atmosphere (of)//attention//care//chi//consciousness//consideration//disposition//feelings//flavour//fragrance//heart//intention//interest//ki//mind//mood//motivation//nature//qi (in traditional Chinese philosophy and medicine)//spirit//taste//will//worry","Common reading and JLPT 3,4,5 kanji",Image
期待,"きたい","anticipation//expectation//hope//promising//rising//up-and-coming","Common reading and JLPT 3,4,5 kanji",Image
期待感,"きたいかん","feeling of expectation//feeling of hope//sense of anticipation","Common reading and JLPT 3,4,5 kanji",Image
気分,"きぶん","feeling//mood","Common reading and JLPT 3,4,5 kanji",Image
気味,"きみ,ぎみ","feeling//-like//-looked//-looking//propensity//sensation//tendency//tending to ...","Common reading and JLPT 3,4,5 kanji",Image
共感,"きょうかん","empathy//identification (with someone)//response//sympathy","Common reading and JLPT 3,4,5 kanji",Image
