Question,Answer,Comment,Instruction,Render as
"brief","小話,小競り合い,一朝一夕,概略","小話 brief(comic)story
小競り合い brief argument
一朝一夕 brief space
概略 brief",Guess Vocab related to Keyword,Text
"desperate","死力,死守,切羽詰まる,火の車","死力 desperate effort
死守 desperate defence
切羽詰まる desperate situation
火の車 desperate financial situation",Guess Vocab related to Keyword,Text
"portion","切り出し,振り分ける,取り分,分け前","切り出し extraction(portion media file)
振り分ける portion
取り分 portion
分け前 portion",Guess Vocab related to Keyword,Text
"tell","見分ける,仰っしゃる,言い付ける,言い聞かせる","見分ける tell apart
仰っしゃる tell
言い付ける tell
言い聞かせる tell",Guess Vocab related to Keyword,Text
"wait","何々,待ちわびる,張り込む,付き添う","何々 wait
待ちわびる wait impatiently
張り込む lie wait
付き添う wait",Guess Vocab related to Keyword,Text
"half","振り分ける,半周,半信半疑,後半生","振り分ける divide half
半周 half globe
半信半疑 half doubt
後半生 latter half life",Guess Vocab related to Keyword,Text
"please","何々,召す,難物,ご覧","何々 please
召す please
難物 hard please
ご覧 (please)try;(please)look",Guess Vocab related to Keyword,Text
"spare","小食,片手間,手放す,置き傘","小食 spare diet
片手間 spare
手放す spare
置き傘 spare umbrella kept(work)event sudden shower",Guess Vocab related to Keyword,Text
"boil","煎る,吹っ切れる,煮立つ,沸き返る","煎る boil
吹っ切れる burst(boil)
煮立つ boil
沸き返る boil",Guess Vocab related to Keyword,Text
"makeup","厚化粧,地肌,粉飾,追試","厚化粧 heavy makeup;thick makeup
地肌 skin(lacking makeup,)
粉飾 putting makeup
追試 makeup exam",Guess Vocab related to Keyword,Text
"ruin","荒れ果てる,滅ぼす,形骸,敗残","荒れ果てる fall ruin
滅ぼす ruin
形骸 ruin
敗残 ruin",Guess Vocab related to Keyword,Text
"wish","念じる,請う,乞う,達磨","念じる wish
請う wish
乞う wish
達磨 round,red-painted good-luck doll shape Bodhidha",Guess Vocab related to Keyword,Text
"pretext","美名,言付ける,名分,言いがかり","美名 (fine-sounding)pretext
言付ける pretext
名分 pretext
言いがかり pretext",Guess Vocab related to Keyword,Text
"reside","天狗,内在,住まう,居留","天狗 red-faced long-nosed goblin said reside deep mo
内在 reside
住まう reside
居留 reside",Guess Vocab related to Keyword,Text
"eldest","伯仲,長兄,姫君,長子","伯仲 eldest second eldest brother
長兄 eldest brother
姫君 daughter rank(eldest daughter)
長子 eldest child;eldest son",Guess Vocab related to Keyword,Text
"fame","英名,聞こえ,功名,出世作","英名 fame
聞こえ fame
功名 (gaining)fame
出世作 work art literature brings fame",Guess Vocab related to Keyword,Text
"admission","入校,女人禁制,自認,認否","入校 admission
女人禁制 female admission
自認 admission
認否 admission denial",Guess Vocab related to Keyword,Text
"animation","仮死,声優,実写,生気","仮死 suspended animation
声優 voice actor actress(radio,animation,)
実写 live filming(opposed animation)
生気 animation",Guess Vocab related to Keyword,Text
"aquatic","水生植物,水虫,水生,水草","水生植物 aquatic plant
水虫 Asellus hilgendorfi(aquatic sowbug)
水生 aquatic(life)
水草 aquatic plant",Guess Vocab related to Keyword,Text
"cargo","積み荷,上げ下ろし,荷役,積み残し","積み荷 cargo
上げ下ろし loading unloading(cargo)
荷役 handling cargo
積み残し left-off cargo",Guess Vocab related to Keyword,Text
"climb","乗っかる,上り詰める,上り下り,岩場","乗っかる climb
上り詰める climb top
上り下り climb descent
岩場 rocky stretch(climb)",Guess Vocab related to Keyword,Text
"entry","連記,書き入れ,棒引き,見出し語","連記 multiple entry
書き入れ entry
棒引き drawing line(through entry ledger,record book,
見出し語 entry word",Guess Vocab related to Keyword,Text
"sunshine","白日,照り,裏山,春陽","白日 bright sunshine
照り sunshine
裏山 side mountain gets little sunshine
春陽 spring sunshine",Guess Vocab related to Keyword,Text
"busy","話し中,忙殺,盛り場,農繁期","話し中 busy(phone)
忙殺 extremely busy
盛り場 busy street;busy place
農繁期 busy farming season",Guess Vocab related to Keyword,Text
"clock","文字盤,四六時中,置き時計,遅らせる","文字盤 face(clock)
四六時中 around clock
置き時計 clock placed tables,bookshelves,(opposed watc
遅らせる put(clock)",Guess Vocab related to Keyword,Text
"grip","左四つ,手の内,右四つ,矛","左四つ hold which both wrestlers obtain underarm grip
手の内 grip
右四つ hold which both wrestlers obtain underarm grip
矛 grip bow",Guess Vocab related to Keyword,Text
"knee","切り返す,切り返し,半ズボン,屈する","切り返す perform twisting backward knee trip
切り返し twisting backward knee trip
半ズボン (knee)breeches
屈する bend(knee,)",Guess Vocab related to Keyword,Text
"knock","食らう,押し倒す,打ちのめす,突き崩す","食らう knock
押し倒す knock
打ちのめす knock
突き崩す knock",Guess Vocab related to Keyword,Text
"listen","聞き入る,澄ます,取り合う,聞き返す","聞き入る listen attentively
澄ます listen carefully
取り合う listen
聞き返す listen repeatedly;listen again",Guess Vocab related to Keyword,Text
"obtain","右四つ,勝ち取る,譲り受ける,左四つ","右四つ hold which both wrestlers obtain underarm grip
勝ち取る obtain
譲り受ける obtain transfer
左四つ hold which both wrestlers obtain underarm grip",Guess Vocab related to Keyword,Text
"aloud","講じる,素読,読み上げ算,読み聞かせる","講じる read aloud
素読 reading(text)aloud trying understand
読み上げ算 figures read aloud another
読み聞かせる read aloud another",Guess Vocab related to Keyword,Text
"claim","裏付ける,引換券,援用,書き出し","裏付ける support(theory,claim,)
引換券 claim tag
援用 claim
書き出し written claim",Guess Vocab related to Keyword,Text
"fluctuation","値幅,上げ下げ,高下,振幅","値幅 price range fluctuation
上げ下げ fluctuation(prices,interest rates,)
高下 fluctuation
振幅 fluctuation",Guess Vocab related to Keyword,Text
"outward","往路,上辺,見かけ,見掛け","往路 outward journey
上辺 outward appearance
見かけ outward appearance
見掛け outward appearance",Guess Vocab related to Keyword,Text
"pond","釣り堀,山水,水かさ,泉水","釣り堀 fish pond(artificially stocked);fishing pond
山水 garden which contains artificial hill pond
水かさ volume water(river,pond,flood,)
泉水 garden pond",Guess Vocab related to Keyword,Text
"proof","論証,裏書,確証,反証","論証 proof
裏書 proof
確証 definite proof;positive proof
反証 proof contrary",Guess Vocab related to Keyword,Text
"pseudonym","偽名,山人,筆名,雅号","偽名 pseudonym
山人 word part pseudonym artists,writers,
筆名 pseudonym
雅号 pseudonym",Guess Vocab related to Keyword,Text
