Question,Answer,Comment,Instruction,Render as
"Nara","大和,近畿,国分寺,奈良","大和 Yamato(former province located present-day Nara
近畿 Kinki(region around Osaka,Kyoto,Nara)
国分寺 state-supported provincial temple(Nara)
奈良 Nara(city,prefecture)",Guess Vocab related to Keyword,Text
"abacus","弾く,玉,払う,算盤","弾く use(abacus)
玉 bead(abacus)
払う reset(abacus)
算盤 abacus",Guess Vocab related to Keyword,Text
"adaptation","原書,適応,同化,脚色","原書 original document(copy adaptation)
適応 adaptation
同化 adaptation
脚色 adaptation(stage screen)",Guess Vocab related to Keyword,Text
"advancement","昇進,発展,向上,推進","昇進 advancement
発展 advancement
向上 advancement
推進 advancement",Guess Vocab related to Keyword,Text
"amendment","変更,修正,改正,訂正","変更 amendment
修正 amendment
改正 amendment
訂正 amendment",Guess Vocab related to Keyword,Text
"anguish","苦渋,悩み,苦しみ,苦悩","苦渋 anguish
悩み anguish
苦しみ anguish
苦悩 anguish",Guess Vocab related to Keyword,Text
"areas","飛び火,全域,市街,市部","飛び火 repercussions unanticipated areas
全域 areas
市街 urban areas
市部 urban areas",Guess Vocab related to Keyword,Text
"athlete","中堅,万能,大将,選手","中堅 athlete competing middle-number match team comp
万能 all-round(athlete)
大将 athlete competes last match team competition(ke
選手 athlete",Guess Vocab related to Keyword,Text
"authorisation","公認,墨付き,認定,協賛","公認 authorisation
墨付き authorisation
認定 authorisation
協賛 authorisation",Guess Vocab related to Keyword,Text
"bamboo","竹,君子,剣道,弁慶","竹 bamboo(any grass subfamily Bambusoideae)
君子 four gentlemen(plum,chrysanthemum,orchid,bamboo
剣道 martial art using bamboo swords
弁慶 bamboo tube holes drilled(stand kitchen utensil",Guess Vocab related to Keyword,Text
"barrel","ドラム缶,鏡,横転,筒","ドラム缶 metal barrel
鏡 barrel head
横転 barrel roll
筒 gun barrel",Guess Vocab related to Keyword,Text
"blunt","腐る,直球,鈍い,ぶっきら棒","腐る blunt
直球 blunt
鈍い blunt
ぶっきら棒 blunt",Guess Vocab related to Keyword,Text
"bribery","贈賄,疑獄,裏金,買収","贈賄 bribery
疑獄 bribery scandal
裏金 money bribery
買収 bribery",Guess Vocab related to Keyword,Text
"bud","双葉,吹き出す,噴き出す,芽","双葉 bud
吹き出す bud
噴き出す bud
芽 bud",Guess Vocab related to Keyword,Text
"catalogue","納める,一覧表,目録,収める","納める include(anthology,catalogue,)
一覧表 catalogue
目録 catalogue
収める include(anthology,catalogue,)",Guess Vocab related to Keyword,Text
"checkmate","必死,詰める,必至,抑止","必死 brinkmate(inevitable checkmate)
詰める checkmate
必至 brinkmate(inevitable checkmate)
抑止 checkmate",Guess Vocab related to Keyword,Text
"Christ","再来,十字架,救世主,受難","再来 second coming(Christ)
十字架 Cross(Christ)
救世主 Jesus Christ
受難 Passion(Christ)",Guess Vocab related to Keyword,Text
"circumstance","環境,具合,事柄,境地","環境 circumstance
具合 circumstance
事柄 circumstance
境地 circumstance",Guess Vocab related to Keyword,Text
"coax","強請る,引出す,引き出す,丸め込む","強請る coax
引出す coax
引き出す coax
丸め込む coax",Guess Vocab related to Keyword,Text
"consort","裏方,妃,交わる,夫人","裏方 lady consort(personage)
妃 consort
交わる consort
夫人 consort emperor",Guess Vocab related to Keyword,Text
"contend","戦う,争う,競う,闘う","戦う contend
争う contend
競う contend
闘う contend",Guess Vocab related to Keyword,Text
"county","県,州都,州,郡","県 county(China,Taiwan,Norway,)
州都 county town
州 county(UK)
郡 county",Guess Vocab related to Keyword,Text
"coverage","包括,報道,実況,生中継","包括 complete coverage
報道 (media)coverage
実況 live coverage
生中継 live coverage",Guess Vocab related to Keyword,Text
"cruelty","冷酷,刻,無情,虐待","冷酷 cruelty
刻 cruelty
無情 cruelty
虐待 cruelty",Guess Vocab related to Keyword,Text
"cruise","航海,巡航,流す,航行","航海 cruise
巡航 cruise
流す cruise(taxi)
航行 cruise",Guess Vocab related to Keyword,Text
"culprit","張本人,犯人,元凶,犯罪者","張本人 main culprit
犯人 culprit
元凶 main culprit
犯罪者 culprit",Guess Vocab related to Keyword,Text
"datum","規準,原点,素子,基準","規準 datum
原点 datum point
素子 datum
基準 datum",Guess Vocab related to Keyword,Text
"depository","金庫,倉,蔵,置き場","金庫 depository
倉 depository
蔵 depository
置き場 depository",Guess Vocab related to Keyword,Text
"diffusion","拡散,普及,発散,伝送","拡散 diffusion(light,gas)
普及 diffusion
発散 diffusion
伝送 diffusion",Guess Vocab related to Keyword,Text
"dominant","支配的,効き目,攻め,利き目","支配的 dominant
効き目 dominant eye
攻め top(dominant partner homosexual relationship)
利き目 dominant eye",Guess Vocab related to Keyword,Text
"dose","線量,適量,盛る,閾値","線量 dose(radioactivity)
適量 optimal dose;proper dose
盛る dose
閾値 threshold(amount,dose,);threshold(amount,dose,)",Guess Vocab related to Keyword,Text
"extravagant","法外,奔放,豪華,荒い","法外 extravagant
奔放 extravagant
豪華 extravagant
荒い extravagant",Guess Vocab related to Keyword,Text
"fist","強権,固める,拳,拳骨","強権 iron fist
固める (fist)
拳 fist
拳骨 (clenched)fist",Guess Vocab related to Keyword,Text
"fixation","固定,執着,一辺倒,定着","固定 fixation(histology)
執着 fixation
一辺倒 unwavering fixation
定着 fixation",Guess Vocab related to Keyword,Text
"fraction","分数,丸める,半端,小数","分数 fraction
丸める round(fraction)
半端 fraction
小数 decimal fraction;fraction(part)",Guess Vocab related to Keyword,Text
"frequency","度数,周波数,回数,頻度","度数 frequency
周波数 frequency(waveforms)
回数 frequency
頻度 frequency(occurrence)",Guess Vocab related to Keyword,Text
"frugal","惜しむ,経済的,質素,細かい","惜しむ frugal
経済的 frugal
質素 frugal
細かい frugal",Guess Vocab related to Keyword,Text
"fund","投資信託,基金,積立金,裏金","投資信託 mutual fund
基金 fund
積立金 reserve(fund)
裏金 secret fund;slush fund",Guess Vocab related to Keyword,Text
"garbage","ゴミ箱,廃棄物,収集,清掃","ゴミ箱 garbage can
廃棄物 garbage
収集 garbage collection
清掃 garbage collection",Guess Vocab related to Keyword,Text
"gasoline","火炎瓶,ドラム缶,配給,給油所","火炎瓶 gasoline bomb
ドラム缶 drum(oil,gasoline)
配給 rationing(food,gasoline)
給油所 gasoline filling station",Guess Vocab related to Keyword,Text
"glory","朝顔,光栄,名誉,栄光","朝顔 picotee morning glory;morning glory(Ipomoea nil
光栄 glory
名誉 glory
栄光 glory",Guess Vocab related to Keyword,Text
"handicap","不利,障害,損,不利益","不利 handicap
障害 handicap
損 handicap
不利益 handicap",Guess Vocab related to Keyword,Text
"ignore","決め付ける,曲げる,切り捨てる,振り切る","決め付ける (ignore position)arbitrarily decide case
曲げる ignore(what really thinks)
切り捨てる ignore
振り切る ignore",Guess Vocab related to Keyword,Text
"indoor","暖房,内線,屋内,室内","暖房 (indoor)heating
内線 indoor wiring
屋内 indoor(court,pool,)
室内 indoor",Guess Vocab related to Keyword,Text
"inhibition","制止,抑制,阻害,禁止","制止 inhibition
抑制 inhibition
阻害 inhibition
禁止 inhibition",Guess Vocab related to Keyword,Text
"inlet","内海,江,湾,浦","内海 inlet
江 inlet
湾 inlet
浦 inlet",Guess Vocab related to Keyword,Text
"insistence","力説,主張,固執,執着","力説 insistence
主張 insistence
固執 insistence
執着 insistence",Guess Vocab related to Keyword,Text
"interfere","差し支える,構う,触る,障る","差し支える interfere
構う interfere
触る interfere
障る interfere",Guess Vocab related to Keyword,Text
"intricate","煩雑,複雑,凝る,込む","煩雑 intricate
複雑 intricate
凝る intricate
込む intricate",Guess Vocab related to Keyword,Text
"irrational","不条理,無理,不合理,理不尽","不条理 irrational
無理 irrational
不合理 irrational
理不尽 irrational",Guess Vocab related to Keyword,Text
"jetty","桟橋,乗場,乗り場,岸壁","桟橋 jetty
乗場 jetty
乗り場 jetty
岸壁 jetty",Guess Vocab related to Keyword,Text
"juridical","財団法人,法人,公益法人,社団法人","財団法人 juridical foundation
法人 juridical
公益法人 juridical(legal)working public good
社団法人 corporate juridical",Guess Vocab related to Keyword,Text
"knack","調子,妙,呼吸,要領","調子 knack
妙 knack
呼吸 knack
要領 knack",Guess Vocab related to Keyword,Text
"knob","握り,節,摘み,取っ手","握り knob
節 knob
摘み knob
取っ手 knob",Guess Vocab related to Keyword,Text
"landmark","史跡,目標,目印,目当て","史跡 historic landmark
目標 landmark
目印 landmark
目当て landmark",Guess Vocab related to Keyword,Text
"log","日誌,履歴,丸太,落ちる","日誌 log
履歴 log
丸太 log
落ちる log(online game,chat room,)",Guess Vocab related to Keyword,Text
"machinery","機材,機構,電機,機器","機材 machinery
機構 machinery
電機 electrical machinery
機器 machinery",Guess Vocab related to Keyword,Text
"magnetic","引力,磁場,方針,録音テープ","引力 attraction(magnetic,gravitation)
磁場 magnetic field
方針 magnetic needle
録音テープ magnetic tape",Guess Vocab related to Keyword,Text
"marry","添う,難民,嫁ぐ,片付ける","添う marry
難民 unable satisfactorily(marry,shop,)
嫁ぐ marry(woman);marry(family)
片付ける marry(daughter)",Guess Vocab related to Keyword,Text
"mend","改める,繕う,直す,継ぐ","改める mend
繕う mend
直す mend
継ぐ mend",Guess Vocab related to Keyword,Text
"miscellaneous","随筆,雑貨,雑木林,雑","随筆 miscellaneous writings
雑貨 miscellaneous goods
雑木林 grove miscellaneous trees
雑 miscellaneous",Guess Vocab related to Keyword,Text
"momentum","弾み,息切れ,勢い,機運","弾み momentum
息切れ losing momentum
勢い momentum
機運 momentum",Guess Vocab related to Keyword,Text
"parade","練る,行列,行進,掲げる","練る parade
行列 parade
行進 parade
掲げる parade(slogan)",Guess Vocab related to Keyword,Text
"partnership","協同,提携,協同組合,共同","協同 partnership
提携 partnership
協同組合 partnership
共同 partnership",Guess Vocab related to Keyword,Text
"passionate","暑い,濃厚,熱い,熱烈","暑い passionate
濃厚 passionate
熱い passionate(feelings,)
熱烈 passionate",Guess Vocab related to Keyword,Text
"patch","継ぐ,当てる,張り紙,繕う","継ぐ patch(clothes)
当てる apply(patch)
張り紙 paper patch
繕う patch",Guess Vocab related to Keyword,Text
"polite","様,敬語,丁寧,淑やか","様 makes word more polite(usu. fixed expressions)
敬語 polite expression
丁寧 polite
淑やか polite",Guess Vocab related to Keyword,Text
"present-day","安芸,甲斐,大和,越後","安芸 Aki(former province located west present-day Hi
甲斐 Kai(former province located present-day Yamanas
大和 Yamato(former province located present-day Nara
越後 Echigo(former province located present-day Niig",Guess Vocab related to Keyword,Text
"probability","確率,薄い,公算,見込み","確率 probability
薄い slim(probability,)
公算 probability
見込み probability",Guess Vocab related to Keyword,Text
"progression","発展,累進,進行,展開","発展 progression
累進 gradual progression
進行 progression(chord progression);progression(dise
展開 progression",Guess Vocab related to Keyword,Text
"rage","怒り,暴れる,激怒,熱","怒り rage
暴れる rage
激怒 rage
熱 rage",Guess Vocab related to Keyword,Text
"rampant","蔓延る,奔放,茂る,横行","蔓延る run rampant
奔放 rampant
茂る rampant
横行 rampant",Guess Vocab related to Keyword,Text
"reconsideration","再考,再検討,見直し,反省","再考 reconsideration
再検討 reconsideration
見直し reconsideration
反省 reconsideration",Guess Vocab related to Keyword,Text
"regeneration","代謝,再生,更生,回生","代謝 regeneration
再生 regeneration(lost damage tissue);regeneration(v
更生 regeneration
回生 regeneration",Guess Vocab related to Keyword,Text
"repatriation","送還,帰還,復員,引き上げ","送還 repatriation
帰還 repatriation
復員 repatriation
引き上げ repatriation",Guess Vocab related to Keyword,Text
"require","求める,及ぶ,までも無い,要する","求める require
及ぶ require
までも無い significant enough require
要する require",Guess Vocab related to Keyword,Text
"resolute","確固,果敢,断行,断固","確固 resolute
果敢 resolute
断行 resolute enforcement
断固 resolute",Guess Vocab related to Keyword,Text
"robbery","泥棒,盗難,略奪,強盗","泥棒 robbery
盗難 robbery
略奪 robbery
強盗 robbery",Guess Vocab related to Keyword,Text
"stiffen","引きつる,引き締める,構える,突っ張る","引きつる stiffen(face,expression)
引き締める stiffen
構える stiffen
突っ張る stiffen",Guess Vocab related to Keyword,Text
"stratagem","策略,軍配,術,策","策略 stratagem
軍配 stratagem
術 stratagem
策 stratagem",Guess Vocab related to Keyword,Text
"stump","株,根っ子,苦しめる,根っこ","株 stump
根っ子 stump(tree)
苦しめる stump
根っこ stump(tree)",Guess Vocab related to Keyword,Text
"subsidence","陥没,下降,沈下,陥落","陥没 subsidence
下降 subsidence
沈下 subsidence
陥落 subsidence",Guess Vocab related to Keyword,Text
"subtraction","差し引き,加減,引き算,控除","差し引き subtraction
加減 addition subtraction
引き算 subtraction
控除 subtraction",Guess Vocab related to Keyword,Text
"symptom","散らす,兆し,兆候,徴候","散らす resolve(symptom,condition,)
兆し symptom
兆候 symptom
徴候 symptom",Guess Vocab related to Keyword,Text
"synthesis","統合,総合,合,合成","統合 synthesis
総合 synthesis
合 synthesis(dialectics)
合成 synthesis",Guess Vocab related to Keyword,Text
"telegraph","電柱,逓信,電線,電信","電柱 telegraph pole
逓信 communications(post,telegraph)
電線 telegraph wire
電信 telegraph",Guess Vocab related to Keyword,Text
"wharf","桟橋,乗り場,乗場,岸壁","桟橋 wharf
乗り場 wharf
乗場 wharf
岸壁 wharf",Guess Vocab related to Keyword,Text
"yarn","紡績,番手,糸,毛糸","紡績 spun yarn
番手 (yarn)count
糸 yarn
毛糸 woollen yarn;woolen yarn",Guess Vocab related to Keyword,Text
"ascertain","挨拶,見届ける,確かめる,見極める","挨拶 dialoging(another Zen practitioner ascertain le
見届ける ascertain
確かめる ascertain
見極める ascertain",Guess Vocab related to Keyword,Text
"chair","椅子,背,沈める,議長","椅子 chair
背 (chair)
沈める lower(body chair)
議長 chair",Guess Vocab related to Keyword,Text
"cheek","頬っぺた,面,頬,心臓","頬っぺた cheek
面 cheek;cheek meat
頬 cheek(face);cheek(face)
心臓 cheek",Guess Vocab related to Keyword,Text
