Question,Answer,Comment,Instruction,Render as
鰺,"あじ","horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus)//jack mackerel//pompano//scad","Common reading and Uncommon kanji
Clue:||鯵||",Image
鰒,"あわび","abalone//ear shell","Common reading and Uncommon kanji
Clue:||鮑||",Image
杏子,"あんず","apricot (Prunus armeniaca)","Common reading and Uncommon kanji
Clue:||杏||",Image
鰮,"いわし","pilchard (esp. Japanese pilchard, Sardinops melanostictus)//sardine","Common reading and Uncommon kanji
Clue:||鰯||",Image
蛤,"かえる","frog//kajika frog (Buergeria buergeri)","Common reading and Uncommon kanji",Image
蕈,"きのこ","mushroom","Common reading and Uncommon kanji
Clue:||茸||",Image
甘藷,"さつまいも","sweet potato (Ipomoea batatas)","Common reading and Uncommon kanji
Clue:||薩摩芋||",Image
生薑,"しょうが","ginger (Zingiber officinale)","Common reading and Uncommon kanji
Clue:||生姜/薑||",Image
薑,"しょうが","ginger (Zingiber officinale)","Common reading and Uncommon kanji
Clue:||生姜||",Image
水瓜,"すいか","watermelon (Citrullus lanatus)","Common reading and Uncommon kanji
Clue:||西瓜||",Image
笋,"たけのこ","bamboo shoot//inexperienced doctor//quack","Common reading and Uncommon kanji",Image
筍,"たけのこ","bamboo shoot//inexperienced doctor//quack","Common reading and Uncommon kanji
Clue:||笋||",Image
鮹,"たこ","octopus","Common reading and Uncommon kanji
Clue:||蛸||",Image
玉葱,"たまねぎ","onion (Allium cepa)","Common reading and Uncommon kanji",Image
唐芥子,"とうがらし","capsicum (Capsicum annuum, esp. the cultivated chili peppers)//cayenne//chili pepper (chile, chilli)//red pepper//shichimi pepper","Common reading and Uncommon kanji
Clue:||唐辛子/蕃椒||",Image
蕃椒,"とうがらし","capsicum (Capsicum annuum, esp. the cultivated chili peppers)//cayenne//chili pepper (chile, chilli)//red pepper//shichimi pepper","Common reading and Uncommon kanji
Clue:||唐辛子||",Image
玉蜀黍,"とうもろこし","corn (Zea mays)//maize","Common reading and Uncommon kanji",Image
茄,"なす","aubergine//eggplant (Solanum melongena)","Common reading and Uncommon kanji
Clue:||茄子||",Image
大蒜,"にんにく","garlic (Allium sativum)","Common reading and Uncommon kanji
Clue:||葫||",Image
葫,"にんにく","garlic (Allium sativum)","Common reading and Uncommon kanji",Image
苳,"ふき","giant butterbur (Petasites japonicus)//Japanese sweet coltsfoot","Common reading and Uncommon kanji
Clue:||蕗||",Image
菜蕗,"ふき","giant butterbur (Petasites japonicus)//Japanese sweet coltsfoot","Common reading and Uncommon kanji
Clue:||蕗/苳||",Image
青柳,"あおやなぎ","green willow (i.e. one that has budded)//meat of the trough shell (Mactra chinensis)","Uncommon reading and slightly hard kanji",Image
赤貝,"あかがい","ark shell//blood clam (Scapharca broughtonii)","Uncommon reading and slightly hard kanji",Image
